,genres,id,name,platforms,summary,storyline,main,extra,completionist,review_score,review_count,people_polled
66,"[8, 31]",183051,Other Minds,"[3, 6]",Brutal collectathon platforming action with added mind control,Missing,0.0,0.0,0.0,0.0,0.0,0.0
67,"[9, 12]",183021,Gratia,[6],A narritive RPG about gratitude,Missing,0.0,0.0,0.0,0.0,0.0,0.0
68,"[34, 35]",182841,More than u no,[6],On an evening like any other in a smalltown saloon Hannah meets Charlotte and feels immediately drawn to her,Missing,,,,,,
69,"[5, 8, 10, 13, 14, 15]",181309,City Racing 2,"[6, 34]",City Racing 2 is a fun real racing game with top 3D graphics and high quality giving you the ultimate visual enjoyment It gathers more than 50 top classic cars and also designs a brand new challenge for you You can customize to create a car that reflects your personal style plunge into a thrilling speed race use your superb driving skills to conquer rivals win epic races and create your own ace car club to become a legend of the track,Drive on the horizon at wild speed fully control the vehicle nitrogen drift for no limit and experience the growth of the legendary driver Hot wheels spin Speed battle start,,,,,,
70,[14],180771,Snow!,"[3, 6, 14, 82]",Winter is coming as every year actually time for some skiing Enjoy going down the slope trying to beat your previous track record or freeriding skills Grab coins or perform tricks for some extra time bonus  watch out for off track hazards,Missing,,,,,,
71,[32],180444,My Grumpy Hyena!,"[3, 6, 14, 82]",As seen on TV Not actually on TV,Missing,,,,,,
72,"[12, 31]",179068,Final Inferno,"[3, 6, 82]",A turnbased pixelart RPG with a dantesque story and an elaborate skill system,Missing,,,,,,
73,"[12, 15, 32]",178262,Hexed,"[3, 6, 14]",Hexed is a short RPG game with themes of extreme violence strong language and distressing situations,People are vanishing and monsters are appearing more often Its time to find out why At least that was your plan but you fell victim yourself and are now on a quest to both cure yourself and find the mysterious figure inflicting these curses,0.0,0.0,17.79,50.0,1.0,1.0
74,[13],177707,Hentai Fetish Tycoon,[6],Hentai Fetish Tycoon is nothing short of a typical idle tycoon game You start off by completing the tasks and earning money From there you can purchase upgrades automate tasks or purchase new tasks Unlike other idle tycoons when unlocking a new task youre rewarded with a big ol face full of hentai Each of the 50 tasks is centered around a specific fetish Task picture rewards will start off mild and slowly progress WELL into the NSFW realm  Earn Upgrade Nosebleed Repeat,Missing,,,,,,
75,"[32, 33]",177700,Fap Queen II,[6],Meet anime mistresses Follow their commands in real life That includes touching yourself A lot Have fun  Fap Queen 2 is a JOI game where cute anime mistresses command you to play with yourself in various kinky ways Endure their challenges and torments long enough and the Queen might reward you in the end,Missing,,,,,,
76,[5],177462,Gun Knight,[6],A knight who modifies his gun by changing its attachments,Missing,0.0,0.0,0.0,0.0,0.0,0.0
77,[9],177181,Surprise Stack,[6],Holidays themed physics puzzle game,Missing,,,,,,
78,"[5, 33]",176701,Nuclear Throne: Territorial Expansion,[6],Nuclear Throne Territorial Expansion is a mod for Nuclear Throne Together v9940 that intends to significantly build on top of the base game with brand new content secrets and entirely new mechanics for players to explore,Missing,,,,,,
79,Missing,176503,Tasty Ramen,[6],A colorful PS1 styled spoopy game about a haunted bowl of ramen,Missing,0.16,0.0,0.0,57.0,3.0,2.0
80,[32],176229,Slay Bells,"[6, 14]",Slay Bells is a Christmasthemed survival horror game inspired by 80s slasher movies and PS1 horror games,Missing,,,,,,
81,"[9, 13, 14, 31, 32]",173928,Aery: Little Bird Adventure,"[6, 49, 130]",Aery is a peaceful exploration game from the perspective of a little bird who decided to discover the world Calm down from the hassle of your daily life experience the feeling of flying and immerse yourself into beautiful and atmospheric landscapes,Missing,,,,,,
82,[12],172831,Displacer Beast,[6],Theres something wrong with your new cat  A ghost story about small creatures and the harm we do to each other  Warning This game contains written descriptions of gore animal death emotional abuse and fleshy abominations,Missing,,,,,,
83,"[4, 5]",171805,Ore no Animism: Resurrection Chapter,[6],Third game in the series Centers around filling a temperature gauge by staying alive and generally playing well as it rises enemies become more dangerous but more points are rewarded for collecting items and clearing boss special attacks now called Tricks A new type of special attack the Ignite Shot is introduced to allow the player to decrease this gauge Features four playable characters including bosses from the previous game Also contains eight Challenge Tricks for the eight new characters but these must be unlocked by capturing certain Tricks on all difficulties,Missing,,,,,,
84,"[13, 15, 16, 32]",171028,Stellar Monarch: The Age of Technology,[6],The first expansion for Stellar Monarch It focuses on technology and science New alien races terraformation megastructures construction of a fearsome battlestar random technologies etc,Missing,,,,,,
85,"[31, 32]",170739,Gene Rain: Wind Tower - Way to Heaven,"[6, 49]",Way To Heaven tells the story of the Human rebels army opening the passage to the Sky City The new chapter tells Alex about the adventures in Oil City and you will face new giant boss and new enemies,Missing,,,,,,
86,"[31, 32]",170738,Gene Rain: Wind Tower - Sky City's Rebirth,"[6, 49]",Sky City Rebirth tells that Alex has fallen into an endless space after boarding the Sky City The battle is endless and the enemys level will be higher and higher You can get powerful weapons here Every time you challenge through the reincarnation you will Get a generous reward,Missing,,,,,,
87,"[2, 9, 31]",169893,Headbanger's Heaven: A Rock & Roll Adventure,[6],Jason Miller is a typical teenage rocker Loves to stay up all night and sleep all day And of course headbang to his favourite music  When he enters a competition in Kerplow Rock Magazine he never dreamed he would actually win first prize  But won he has And now he gets to spend the afternoon with his favourite band Uptempo Maniacs and get a private performance of their new song  He is SO excited He still cant believe it even when the limo driver drops him off at the bands mansion  He has his autograph book all ready to get autographs from all 6 of the band members And he CANNOT WAIT for the special private performance  But if he thinks hes in for an easy afternoon hes got another think coming,Missing,,,,,,
88,"[31, 32]",169038,Furry Shakespeare: Hamlet(s),[6],Uncover what exactly happened to the Hamlet twins and interact with a new character,Missing,,,,,,
89,"[31, 32]",169037,Furry Shakespeare: The Reverse Hamlet Championships,"[3, 6, 14]",Partake in an underground arcade game competition Its gonna be so cool,Tybalt is the reigning champion of the local arcade and no arcade game is better than Reverse Hamlet Its an outlawed video game about trying to assassinate King Claudius Why would King Claudius want something like that outlawed,,,,,,
90,"[15, 32]",168348,Logistical 2: Mall Rats,[6],This Logistical 2 Mall Rats has over 150 towns and 1000 businesses to complete There are many malls throughout the United States of America Mall Rats teenagers require large amounts of resources from these malls Complete the malls to unlock critical resources to further unlock more of the map,Missing,,,,,,
91,[31],167974,One Piece: World Seeker - Extra Episode 3: The Unfinished Map,"[6, 48, 49]",Play as Law as he takes the stage as a new playable character in this extra episode Explore a new area Skypiea and unshroud the mystery of the island with the young Roule,Missing,2.0,3.6,3.63,54.0,5.0,12.0
92,[15],167630,Total War: Warhammer II - The Shadow & The Blade,[6],The Shadow  The Blade is the latest Legendary Lords Pack for Total War Warhammer II Introducing Malus Darkblade and Deathmaster Snikch both with their own objectives mechanics units and playstyle,Missing,,,,,,
93,[15],167628,Total War: Warhammer II - Repanse de Lyonesse,[6],Repanse de Lyonesse or the Damoiselle de Guerre as she is known throughout Bretonnia is a revered knight of the Chevaliers de Lyonesse,Missing,,,,,,
94,[12],166388,Home Game 2,[6],Home Game 2 is about the hermit selling his home Explore town hop fences to enter yards acquire cursed swords ruin your mood by misusing magic spells die over and over and over again Never find your way This hectic masocore features scrolls portals demons and death Drink coffee across 8 levels and try to survive your stalker Achieve a perfect homesense score Can you reach the truest ending,Missing,,,,,,
95,[32],166162,Taco: Princess from the Moon,"[6, 19, 58]",Taco Princess from the Moon Nekotako is a homebrew platformer for the SNES,An alien girl confronts a thieving cat in order to get back the stolen fish,,,,,,
96,"[5, 8]",166150,Metroid Planets,[6],Metroid Planets is a Fan Remake of the 1986 Nintendo Entertainment System game Metroid created by vacantshade  It updates Samus movement and adds a saving system among other features The game is called Metroid Planets because of its multiple maps Planet Zebeth is a remake of the original Metroid Planet Novus is a whole new map with new bosses and new areas Selecting Planet Enigma will bring you to a room creator and a map generator that uses those rooms to create a world If you go to the Discord linked in the game menu you can download a room pack and upload your own rooms The game also has online multiplayer,Missing,3.78,0.0,0.0,0.0,0.0,2.0
97,Missing,165885,Dragon Ball FighterZ: Broly (DBS),"[6, 49, 130]",The exiled all powerful Saiyan Broly DBS now comes to DRAGON BALL FighterZ,Missing,,,,,,
98,[31],165502,A Christmas Nightmare,[6],A kid meets Santa and wishes for a present but nothing is what it seems Why are the days repeating Who is Greg What is Santa hiding  Help Eddy in uncovering the truth and reaching the Good Ending in this Groundhog Day meets point and click adventure,Missing,,,,,,
99,"[15, 32, 35]",164465,100% Orange Juice: Old Guardian Pack,[6],The Old Guardian Pack adds 2 new playable characters from developer Orange Juices games  far future version of series protagonist Suguri Suguri 46 Billion Years and the mischievous ship AI Sumika The new characters come fully voiced and have their own campaign,Missing,,,,,,
100,[4],163264,Tekken 7: Frame Data Display,"[6, 48, 49]",An addon for Tekken 7 that grants use of the expanded Frame Data Display feature,Missing,,,,,,
101,[4],163262,Tekken 7: Leroy Smith,"[6, 48, 49]",An addon for Tekken 7 that grants use of the character Leroy Smith,Missing,,,,,,
102,[5],163114,Grand Theft Auto: Brasil,[6],Grand Theft Auto Brasil is a mod of Grand Theft Auto San Andreas which changes everything in the game to match with the Brazilian theme The city is changed to the city of Santos which is located in the State of São Paulo,Missing,,,,,,
103,[13],162811,X-Plane 11: Aerosoft Airport Vitoria-Foronda XP,"[3, 6, 14]",The airport of Vitoria is a Spanish airport managed by Aena built in 1980 Its located 8 kilometers from the city center next to the village Antezana de Foronda this is the reason why its known as Foronda Airport,Missing,,,,,,
104,"[13, 15, 32]",162181,Jigsaw Puzzle Pack: Pixel Puzzles Ultimate - Noel,[6],Pixel Puzzles Ultimate redefining digital puzzling,Missing,,,,,,
105,[13],161773,Train Simulator 2021: Chicago Racetrack Scenario Pack 01,[6],In Train Simulator 2021s highly realistic and actionfilled Chicago Racetrack Scenario Pack 01 youll experience the full vigor and unbridled excitement of Chicago railroading,Missing,,,,,,
106,[31],161195,DC Universe Online: Episode 36 - Metal Part II,[6],The epic conclusion to the Metal saga is here with Episode 36 Metal Part II Thanagar threatens Earth with the Phoenix Cannon in order to prevent the merger of the Dark Multiverse with ours Take the fight to The Dark Knights and Barbatos the Bat God before Thanagarians have no other option but to destroy humankind,Missing,,,,,,
107,[34],160057,Conquer and Breed the Demon Queen,[6],After getting kicked out of the Heros party for only summoning weak little slimes imagine their surprise when you come back and you summon the Demon Queen herself straight out of hell and onto your dick,Missing,0.0,0.0,0.0,0.0,0.0,0.0
108,"[5, 8]",159286,Freddy in Space 2,[6],Freddy is back in space Every good horror series inevitably goes to space but how many of them go back for a second round  When Freddy leaves the lunar base on a deepspace mission the central computer system is hijacked by the newly installed hightech computer assistant Logarithmic Online LANcompatible Zeroerror Hydraulic Auxiliary Xylophone otherwise known as LOLZHAX  LolzHax has brainwashed the other resident space warriors Bonnie Chica Foxy and that weird gangly space puppet and has locked Freddys son outside the station with limited air remaining Can Freddy rescue his friends defeat LolzHax and save his son in time  This game was originally designed for the December 3rd 2019 fundraiser for St Jude hosted by Game Theory The livestream is over now and was a big success Thank you to everyone who watched and contributed,Freddy is back in space Every good horror series inevitably goes to space but how many of them go back for a second round  When Freddy leaves the lunar base on a deepspace mission the central computer system is hijacked by the newly installed hightech computer assistant Logarithmic Online LANcompatible Zeroerror Hydraulic Auxiliary Xylophone otherwise known as LOLZHAX  LolzHax has brainwashed the other resident space warriors Bonnie Chica Foxy and that weird gangly space puppet and has locked Freddys son outside the station with limited air remaining Can Freddy rescue his friends defeat LolzHax and save his son in time,1.75,0.0,0.0,20.0,1.0,1.0
109,[34],159106,Daiku no Medium,[6],A ship by the name of Lilith has been navigating through space for two years with a single goal  reaching Eden the heart of the Universe The ships team consisting of Captain Lazarus First Mate Anna and Second Mate Joseph is constantly fighting through hundreds and hundreds of enemy Phantom 4s that has been chasing them throughout the whole trip  But the final frontier stands before them Eden is almost within hands reach,Missing,,,,,,
