,genres,id,name,platforms,summary,storyline,main,extra,completionist,review_score,review_count,people_polled
0,[11],275676,UnDune II: The Demaking of a Dynasty,"[3, 6, 14, 82]",A strategybased resource management simulation where three houses fight for control of the planet Dune  the land of sand and home of the spice  It is a demake of the classic and original RTS game Dune II recreated from scratch in PICO8,Missing,,,,,,
1,Missing,275598,Konna,"[6, 34, 82]",A game made for the 41st Godot Wild Jam,Missing,,,,,,
2,[5],275208,Atolladero,[6],A single map with enough detail to make things interesting along with different combat situations from long range to close quarters,Missing,,,,,,
3,Missing,274999,Cogen: Sword of Rewind - Additional Story & Playable Character: Copen (Gunvolt Chronicles: Luminous Avenger iX 2),"[6, 48, 49, 169]",This DLC pack adds the following content to Cogen Sword of Rewind   Bonus Playable Character Copen Gunvolt Chronicles Luminous Avenger iX 2  Additional Story for Copen  New Stage Extra 31  New Stage Extra 32 Unlocked after beating Extra 31  New Stage Extra 33 Unlocked after beating Extra 32,Missing,,,,,,
4,[5],272168,Fortress Interior,[6],Large classicstyle mountain base map Map source is included,Missing,,,,,,
5,[5],271744,Wroth,[6],A short  medium sized basethemed map with modified grunts and enforcer monsters Based on progs_dump 20 devkit already included and inspired by Mountains of Insanity,Missing,,,,,,
6,[5],271191,Quad Run,[6],An assorted pack of 15 levels made in 48 hours for a community speedmapping jam all centered around the Quad Damage powerup,Missing,0.0,0.0,0.0,50.0,3.0,0.0
7,[5],270847,Speedmap Snack Pack 2: Cosmic Hunger,[6],Speedmap jam pack of 19 levels from 21 authors organized into 3 episodes all made within 48 hours Mappers could choose from 4 themes Cr8 base Egypt Firetop Mountain or Knave with specific weapon progressions Most maps range from small to medium sized and can be played from shotgun start if desired,Missing,,,,,,
8,[5],270320,Phoenix,[6],A 35level single player major conversion Marathon Phoenix is difficult and actionpacked Marathon Phoenix features a full arsenal of new powerful weapons and more threatening enemies than you could ever want,Missing,0.22,0.0,0.0,62.0,11.0,9.0
9,[5],269582,The Bikini Bottom Massacre,[6],When Squidward is let go of his job at the Krusty Krab his dissatisfaction with life is at its zenith After years of torment from his buffoon neighbours Spongebob and Patrick Squidward decides to take his life into his own hands A Spongebobthemed Doom II total conversion parody mod for use with GzDoom,Missing,0.0,0.0,0.0,60.0,1.0,0.0
10,[31],266049,Olive's Art-Venture,"[6, 82]",Olives ArtVenture is a spellslinging arena and mobbing game Use the paper on the right side of the screen to draw shapes which then cast spells damaging enemies and protecting you,Missing,,,,,,
11,[34],263660,Higurashi no Naku Koro ni Hou+: Mehagashi-hen,[6],An extra arc bundled in Higurashi no Naku Koro ni Hou,Missing,,,,,,
12,[5],263356,Rapidfire 3,[6],A Set of 6 Limit Removing Levels where the aim was to make One Map per day during my time being quarantined at home,Missing,,,,,,
13,[5],262604,Freaky Panties V: I Love Penguins,[6],Freaky Panties V is a map done entirely in Linux using only the Eureka level editor for mapping,Missing,,,,,,
14,[5],262431,Shades of Azure,[6],This is a mapset with the following traitsgimmickswhatever All map titles are one word and end on the letter T except for MAP32 The maps are primarily coated in blue using textures from 32in2415tex  OTEX Some maps might have a semispeedmap feel to them with sparse detailing Some maps are easy some are hard but all except two of them can be knocked out in less than 1520 minutes,Missing,,,,,,
15,[14],262081,Astonishing Baseball 22,[6],Astonishing Baseball or AB for friends is not your usual baseball simulation game Its not only about tables full of players and stats Its about people Well okay you heard that line from your Economics 101 class already But I promise this game will be way more interesting Its like a narrative roguelike sports game Seriously,Missing,,,,,,
16,[5],262014,Techblast,[6],Techblast is a 2 map wad for Boom compatible ports tested in GZDoom Prboom DSDA Doom and Doom Retro featuring classic styled techbases and some difficult encounters  MAP01 starts things off with a slower paced exploratory level then MAP02 escalates into harder encounters Difficulty levels are supported and I recommend HMP for the first time through unless youre a very confident player Freelook is fine jumping is not It can be played continuously or with pistol starts,Missing,,,,,,
17,[5],261170,Exquisite Amethyst,[6],Here is a new single map for GZDoom inspired an inordinate amount by Cybs Void  Ambition outgrew the time allotted before Fuzzballs birthday so it was released 2 weeks late,Missing,,,,,,
18,[5],261042,Akashic Migraine,[6],Akashic Migraine is a misshapen awkward and unfriendly map i put together as a break from work on time tripper its exhausting making detailed pretty and generally accessible things all the time especially when my tastes lean the other way  theres a reasonable amount of platforming all of it can be done with running once you work out the angles dont feel bad about taking it slow or savescumming those bits though and the combat ramps up quickly from this is kind of awkward to this is kind of awkward light slaughter generally speaking i configured it to be just enough of a challenge to me,Missing,,,,,,
