,id,name,platforms,summary,genres,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,256264,Outbreak: Gwen's Nightmare,[49],Live Gwens desperate fight for survival in the undead apocalypse across Outbreak Lost Hope and Outbreak Epidemic,Missing,Missing,Missing,,,,,,
1,224139,Dying Light: Volkan Combat Armor Bundle,"[3, 6, 14, 49]",Join Volkan Corporations fight for a safer future with its hitech spec ops gear developed specifically for exterminating zombies with maximum efficiency This bundle includes three new weapon blueprints a new outfit and a new buggy paint job,[12],Missing,Missing,,,,,,
2,196279,Streets of Rogue: Character Pack Edition,"[49, 130]",Streets of Rogue Character Pack Edition includes both Streets of Rogue and the Character Pack DLC,Missing,Missing,Missing,,,,,,
3,187987,We Were Here Series Bundle,"[49, 169]",Get all three games in the We Were Here Series in one handy bundle These coop puzzle adventures are centered around the sinister Castle Rock in deepest Antarctica,Missing,Missing,Missing,,,,,,
4,187909,Sphere Game Extreme,"[6, 49, 169]",show skills control a fast and heavy sphere and overcome obstacles to pass the level,"[8, 15]",Missing,Missing,,,,,,
5,168727,SoulCalibur VI: Setsuka,"[6, 48, 49]",Celebrate 20 years of SOULCALIBUR with an all new playable character Setsuka,[4],Missing,Missing,,,,,,
6,167308,The Fisherman: Fishing Planet - Blue Crab Island Expansion,[49],Welcome to Blue Crab Island Situated off the Gulf Coast of Mississippi this picturesque island is an anglers paradise The canals local mangrove trees and sawgrass thickets hide plenty of fish including 8 new species Make the most out of your trip with an exclusive new bass boat and tackles,"[13, 14]",Missing,Missing,,,,,,
7,166688,Digerati Couch Co-op Vol. 2,[49],Its time to get cosy with your best bud again for another round of unmissable coop action This bundle contains the following games all of which feature localcouch coop as well as singleplayer modes,Missing,Missing,Missing,,,,,,
8,166157,Sword Art Online: Alicization Lycoris - Deluxe Edition,"[49, 130]",The Deluxe Edition includes the following   Full Game  Premium Pass which includes 2 Major Expansions and a Special Costume as a bonus  Virtual currency  200 SAO coins,"[12, 31]",Missing,Missing,,,,,,
9,165867,Black Desert: Explorer Edition,[49],Black Desert supports backwardcompatibility on Xbox Series XS  Black Desert Explorer Edition includes the following  Black Desert Full Game  Explorer Edition Item Pack Value Pack 60 Days Pearl Box  2000 Polar Bear Horse Emblem Tier 7 White Horse Female Event Classic Outfit Box Pearl Shop 20 DC Coupon,Missing,Missing,Missing,,,,,,
10,165857,Fast & Furious: Crossroads - Deluxe Edition,[49],Gear up for an epic new chapter in the Fast  Furious saga with highspeed heists cinematic action and adrenalinefueled stunts  The Deluxe Edition includes the Season Pass and an exclusive bonus pack loaded with new cars customization items and more,Missing,Missing,Missing,,,,,,
11,165856,Eastasiasoft Indie Shmup Bundle,"[49, 169]",The Eastasiasoft Indie Shmup Bundle contains three great indie shootem ups for one fantastic price,Missing,Missing,Missing,,,,,,
12,165207,Project CARS 3: Deluxe Edition,[49],Own it all with Project CARS 3 Live every thrill of your journey from weekend warrior to racing legend as you race to earn own  upgrade hundreds of precise handling elitebrand cars Individually tailored settings for every skill level personalization options for every driver customization for every car in your garage  every race condition the way you want in YOUR Ultimate Driver Journey,Missing,Missing,Missing,,,,,,
13,164831,PGA Tour 2K21: Digital Deluxe Edition,"[6, 48, 49, 130, 170]",The Digital Deluxe Edition includes the Golden Touch Pack featuring a goldplated driver and goldplated putter as well as the 2Kadidas CodeChaos MyPlayer Pack featuring the adidas CodeChaos BOA Golf Shoes and custom adidas  2K CodeChaos Polo Pants and Hat designed by adidas exclusively for PGA Tour 2K21 Players will also receive an additional 2300 currency to unlock additional MyPlayer gear to hit the links in style,Missing,Missing,Missing,,,,,,
14,164747,Remnant: From the Ashes - Complete Edition,"[6, 48, 49, 130, 167, 169]",Take home the complete Remnant From the Ashes experience as you fight through a postapocalyptic world overrun by monstrous creatures  fighting to restore humanity while overcoming hordes of deadly enemies and epic bosses alone or alongside up to two other players  In the Swamps of Corsus DLC delve deeper into the story of the Iskal Cult on the marsh world Corsus and take on the intense challenge of the roguelike Survival Mode  start with a pistol and scrap and see how long you can survive in a single playthrough against enemies and bosses that grow stronger  In the Subject 2923 DLC pickup where the Remnant From the Ashes story left off in a brandnew campaign where you will traverse unfamiliar zones meet unexpected allies and conquer new threats as you seek to put an end to the Root once and for all,"[5, 12, 31]",Missing,Missing,,,,,,
15,164570,Black Desert: Conqueror Edition,[49],Black Desert supports backwardscompatibility on Xbox Series XS  Black Desert Conqueror Edition includes the following  Black Desert Full Game  Conqueror Edition Item Pack Value Pack 90 Days Pearl Box  3000 Inventory 16 Expansion Coupon Secret Book of Old Moon 15 Days Horse Emblem Tier 7 White Horse Female Event Premium Outfit Box Polar Bear Hedgehog Wizard Gosphy Trainers Flute Permanent Contract Transaction Maid Fairy Irene Pearl Shop 20 DC Coupon  Note The item package included in the bundle will only be sent to the server that corresponds to the region where the product is purchased,Missing,Missing,Missing,,,,,,
16,158855,Speedgunner Ultra,"[6, 48, 49, 130]",Speedgunner Ultra is a dynamic platformer in which you can transform your character into a combat aircraft by pressing a button Use all sorts of tricks to speed up and try to complete the level faster than anyone else,"[8, 31, 32]",Missing,Missing,,,,,,
17,156498,Train Sim World 2: Hauptstrecke Rhein-Ruhr: Duisburg - Bochum Route Add-On,"[6, 49]",Experience bustling regional and commuter operations from aboard modern and wellknown traction with Train Sim World Hauptstrecke RheinRuhr,[13],Missing,Missing,,,,,,
18,152400,Danganronpa 2: Goodbye Despair - Anniversary Edition,"[34, 39, 49, 130]",Danganronpa 2 is finally available on Nintendo Switch Danganronpa 10th Anniversary Release Part 2 This 10th Anniversary edition comes with a gallery feature that allows you to view event illustrations scenes and listen to voiced dialogue,"[2, 31, 34]",Jabberwock Island  once a popular tourist destination this now uninhabited island remains oddly pristine You and your classmates at the elite Hopes Peak Academy have been brought to this island by your supercute teacher for a loveydovey heartthrobbing school trip Everyone seems to be having fun in the sununtil Monokuma returns to restart his murderous game Trapped on this island of mutual killing your only hope of escape rests in solving the islands mysteries But be warnedsometimes the truth can be its own despair,Missing,,,,,,
19,148125,Minecraft: Jurassic World,"[6, 34, 39, 48, 49, 74, 130, 132, 169, 388]",Minecraft Jurassic World is an official downloadable expansion for the Bedrock version of Minecraft It adds a variety of dinosaurs skins and blocks based on the Jurassic Park and Jurassic World films,"[12, 13, 31]",Missing,Missing,,,,,,
20,147738,Gryphon Knight Epic: Definitive Edition,"[3, 6, 14, 48, 49, 130]",Gryphon Knight Epic is a 2D Medieval Shootem up that mixes elements from classical shootem ups exploration and duellike boss battles it tells the story of Sir Oliver and Aquila an accomplished knight and his loyal gryphon that are forced back to adventure once again Sir Oliver has already defeated a dragon married a princess and saved the kingdom But during his quest he will face adversaries he never imagined he would because in reality all of them were once friends What happened These heroes would never go rogue and all at once Something is rotten in the kingdom and its up to Oliver to discover what,"[5, 32]",Missing,Missing,,,,,,
21,147669,Devious Dungeon Collection,"[49, 130]",Devious Dungeon Under orders by the King players assume the control of a Knight instructed to head into the catacombs beneath the Kingdom to slay the fowl beasts and monstrosities that have invaded the murky depths You must venture deep within the dungeons eliminating the threat Slay monsters collect loot level up and upgrade your gear Only a true champion will be victorious,"[8, 12, 31]",Missing,Missing,,,,,,
22,146755,Commander Keen in Keen Dreams: Definitive Edition,"[41, 49, 130]",Commander Keen is back In the modernised Definitive Edition of the lost episode Keen Dream Keen has to fend off a nasty nightmare about evil vegetables The Definitive Edition features full widescreen support twelve allnew levels  doubling the length over the 1990 original  and a full music score The game structure has been reworked to make the game a more modern experience without sacrificing any of the original charm,"[8, 31, 32, 33]",Missing,Missing,,,,,,
23,146160,Mortal Shell: Enhanced Edition,"[49, 167, 169]",Mortal shell is a ruthless and deep actionRPG that tests your sanity and resilience in a shattered world As the remains of humanity wither and rot zealous foes fester in the ruins They spare no mercy with survival demanding superior awareness precision and instincts Track down hidden sanctums of devout followers and discover your true purpose Possess Lost warriors the Lost remains of defeated warriors are yours to discover Awaken these Mortal shells occupy their bodies and significantly open your understanding to diverse masteries of combat Face formidable foes your path is guarded by adversaries devoted to inscrutable gods Behold creatures both pitiable and grotesque and muster your courage and face them down Iron sharpens Iron combat is strategic deliberate and unforgiving Commit your sword only when an opportunity opens,[12],Missing,Missing,,,,,,
24,143974,Cave Digger 2D,"[6, 48, 49, 130, 169]",Cave Digger 2D is a mining game in an alternative western setting Gear up with numerous unique tools and explore the town and the depths of the mountain Discover secrets easter eggs and multiple endings,"[31, 32]",Missing,Missing,,,,,,
25,143587,Destropolis,"[6, 48, 49, 130]",Destropolis is a topdown shooter game inspired by such classic games like Crimsonland Alien Shooter or Nuclear Throne It takes place in a futuristic city filled with red cubelike enemies Tear them to pieces with bullets lasers and nuclear explosions Play alone or with friends in a local coop mode Destroy as many enemies as you can before they overwhelm you,"[4, 5, 12, 32, 33]",Missing,Missing,0.27,0.0,0.0,55.0,2.0,2.0
26,141492,Mangavania,"[3, 6, 14, 34, 48, 49, 82, 130, 167]",Mangavania is an action platformer game with pixel art graphics You play as Yuhiko a young ninja who has gone to the underworld to find a cure for his brother,"[4, 8, 9, 31, 32]",Join the adventure as Yuhiko a young ninja who has gone to the underworld to find a cure for his brother Free the lost souls to advance to the next level Find Spirits in secret places  they will tell you a story or give you advice Explore dungeons fight monsters and meet new friends,Missing,0.0,1.0,1.48,100.0,1.0,3.0
27,141012,Tell Me Why: Chapter One - Homecoming,"[6, 49]",Missing,Missing,Missing,Missing,,,,,,
28,140966,Crystal Ortha,"[6, 34, 39, 48, 49, 130, 167]",Enjoy solving puzzles in dungeons and strike up conversations with the people around the world Battles with bosses feature conversations which might even give you some hints about tactics Fill the skill slots with the skills you like to be prepared for strategic turnbased battles Find the ores to craft weapons and search around pots and objects to get items for your adventure  Watch over the fate of the crystal seekers until the end of their journey,"[9, 12, 13, 15, 31]",Missing,Missing,20.0,20.74,23.75,70.0,1.0,5.0
29,140949,Tech Glitch,[49],An old school couch multiplayer game Get your friends and compete against each other Multiple game modes Check Many maps Check PowerUps Check This old school local multiplayer game will not forgive you for any mistakes Nothing is decided until the clocks stop ticking You can always flip the tables and win spectacularly,[9],Missing,Missing,,,,,,
30,140900,NHL 21: Deluxe Edition,"[48, 49]",Missing,Missing,Missing,Missing,,,,,,
31,140411,Alphaset by Powgi,"[46, 48, 49, 130, 169]",This new word puzzle is a mix of crosswords and sudoku challenging both your vocabulary and your deduction skills There are 26 blank squares Each letter of the alphabet must be placed exactly once in order to fill the grid with valid English words Reveal a terrible joke each time you solve a puzzle,"[9, 15, 35]",Missing,Missing,,,,,,
32,140405,The Fairy's Song,"[6, 48, 49, 130, 167, 169]",Marnie a bored goth girl accidentally stumbles upon a sleeping female knight in the forest Together the pair must work to break a centuriesold curse while romantic feelings between them begin to grow,"[31, 32, 34]",Missing,Missing,3.15,0.0,4.86,55.0,2.0,5.0
33,140382,Need for Speed: Heat - Red Bull Nissan 370Z,"[6, 48, 49]",The Red Bull Nissan 370Z pack was made available on August 18 2020 for the PlayStation 4 and Xbox One releases of Need for Speed Heat    It can be acquired by entering an email address at httpswwwredbullcarparkdriftcomnfs A redemption code for either platform is displayed on the website and emailed to the user upon submitting    Included in the pack is a recreation of Abdo Feghalis Nissan 370Z which competed in the Red Bull Car Park Drift series,[10],Missing,Missing,,,,,,
34,140328,Bem Feito: Legacy Edition,"[6, 49, 169]",Take care of your daily tasks and housekeeping in B613 your little tiny home planet Wide variety of tools and tasks Fish cook gather fruits water your flowers and so on along with Reginaldo Befriend and TAME a lot of friends And dont you go forgetting You become responsible forever for what you have tamed,"[12, 13, 31, 32]",Missing,Missing,,,,,,
35,139931,Train Sim World 2: Collector's Edition,"[6, 48, 49]",Master iconic locomotives on highspeed services long freight hauls or precise commuter traffic and get creative with customization tools in this advanced sequel Climb into the cab in Train Sim World 2,[13],Missing,Missing,,,,,,
36,139893,Wasteland 3: Day One Edition,"[48, 49]",Missing,Missing,Missing,Missing,,,,,,
37,139860,Microsoft Flight Simulator: Premium Deluxe Edition,"[6, 169]",The Premium Deluxe Edition includes all Microsoft Flight Simulator content and 10 additional highly detailed aircraft with exclusive flight models and 10 additional handcrafted international airports,[13],Missing,Missing,,,,,,
38,139569,Arkane 20th Anniversary Collection,"[48, 49]",Celebrate 20 amazing years of Arkane Studios with the Arkane 20th Anniversary Collection With a catalogue that has racked up hundreds of awards including numerous Game of the Year awards Arkane Studios has spent the last two decades perfecting its unique style and truly immersive gameplay From the decaying cobbled streets of Dunwall and the vibrant shores of Karnaca all the way to the alieninfested art deco halls of the Talos I space station the collection spans Arkane Studios greatest hits,Missing,Missing,Missing,,,,,,
39,138923,Rusty Gun,"[6, 48, 49, 130]",In Rusty Gun the aliens are confronted not by some overmuscled macho fan of bubblegum not some secret organization dressed in black and not even chickenpox This time the defender of Earth and his own private peace appears to be some casual grouchy old Earthling who was hurt by aliens that spoiled his favorite fishing leisure by scaring all the fish away Without any hesitation old man picked up his old and rusty rifle with only one goal  to show the alien invaders that there idea of having Earth destroyed while he has fishing full on his hands  the worst possible idea  Explore the locations infested by alien dirtbags keep finding secrets and new types of bullets for your rifle Remember that the whole destiny of mankind is in your hands and dont forget that youre just old grumpy and love to kill,"[8, 31, 32, 33]",Missing,Missing,,,,,,
40,138922,Car Mechanic Simulator Classic,[49],Car Mechanic Simulator Classic is a simulation game in which you play as a car mechanic The game allows you to become a car mechanic who has to diagnose make repairs order the necessary parts and contact the demanding customers The tasks set for the player are not the easiest ones  there are more than seventyvariety of scenarios in total The creators provided several vehicles and hundreds of elements so finding the defect itself can be problematic  yet very satisfying,[13],Missing,Missing,,,,,,
41,138921,RogueCube,"[48, 49, 130]",Pick your cube and blast your way to victory in RogueCube  Choose from solo campaign local multiplayer campaign or local multiplayer competitive modes and duke it out Can you capture the eight vertices and clear each zone  Jump dodge and shoot your way to victory,"[5, 31, 33]",Missing,Missing,0.62,0.0,2.0,50.0,1.0,2.0
42,138909,Of Tanks and Demons III,"[48, 49, 130]",Of Tanks and Demons III  its the new game with the vibe of classic arcades of 80s  Collect photons shoot demons buy new tanks and improve them Dont rely on brute force solely Sometimes you need to outsmart your enemy not just outgun them with bullets,"[5, 10, 33]",In the end of 2020 the worst thing in history of mankind has happened  gates of Hell has opened and let the hellish hordes of demons run wildly on Earth For the hellspawns the human weapons was not much of a threat just like peashooter versus elephant It looked like the human race has no hope left for survival But in the darkest hour the glimpse of hope the ray of light appeared and so it happened the group of american scientists with Dr Gusev as their lead scientist invented the special photon cannons that can easily tear demon flesh apart New photon weapons were installed on advanced tank models created by Greenrunner Industries corporation But there was a problem with tanks  they can be operated only by those who created it These people were genius engineers of their time but when they opposed the government they were imprisoned as war criminals But facing the total destruction of all life on Earth the government decided to make a compromise Now there is only one way for Travis Greenrunner and his people to get their freedom back  to drive away the demon scum to the place they crawled out from,Missing,0.0,0.0,1.13,0.0,0.0,1.0
43,138774,Prehistoric Dude,"[6, 48, 49, 130]",Prehistoric Dude is a mini metroidvania game during the stone age which tells the story of Dude a friendly caveman who loves ham Explore 3 different scenarios while looking for Dudes delicious lunch Face enemies master obstacles learn new skills and make Dude even stronger  Go on an adventure to help him to take back his lunch which was stolen by a giant dinosaur He will need to face many dangerous enemies while traveling through caves and forests getting some tools and power ups to assist him during this journey,"[8, 31, 32, 33]",Missing,Missing,0.54,1.41,1.99,55.0,2.0,8.0
44,138457,Operation Zeta,"[6, 49, 130, 169]",Operation Zeta is a space action game The great battle codenamed Operation Zeta has been lost Your ship is in shambles and you have to act quickly to collect all of the parts and repair your ship before the warzone is completely destroyed by the enemys death laser Play and unlock 13 playable characters from space monkeys to mischievous slugs each with their own unique set of skills and challenges As well unlock new abilities and upgrades with credits you earn during each run Each time you play the universe is randomly generated with random quests from wacky local aliens who have stolen the parts of your ship All in a physics based battlefield but beware as you only have ten minutes until the death laser fires,"[9, 32]",Explore a randomly generated space system to find the parts to your broken ship Each time you play the game is randomly generated from the planets to the quest to the enemies  loot  Uncover the lore of the world with tons of lore entries detailing the creatures of the world the planets they originate and general history of the universe,Missing,0.0,0.0,0.0,0.0,0.0,0.0
45,138398,Antarctica 88,"[6, 48, 49, 130]",Challenge yourself in an amazing and terrible story in the Antarctic ice,"[5, 31, 32]",Missing,Missing,0.96,0.0,1.56,50.0,5.0,7.0
46,138393,Zombo Buster Advance,"[6, 48, 49, 130]",Zombo Buster Advance is a tower defense game taking place inside buildings with interchangeable elevators Deploy swap and shoot like a boss,"[9, 15, 32, 33]",Missing,Missing,5.7,8.79,23.7,73.0,4.0,7.0
47,138379,Dying Light: Hellraid,"[3, 6, 14, 49]",No one knows where the strange arcade machine came from One day the residents of the Tower just found it in the basement after an odd power outage They took it upstairs unaware that their find is a gateway to another realm Shake up your Dying Light experience with an entirely new game mode based on Techlands currentlyonhold firstperson fantasy slasher Hellraid,[12],Missing,Missing,,,,,,
48,138342,Fortnite: Chapter 2 - Season 4,"[6, 48, 49]",Board the helicarrier Awaken the hero or villain within Save all reality,[5],You now have the power Take up superpowers like Doctor Dooms arcane gauntlets Groots bramble shield Silver Surfers board and more arriving later in the season,Missing,,,,,,
49,137614,Circle of Football,"[6, 14, 48, 49, 130]",Its not the usual soccer game its a fastpaced football game with hilarious fields easytolearn controls and hardtomaster gameplay Have fun with your friends and compete in online multiplayer matches Kick tackle your opponents and score GOOOOALS to climb the leaderboards,"[14, 32, 33]",Missing,Missing,,,,,,
50,137295,Warframe: Heart of Deimos,"[6, 48, 49, 130]",Visit the grotesquely beautiful Cambion Drift in Heart of Deimos the latest update in the ever expanding Origin System Work with the Entrati to defend Deimos from the spreading Infestation that threatens to constrict the Heart of Deimos Are you ready to meet the Entrati Tenno,"[5, 12, 25]",The new Heart of Deimos Quest will see you following Mother and her loyal if a little damaged servants Loid and Otak into the sinister mystery that surrounds the Infested Moon of Deimos You must look past Deimos wormed exterior if you ever hope to understand its secrets Tenno Collect the tattered remains of Xaku and unleash its Void power to corrupt and confuse enemies Infuse your Warframes with new Abilities by utilizing the Helminth System aboard your Orbiter  Access Heart of Deimos by completing the Mars Junction on your path through the Star Chart,Missing,,,,,,
51,136978,Tom Clancy's Rainbow Six Siege: Operation Shadow Legacy,"[6, 48, 49]",Chockfull of unveiled secrets Operation Shadow Legacy introduces a legend to keep all the Rainbow specialists on their toes And who better to introduce to the team than Zero the first ever member of the Rainbow Operations Staff the one and only Sam Fisher himself Bringing with him a new Argus device for intel and utility he is sure to give all Operators a challenge,"[5, 24]",Missing,Missing,,,,,,
52,136976,Call of Duty: Modern Warfare - Season Five,"[6, 48, 49]",A new faction makes a bold first impression by opening up Verdansk Stadium and getting the Train Station rolling Welcome to opening day,[5],Missing,Missing,,,,,,
53,136805,Phoenotopia: Awakening,"[6, 14, 48, 49, 130, 169]",Join Gail a simple villager who must heed the call for adventure when a great starship appears in the night sky and abducts all the adults As the new oldest member of her fragmented community she must set out to solve this great mystery Little does she know of the grand adventure before her the evil lurking in the shadows and the role she will play in the fight for Earths very existence,"[8, 12, 31, 32]",The story follows the adventures of a girl named Gale who sets out into the world to find out what happened to her village after a mysterious object descends from the sky and abducts almost everyone Gale embarks on an epic quest that takes her to many different locations solving puzzles finding friends and battling ferocious enemies in order to find answers,Missing,33.88,48.73,71.65,85.0,14.0,53.0
54,136736,Apex Legends: Season 6,"[6, 48, 49]",Ramparts arriving in Season 6 to give things a little boost Get acquainted with Rampart and Sheila when Season 6 launches on August 18 Plus get ready for a new weapon a new Crafting system Battle Pass Ranked updates and more,[5],Missing,Missing,,,,,,
55,136577,Milky Way Prince: The Vampire Star,"[6, 14, 48, 49, 130, 167, 169]",A visual novel about an abusive relationship idealization and intimacy Live a summer of dysfunctional love through branching storylines twists sudden changes and an innovative mechanic where you choose which senses to use with your boyfriend,"[13, 31, 32, 34]",Missing,Missing,2.36,3.68,4.61,61.0,13.0,36.0
