first_release_date,genres,id,name,platforms,summary,rating,storyline,main,extra,completionist,review_score,review_count,people_polled
1408492800,"[5, 7, 8, 31, 32]",10373,Azure Striker Gunvolt,"[6, 37, 49, 169]",A 2D action game featuring a young man with the power of lightning who stands for freedom against the evil ambitions of a massive organization When lightning strikes a new legend is born,73.33305087732414,It is the near future and a new type of septimal power has emerged Although the people initially viewed these powers with fear a large conglomerate known as the Sumeragi Group has brought peace and order to the world by taking it upon themselves to supervise the adepts who possess these powers  However it is a peace that has come at the cost of the adepts subjugated by Sumeragi  For what Sumeragi describes as a shelter for adepts is in fact a concentration camp Cruel experiments are conducted daily on the adepts held prisoner there For a long time the Sumeragi Group has kept the goals of its experiments a secret But now a group that has learned of Sumeragis intentions has risen up against them  Their name is QUILL  They are an armed resistance force and subdivision of a foreign human rights organization dedicated to protecting adepts Gunvolt the hero of this story is also a member of QUILL The story begins when QUILL orders him to assassinate Lumen a virtual pop star,5.31,8.74,32.71,73.0,159.0,214.0
1408924800,"[2, 9, 31, 32]",10973,The Journey Down: Chapter Two,"[3, 6, 14, 39, 49, 130]",Far below the noisy metropolis of St Armando Bwana follows in the footsteps of his lost father together with Kito and Lina In their search for the mysterious Underland they discover a dark conspiracy shrouding the fate of Captain Kaonandodo  In the second chapter the plot thickens as our heroes plunge down into the mist below the Edge and wind up in the foggy and treacherous town of Port Artue where they find themselves cornered by pirates and on the run from the law  The Journey Down is a classic pointandclick saga in with an AfroCaribbean twist Get ready to embark on an epic journey of laughs and brainteasing adventure,72.58630902952248,Missing,nan,nan,nan,nan,nan,nan
1407801600,[12],6142,Risen 3: Titan Lords,"[6, 9, 12]",The world of Risen 3 is abandoned by all gods and suffers from the Titan Wars when a new threat rises from the soil A young warrior is attacked from the shadows and deprived of his soul He sets off to reclaim what is lost amidst the darkness that is spreading throughout the world The banned Mages could be powerful allies on his quest To get their help he needs to find the Mage sanctuary on Taranis also known as the Island of Thunder Protected by the Guardians the Mages search the mines of Taranis for crystals loaded with magic energy Will the player join the Guardians to get in contact with the Mages Or will he choose one of the other guilds in Risen 3 to reach his goals,70.78353468065147,Missing,24.91,40.61,53.77,71.0,126.0,223.0
1408579200,"[2, 9, 12, 31, 32]",8866,Shadowgate,"[3, 6, 14, 39, 48, 49, 130]",Shadowgate is one of the most wellknown and beloved adventure titles in gaming history It quickly endeared players with its fantastic atmospheric soundtrack perilous locations to progress through countless puzzles to solve and more ways to gruesomely die than gamers previously thought possible Thrust into the role of The Seed of Prophecy players travel deep into the castle in hopes of defeating the evil that dwells within  the dreaded Warlock Lord  This game is a reimagining of the original Shadowgate released for Mac in 1987 and later ported to for example NES and Nintendo 64,70.12709497476934,Missing,4.72,7.95,16.26,65.0,25.0,52.0
1409011200,"[13, 14]",7882,Madden NFL 15,"[48, 49]",Madden NFL 15 transforms you into your rivals worst nightmare with a new breed of defense built to challenge the best offenses in the NFL An allnew intuitive tackling system and improved coverage logic make defense exciting and fun to play Learn and hone your skills in the Gauntlet an allnew mode in Skills Trainer that will take your new abilities through the ultimate test in intense conditions and challenges Whether building your legacy in Connected Franchise or a dynasty in Ultimate Team its not just football its Madden Season,70.0111564421275,Missing,22.68,73.95,241.06,66.0,26.0,14.0
1407024000,"[31, 32]",17295,Fenix Rage,"[6, 48, 49]",Fenixs village was decimated by a huge explosion leaving only our hero and the mysterious Oktarus As Fenix track down this shadowy villain through nine worlds defeating brutal bosses and hundreds of minions bent on your destruction  Fenix Rage mechanics are unique yet simple  infinite jump and dash paired with instant restarts Race through hundreds of increasingly difficult levels with new mechanics like fire ice and jump portals Each level has a splitsecond of opportunity for passage through the hordes of unrelenting enemies either approach the obstacles through trial and error or pause to mentally traverse the level and plan for an optimal route Try to top the leaderboards while listening to slick retroinspired music and dashing through fantastic environments,70.0,Missing,4.75,9.75,35.0,40.0,2.0,5.0
1408406400,"[13, 14]",16927,The Golf Club,"[6, 48, 49]",The Golf Club is a visually stunning golf simulation that features procedurally generated courses a fully featured course editor asynchronous online play and outstanding gameplay Create and share courses with your friends and compete with both friends and rivals in this fresh take on golf,70.0,Missing,9.83,12.32,14.0,60.0,5.0,3.0
1408060800,"[4, 8, 32, 33]",11288,Mega Coin Squad,"[3, 6, 14, 48, 49]",Tackle 16 levels in the solo quest for the Mega Coins in this manic 2D platformer from Big Pixel Studios and Adult Swim Games Or invite your friends over to rob them of victory  and their coins  in four different local multiplayer modes,70.0,Missing,1.49,2.93,8.46,73.0,4.0,14.0
1407196800,"[15, 32]",16689,McDroid,"[3, 6, 14, 48, 49, 130]",A super frantic Arcade Tower Defense McDROID starts gently then progressively challenges your trigger finger and your wits and your sanity as you multitask like a roboticspiderdoggything running shooting building base herding healing harvesting repairing planting upgrading researching frying giant snailhammerthing with a giantteslaonyourback it actually happens,60.0,Missing,nan,nan,nan,nan,nan,nan
1409443200,"[4, 25, 32, 33]",10648,Overruled,"[3, 6, 14, 48, 49]",Overruled is a multiplayer brawler like no other  players change the rules as they play directly influencing the dynamics and direction of combat  Challenge up to three friends with both local and online multiplayer to a battle  The end result is simple  the person with the most points wins the game Its the madness that happens as the clock clicks down that makes Overruled extra special Use over 25 change emup cards to mess things up and alter the gameplay to best suit your style and annoy your opponents  no game is ever the same  Dont incite the enemy as they are the master of your fate You could be playing Deathmatch now but one of your rivals might decide to change it to Swag Bag Or King of the Hill Or Capture the Flag Or  Everyone dead Double the respawn timer Not doing so well by yourself Turn on teams Got the swag bag Double the points you earn  An evergrowing diverse cast of madcap characters will keep you company as you and your friends battle for victory and more importantly bragging rights,50.0,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1409011200,"[5, 12, 32]",7443,Lichdom: Battlemage,"[6, 48, 49]",Lichdom Battlemage is a firstperson caster that gives the Mage the spotlight in a way never before seen in games With limitless magical power at your disposal and brutal enemies around every corner victory hinges on a combination of skill and strategy You must carefully craft a vast array of spells and learn to cast them in the heat of combat,40.36076617794357,Missing,14.21,19.25,26.14,55.0,31.0,37.0
