,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,"[13, 31, 33]",254206,Minecraft: Pac-Man,"[6, 34, 39, 48, 49, 74, 130, 132, 169, 388]",The legendary arcade classic PACMAN comes to Minecraft WAKAWAKA your way through amazeing 3D maze madness Compete with friends for high scores on 10 challenging stages or build your own in the maze editor Score big points to unlock new powerups like the Laser or TNT Just make sure to watch out for Inky Pinky Blinky Clyde and CREEPY,Missing,Missing,,,,,,
1,"[14, 32]",225411,Golf With Your Friends: Caddy Pack,"[49, 130]",Turn the fairway into a runway and customise your balls in Golf With Your Friends Putt your own stylish spin on the game as you tee off with one of 3 new hats or floaties with the Caddy Pack,Missing,Missing,,,,,,
2,Missing,225410,Decay Collection,[49],Get both Decay and Decay  The Mare including all seven episodes in this compilation package,Missing,Missing,,,,,,
3,[5],224182,Deep Rock Galactic: MegaCorp Pack,"[6, 49, 169]",Straight off the industrial carbon presses of the research floor Its time to shine up your weapons and gear with the very latest in design aesthetics  and the companyapproved MegaCorp Pack is here to provide you with just that   The MegaCorp Framework  a set of FULL MESH RESKINS of all weapons in the game into a flashy cyberpunky style Like all Frameworks it comes with a Paintjob unique to it but supports all your other Paintjobs as well   Classspecific Armor Paintjobs to match your new weapons   A matching Paintjob for your trusty personal Pickaxe,Missing,Missing,,,,,,
4,[5],224178,Deep Rock Galactic: Dark Future Pack,"[6, 49, 169]",Wanna look your best Miners Well then maybe the Dark Future Pack is for you The lads down in RD went allout on putting together a hardedged and tactical set of kit especially for our most discerning employees   4 unique suits of Armor one for each Class   A Dark Future armor Paintjob for all your other armors   Two matching Helmets to go with your new Armor  a light version to show off your beards and a heavier fullfacecover version   A matching Paintjob for Bosco  team up with your favorite drone in style   NEW Bonus item now also with a matching Weapon Paintjob,Missing,Missing,,,,,,
5,Missing,213333,Master of Survival Bundle,[49],Do you know the rules of survival Will you get the last laugh in these scary random worlds The first rule of survival isdo not trust anyone nor yourself,Missing,Missing,,,,,,
6,"[31, 32]",212224,Hidden Through Time: Aztec Rituals,"[6, 48, 49, 130]",This DLC includes a new story campaign featuring 10 new levels It also contains more than 300 new Aztec Empire themed objects and characters which will be in the level editor upon purchase,Missing,Missing,,,,,,
7,[5],210802,Samurai Aces,"[6, 48, 49]",Samurai and ninja fly in the sky Freaky Japanesestyle shooter known as the debut of Psikyo We ve got online rankings,Missing,Missing,0.83,0.0,5.0,68.0,4.0,4.0
8,Missing,208455,Zaccaria Pinball: Zombie Invasion,[49],Missing,Missing,Missing,,,,,,
9,Missing,208453,Zaccaria Pinball: Deluxe Tables Pack 1,[49],Missing,Missing,Missing,,,,,,
10,"[10, 14]",197661,Race With Ryan: Surprise Track Pack,"[6, 48, 49, 130]",Treat your little Ryan Fans to even more hours of fun with their favourite YouTuber in his very own video game Race With Ryan In this whole new Track Pack your little one can travel to the iconic route of Route 66 and the slippery slope of Icy Land  See who will slide into first place,Missing,Missing,,,,,,
11,Missing,188047,Deep Rock Galactic: Ultimate Edition,"[49, 169]",Missing,Missing,Missing,,,,,,
12,Missing,188021,Deep Rock Galactic: Deluxe Edition,"[49, 169]",Get the Deluxe Edition to unlock the base game as well as both Launch Day DLCs The awesome Megacorp and Dark Future Packs,Missing,Missing,,,,,,
13,"[5, 8]",181655,Hyposphere 3: Overdrive,[49],In the distant future the computer controlling everything on the planet was hit by an unknown virus To prevent life on earth from turning into chaos a virtual robot was created Take control of the robot for many levels get to the end and restart the core of the super computer,Missing,Missing,,,,,,
