first_release_date,genres,id,name,platforms,summary,main,extra,completionist,review_score,review_count,people_polled
930182400,[5],21162,Guwange,"[12, 52, 55]",The story of Guwange is set during the Muromachi period of Japan During this time increasing numbers of people suffer possession by shikigami Although the shikigami grant great spiritual powers the strain inflicted on the host causes them to die exactly one year after possession However a legend has sprung up regarding Guwange the malevolent god trapped in Mt Gokumon ie Hell Gate If one possessed by a shikigami can gather talismans of the five Chinese elementswood fire earth metal waterfrom five demons serving Guwange then infiltrate Gokumon and slay Guwange the shikigami will be destroyed and the one possessed will not suffer a premature death,0.71,1.18,0.0,76,9,10
