first_release_date,genres,id,name,platforms,storyline,summary,rating,main,extra,completionist,review_score,review_count,people_polled
1089676800,[5],78380,Mob Enforcer,"[6, 11]",In the 1920s and 1930s Chicago suffered under the yoke of a criminal organization led by the famous criminal Al Capone Racketeering pimping bootlegging police killings and ruthless reprisals against rivals  the bandits did not disdain anything just to assert their influence and earn even more money Do you think that in Mob Enforcer you have to put an end to lawlessness and clean the streets of Chicago from criminal elements No matter how In the role of Jimmy Machine Gun DeMora Jimmy Machine Gun DeMora the player will have to strengthen the position of Al Capone in the city and destroy all of his main competitors,Mob Enforcer is a video game published in 2004 on Windows by ValuSoft Inc Its an action game set in a shooter interwar and crime themes,Missing,3.75,6.42,0.0,40.0,3.0,6.0
1091232000,"[5, 14]",27535,Gotcha!,"[6, 11]",Missing,ITS NOT A SPORTSGAME  ITS NOT AN EGOSHOOTER  ITS MORE  IT IS GOTCHA,Missing,nan,nan,nan,nan,nan,nan
1089676800,"[7, 13]",23552,Karaoke Revolution Volume 2,"[8, 11]",Missing,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1090627200,[10],23543,IndyCar Series 2005,[11],Missing,IndyCar Series 2005 is a racing simulator developed by Codemasters It is the sixteenth game of the Official IndyCar Series games series The game was released on June 24 2004 for PlayStation 2 and Xbox and is based on the 2003 IndyCar Series season,Missing,20.0,0.0,0.0,70.0,1.0,1.0
1090627200,[14],23537,MLB SlugFest: Loaded,"[8, 11]",Missing,Action baseball game featuring Midways classic fast and furious gameplay with beanballs hard tags and overthetop animations SlugFest features some of the greatest baseball players with the addition of overthetop abilities including turbospeed running highlight reelworthy fielding Earthshaking collisions and the ability to catch fire and turbo charge the game action Allnew gameplay features add customizable replay exploding Scoreboards and updated MLB team rosters You can also take your coaching skills players andor teams online voice chat with other players and access an onscreen sports Ticker Tape Also features an Online Tournament Mode and a soundtrack featuring Ivory Wire Buckfast Superbee and Flipswitch,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1089676800,[5],5775,Chicago Enforcer,"[6, 11]",Chicago in the roaring 20s A Ttme of bootleggin bribery and the Valentines Day Massacre Mob rule has taken over and Al Capones fighting for control of the streets You are Jimmy Machine Gun DeMora Scarface Capones main enforcer Pay off cops and knock off informants to rise through the ranks Wash your hands in the blood of many to seize control of Chicagos underworld Its nothing personal  its just business,Take to the streets of Chicago as one of Al Capones notorious enforcers in Chicago Enforcer an action FPS Choose from a variety of authentic gangster weapons and make your opposition an offer they cant refuse Youll need these weapons along with your characters special moves to survive intense action scenarios such as bombing rival breweries or saving Capone himself In addition to singleplayer missions Chicago Enforcer features multiplayer modes that support up to eight players,Missing,nan,nan,nan,nan,nan,nan
1090281600,"[13, 14]",7881,ESPN NFL 2K5,"[8, 11]",Missing,ESPN NFL 2K5 is an American football video game developed by Visual Concepts for the PlayStation 2 and Xbox consoles Published by Sega Sports and the Sega Corporation it is the sixth installment of the NFL 2K series and the last to use official NFL licensing until an unnamed sequel is released in 2021 Gameplay is presented as a live ESPN television broadcast and features the voices and digital likenesses of multiple ESPN onair personalities  The game was originally released on July 20 2004 It was the last NFL 2K game to be released before Electronic Arts EA signed an exclusive rights agreement with the National Football League NFL to make 2Ks rival Madden NFL series the only officially licensed NFL game and was also the last game still being developed by Sega,91.07893441561366,8.51,75.0,0.0,75.0,12.0,5.0
1090281600,"[12, 31]",6179,Sudeki,"[6, 11]",Missing,Sudeki a world torn apart into light shadow and dark Rent asunder by deceit and betrayal the land cries out for a peace that only four united heroes can bring   Beyond the protective walls of Illumina Castle lie miles of pastoral rolling countryside though once a serene landscape the Aklorian forces have transformed the countryside into a charred battlefield Simply passing through the region is unsafe as travellers must be ever alert for ambushes  Four friends have joined together to aid their queen Though destined to encounter ancient gods primordial wonders and marvellous inventions foes and betrayal haunt their every step A keen eye could prove vital exposing essential clues And as the companions make their way through darkness and light theyll discover that those two extremes have more in common than they once imagined  Realtime bonecrunching combat with incredible spells and combosControl any one of the four champions at any time and skip between them at willCustomise each characters armour weapons and spells and evolve new powerful attacks,76.93383650307885,11.02,18.23,23.37,67.0,35.0,51.0
1089331200,"[10, 13, 14]",6004,Richard Burns Rally,"[6, 8, 11]",Missing,Richard Burns Rally RBR is a sim racing game developed with advice of WRC champion Richard Burns,74.4385443599285,0.0,0.0,0.0,60.0,3.0,0.0
1091059200,[4],3877,Digimon Rumble Arena 2,"[8, 11, 21]",Missing,Digimon Rumble Arena 2 Digimon Battle Chronicle in Japan is a Digimon fighting game released in 2004 by Bandai Games for the GameCube PlayStation 2 and the Xbox,61.68154691285761,1.51,5.43,13.25,72.0,46.0,34.0
