first_release_date,genres,id,name,platforms,summary,main,extra,completionist,review_score,review_count,people_polled
979862400,"[31, 34]",69152,Angelic Concert,"[6, 8, 11]",Youre a DJ if DJs existed in the medieval magical setting that the story is based on who happen to be the music behind the voice of the main character Now her aim in life is to aim higher in her musical career by entering the Angelic Concert The winner receives fame fortune and adventure on the short but welldrawn way to the concert  The game mixes AVGstyle text with musical minigames,0.0,0.0,0.0,0,0,0
