,genres,id,name,platforms,rating,summary,main,extra,completionist,review_score,review_count,people_polled
0,[14],913,Tony Hawk's Pro Skater 2,"[6, 7, 11, 14, 23, 39]",86.13394298865501,Tony Hawks Pro Skater 2 redefined an already great game Its addition of stellar new features like CreateAPark and great gameplay tweaks the manual maneuver will be copied for years to come made it the best installment in a killer series of games Anyone who has ever skated the Philadelphia level will agree  this game is a masterpiece of level design Hell its a masterpiece all around There isnt a bad park or dull moment just pure gaming nirvana,9.48,13.34,61.48,85,271,132
