,genres,id,name,platforms,rating,summary,main,extra,completionist,review_score,review_count,people_polled
0,"[5, 13, 33]",39300,Strikers 1945,"[6, 7, 32, 48, 49, 52, 130]",79,In 1945 the second world war ended Soon there was peace but an organization of highranking military officers from all over the world form a global army known as CANY Their mission was to conquer the world CANY activity was found in areas like the Soviet Union America Japan and even Germany It is revealed that CANY had weapons never seen before from rockets to mechanical walkers The world quickly formed a group of pilots and planes called the Strikers whose mission is to rid of CANY from the world,0.8,1.91,5.89,72,13,20
