first_release_date,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
1274832000,[5],260021,Doom II,[12],A remaster of the original Xbox version of Doom II The Doom II port includes the Xbox bonus level Betray However it is inaccessible,Missing,Missing,nan,nan,nan,nan,nan,nan
1274832000,[5],148221,Doom II: No Rest for the Living,[12],No Rest for the Living is the title of the new Doom II expansion pack developed by Nerve Software It is also included in the Doom 3 BFG Edition,Missing,Missing,1.96,2.65,3.81,78.0,45.0,44.0
1273968000,"[4, 31]",97450,Get to tha Choppa!!1,[12],Zombie apocalypse has come1 Can you survive zombie hordes mines and heat seeking missiles to safely get to tha choppa in this twisted and addictive reaction game Global high scores will put your skill to the ultimate test,Missing,Missing,nan,nan,nan,nan,nan,nan
1274918400,"[5, 32]",80459,Deathsmiles IIX: Makai no Merry Christmas,[12],Death Smiles II the sequel to the hugely popular Death Smiles is coming in May This is not only a port but a upgraded version The graphics are updated to full 169 HD splendour Look at the screen shots the gothic fantasy world and their fire spitting monsters have never been so beautifulBesides visuals we have two more characters Roza affiliated with a fairy and Foret who has a dragon Lets see what stories and their special bullets they haveMeet the new monsters and bosses The Xbox360 version has two new stages Meiro  Shiroi yami no naka Labyrinth  In the White Darkness and Hairakuen  Mihatenu yume no kuni Forgotten Paradise  Land of the endless dreams Fly into them and test your skills against the new bosses Tartarus and the Mad Teddy and BunnyThis is a game everybody can enjoy like the previous installment you can choose the difficulty settings according to your own skills,Missing,Missing,nan,nan,nan,nan,nan,nan
1273622400,Missing,72727,Things on Wheels,[12],Jump in one of the many miniature race cars of Things on Wheels on the 2 firsts crazy tracks of the Championship Make good use of the numerous powerups and traps laying on the tracks to eliminate the opposition and lead the race,Missing,Missing,0.0,4.0,8.1,0.0,0.0,2.0
1273881600,[5],66378,Zombie Estate,[12],Fend off hordes of zombies in this retrostyled multiplayer game,Missing,Missing,0.0,0.0,0.0,80.0,1.0,0.0
1274227200,[9],64003,Meltdown Moon,[12],Action puzzle game where the player must match the multicolored moons while avoiding asteroids,Missing,Missing,nan,nan,nan,nan,nan,nan
1273795200,[10],54704,Avatar Racedrome,[12],Take your avatar for a rollercoaster drive at the Racedrome  Battle it out on 16 twisty tracks with fierce computer opponents or online over Xbox LIVE,Missing,Missing,nan,nan,nan,nan,nan,nan
1274140800,"[8, 25, 31]",47459,Prince of Persia : The Forgotten Sands - Limited Collector's Edition,"[6, 9, 12]",Prince of Persia The Forgotten Sands is a multiplatform video game produced by Ubisoft which was released on May 18 2010 in North America and on May 20 in Europe The games mark a return to the storyline started by Prince of Persia The Sands of Time Prince of Persia The Forgotten Sands is the title of four separate games with different storylines  The collectors edition includes Prince of Persia The Forgotten Sands game 2 unlockable skins Malik Skin  Sandwraith Skin 1 unlockable stage The Arena 3 lithographic images a token to download Prince of Persia Classic from Xbox Live Arcade or Playstation Network at no extra charge and a DVD Bonus disc featuring the game soundtrack a unique image gallery game trailers and exclusive wallpapers and screensavers,Missing,Missing,nan,nan,nan,nan,nan,nan
1273104000,"[5, 33]",47448,RayStorm HD,"[9, 12]",The classic shooting game returns with the original gameplay and newly updated graphics in RAYSTORM HD You control the RGRAY a fighter plane equipped with a lockon laser system and battle your way through eight stages A variety of game modes includes Arcade Mode and Extra Mode with four selectable planes including the untested new RGEAR Rankings can be registered and replay data can be uploaded and downloaded online,Missing,Missing,nan,nan,nan,nan,nan,nan
