,id,name,platforms,summary,genres,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,266401,Resident Evil 4: Extra DLC Pack,"[6, 48, 167, 169]",The Resident Evil 4 Extra DLC Pack is included in the Deluxe Edition and contains all the launch DLC available for the game excluding the preorder bonuses and the various upgrade ticket microtransactions  The bundle adds the Casual and Romantic costumes for Leon and Ashley the Hero and Villain costumes for Leon with screen filters Leons sunglasses the deluxe weapons Sentinel Nine and Skull Shaker the treasure map expansion and the Original Ver Soundtrack Swap which adds an option to change the games music and sound effects to the 2005 version,Missing,Missing,Missing,,,,,,
1,266392,TheHunter: Call of the Wild - Hirschfelden Veteran Cosmetic Pack,[49],Decorate your weapons tents and ground blinds with these unique cosmetics inspired by the Hirschfelden Reserve,"[5, 13, 14, 15]",Missing,Missing,,,,,,
2,266390,TheHunter: Call of the Wild - Hunter Power Pack,[49],Take your biggame hunting to the next level with the Hunter Power Pack which contains three boltaction rifles known for their longrange precision and powerful performance,"[5, 13, 14, 15]",Missing,Missing,,,,,,
3,266389,Resident Evil 4: Treasure Map - Expansion,[169],Missing,Missing,Missing,Missing,,,,,,
4,261868,Fishing: North Atlantic - A.F. Theriault,"[49, 169]",Expand your fishing fleet with the brandnew official DLC for Fishing North Atlantic,[13],Missing,Missing,,,,,,
5,256402,Century: Age of Ashes - Thornweaver Premium Pack,"[6, 169]",Unlock the Thornweaver rider class with its new dragon and summon the elder forces of nature The pack also includes two extra dragons legendary gear themed customisations a hefty XP bonus and gems  Full content of this pack Thornweaver Class 2 Epic Dragons Thornweaver Legendary Weapon Thornweaver Legendary Helmet Thornweaver Themed Wallpaper Themed Player Icon 30 Days Bonus XP 1000 Gems,[31],Missing,Missing,,,,,,
6,255687,Sniper Elite 5: Rough Landing - Mission and Weapon Pack,"[6, 48, 49, 167, 169]",Season Pass Two kicks off with the release of an amazing new mission called Rough Landing Allied airmen including a highranking officer with critical intelligence have been shot down over a dense woodland and are now being hunted by Nazi troops Karls mission is to find the hidden pilots and retrieve the intelligence Set deep in a forest and featuring a cramped mine shaft expect plenty of close quarters combat which will test your skills,[31],Missing,Missing,,,,,,
7,251417,The Elder Scrolls Online: Scribes of Fate,"[6, 14, 48, 49]",The Elder Scrolls Online Scribes of Fate is a DLC for The Elder Scrolls Online It is the 29th DLC released for the game and continues the yearlong Shadow Over Morrowind adventure along with Update 37 Its release date is March 13th 2023 for PC and Mac and March 28th 2023 for Xbox and PlayStation,[12],Missing,Missing,,,,,,
8,251107,Drill Deal: Oil Tycoon,"[6, 48, 49]",Drill Deal is a fun oil business simulator Start from a single tiny rig and expand it to a large complex of connected platforms Optimize  grow your business Look out for threats like weather terrorists fire and others Take care of your working crews,"[13, 15]",Missing,Missing,,,,,,
9,250504,Weird West: Definitive Edition,"[6, 130, 167, 169]",Discover a dark fantasy reimagining of the Wild West where lawmen and gunslingers share the frontier with fantastical creatures Journey through the story of a group of atypical heroes written into legend by the decisions you make in an unforgiving land Each journey is unique and tailored to the actions taken  a series of high stakes adventures where everything counts and the world reacts to the choices you make Form a posse or venture forth alone into an otherworldly confines of the Weird West and make each legend your own,"[12, 13, 31, 32]",Missing,Missing,,,,,,
10,248092,Disco Elysium: The Final Cut - Collage Mode,"[6, 48, 49, 130, 167, 169]",In Collage Mode players have the ability to create and set the scene in and around Martinaise They will have full access to characters environments effects and custom dialogue to create the screenshots that they have always desired and fabricate completely new dramas from unforgivable punchups to fruity yet forbidden kisses  Place and Pose  Place rotate and resize your favorite characters across the games painterly environments and then pick from a range of silly and sensible poses to strike  Write Dialogue  Create a whole story with a single image by entering custom text that can be placed anywhere and even make it look authentic by using the FELD dialogue reel  Be Aesthetic  Bring out your inner Art Cop by applying weird and wonderful filters choosing from rain fog and snow as well changing the time of day to capture the exact mood youre after  Stick Em Up  Put gloves and guns in unsuspecting hands with a huge collection of items and clothing stickers or add extra style with new and extraordinary art from our talented collaborators  Get Framed  Finish up by choosing a frame to wrap up your fantasy with audacious themes such as Kim Catsuragi Fk The World Visual Calculus and Building Communism  Bonus Secrets to Find  Hunt for neverbeforeseen scenes from across Martinaise history if youve got a keen enough eye for it and enjoy a velvety new voiceover from the games narrator,Missing,Missing,Missing,,,,,,
