first_release_date,genres,id,name,platforms,rating,summary,main,extra,completionist,review_score,review_count,people_polled
926985600,[10],154,Star Wars: Episode I - Racer,"[4, 6, 14, 23, 48, 49, 130]",73.99201986961354,Star Wars Episode 1  Racer lets you participate in the famous pod race sequence that was the critical highlight of the film Star Wars Episode I The Phantom Menace back in 1999  Take the controls as Jeditobe Anakin Skywalker or any one of over 20 pod racers These lightningquick vehicles are capable of reaching simulated speeds of up to 600 miles per hour while skimming a mere 4 feet above the ground Feel the fullforce blast while avoiding hazards such as methane lakes meteor showers and the notorious Tusken Raiders You can race alone or against a friend in splitscreen mode on more than 21 courses that span over 8 different worlds This level of customization adds excellent replay value,nan,nan,nan,nan,nan,nan
