first_release_date,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
1477008000,"[8, 9, 31]",237550,LEGO Harry Potter Collection: Years 5-7,"[48, 49, 130]",Based on the last three Harry Potter books and final four films LEGO Harry Potter Years 57 takes players through Harry Potters heroic adventures in the Muggle and wizarding worlds From Privet Drive in Little Whinging to Diagon Alley Hogsmeade and Hogwarts players will encounter new faces new challenges and new magic preparing them for the ultimate faceoff against Lord Voldemort,Missing,Missing,nan,nan,nan,nan,nan,nan
1475539200,"[13, 31]",234679,Minecraft: Chinese Mythology Mash-up,"[6, 9, 12, 34, 39, 41, 46, 48, 49, 74, 130, 132, 388]",Journey through epic terrain and find enlightenment in this mythical Mashup,Missing,Missing,nan,nan,nan,nan,nan,nan
1476748800,"[9, 31]",228268,LEGO Harry Potter Collection: Years 1-4,"[48, 49, 130]",Experience the magic of Harry Potters first 4 years at Hogwarts School of Witchcraft and Wizardry in an exciting new way LEGO Harry Potter Years 14 combines the first four Harry Potter books and films in an interactive funfilled videogame Players can build the adventure from Privet Drive to the Triwizard Tournament through new LEGO gameplay elements like magical building and spellcasting  Select from over 100 playable characters including Harry Potter Ron Weasley and Hermione Granger Experience the wonder of Hogwarts attend lessons mix potions fly on broomsticks and complete tasks to collect LEGO studs and relive the adventures like never before with tongueincheek humor and creative customization unique to LEGO videogames,Missing,Missing,nan,nan,nan,nan,nan,nan
1475798400,Missing,201726,Rogue Stormers & Giana Sisters Bundle,[49],The Giana Sisters and Rogue Stormers Bundle contains discounted copies of Rogue Stormers and Giana Sisters Twisted Dreams,Missing,Missing,nan,nan,nan,nan,nan,nan
1476748800,"[7, 13]",175664,Rock Band 4: Rivals Expansion,"[48, 49]",The Rock Band Rivals Expansion Pack includes free songs Synchronous Online Multiplayer Rivals Mode a new campaign and more,Missing,Missing,3.0,6.0,0.0,77.0,5.0,3.0
1477353600,Missing,165861,Dragon Ball: Xenoverse Super Bundle,[49],Purchase both Dragon Ball Xenoverse and Dragon Ball Xenoverse 2 with this twoinone combo pack,Missing,Missing,nan,nan,nan,nan,nan,nan
1477353600,Missing,164622,Farming Simulator 17: Premium Digital Edition,[49],Farming Simulator 17 Premium Digital Edition includes the game and the Season Pass  Take on the role of a modern farmer in Farming Simulator 17 Explore a new North American environment Drive over 250 farming vehicles and equipment from over 75 manufacturers including new brands such as Challenger Fendt Valtra or Massey Ferguson,Missing,Missing,nan,nan,nan,nan,nan,nan
1477353600,"[9, 25, 31]",138164,LEGO Star Wars: The Force Awakens - First Order Siege of Takodana,"[6, 9, 12, 48, 49]",This DLC for LEGO Star Wars The Force Awakens features a scene from the film in a new perspective,Missing,Missing,nan,nan,nan,nan,nan,nan
1475625600,"[9, 25, 31]",138161,LEGO Star Wars: The Force Awakens - Poe's Quest For Survival,"[6, 9, 12, 48, 49]",This DLC for LEGO Star Wars The Force Awakens features an untold story about Poe Dameron not seen in the film,Missing,Missing,nan,nan,nan,nan,nan,nan
1477353600,[31],117656,Dragon Ball: Xenoverse 2 - Super Pass,"[49, 130]",Extend your experience in the unique universe of DRAGON BALL XENOVERSE 2 with the Super Pass The Super Pass gives you access to 4 DRAGON BALL XENOVERSE 2 content packs including   9 additional playable characters Cabba Frost Champa Vados Goku Black Rose Zamasu Bojack Fused Zamasu and SSGSS Vegito  Episodes and Quests  Masters and Masters Quests  Stages  Skills Costumes and Accessories  SUPER PASS BONUS Includes early access to the character Future Trunks from DRAGON BALL SUPER,Missing,Missing,nan,nan,nan,nan,nan,nan
