,id,name,platforms,genres,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
10,99751,Don't Starve Together: Console Edition,"[48, 49]","[13, 31, 32]",Dont Starve Together Console Edition is the standalone multiplayer expansion of the uncompromising survival game Dont Starve,Missing,Missing,,,,,,
11,99534,Resident Evil: Triple Pack,"[48, 49, 130]","[5, 31]",Enjoy three of the most memorable and defining survival horror titles in all of gaming with Resident Evil 4 Resident Evil 5 and Resident Evil 6 coming to the you in one amazing value pack,Play through three intense campaigns as numerous fan favorite characters fighting against some of the most horrifying enemies and creatures the series has to offer  Complete with all DLC modes costumes and expansions never before has there been a more complete Resident Evil experience,Missing,,,,,,
12,91024,Hitman: Episode 5 - Colorado,"[3, 6, 14, 48, 49]","[5, 24, 31]",With four targets to take out the Freedom Fighters mission delivers an intense infiltration mission that forces players to evolve trusted tactics The area is extremely hostile with a newly built perimeter fence and patrols around the clock,Missing,Missing,,,,,,
13,75681,Final Fantasy XV: Day One Edition,"[48, 49]","[4, 12, 31]",Take the journey now in ultimate quality Boasting a wealth of bonus content and supporting ultra highresolution graphical options and HDR 10 you can now enjoy the beautiful and carefullycrafted experience of FINAL FANTASY XV like never before  The Day One Edition of Final Fantasy XV includes the Masamune ingame weapon,Missing,Missing,,,,,,
14,53205,Homefront: The Revolution - The Voice Of Freedom,"[6, 48, 49]","[5, 31]",The Voice of Freedom is the first downloadable content and Prequel of Homefront The Revolution You are Benjamin Walker hero of the Resistance and the most wanted man in America Now you are risking everything to infiltrate Philadelphia and ignite a revolution that will sweep the KPA out of America on a tide of bloody vengeance If you fail all hope for freedom is surely lost   Play as Benjamin Walker and take part in a dangerous mission to enter Philadelphia under cover of darkness  Meet up with Jack Parrishs Resistance Cell before the events of Homefront The Revolution  Encounter a new dangerous faction in the subways of Philadelphia  the notorious street gang the 90,Missing,Missing,,,,,,
15,53044,FIFA 17: Deluxe Edition,"[6, 48, 49]",[14],This version includes   Up to 20 FIFA Ultimate Team Jumbo Premium Gold Packs  Team of the Week loan player  FUT loan item of Eden Hazard Anthony Martial Marco Reus or James Rodriguez  Custom FUT kits created by designers or FIFA soundtrack artists,Missing,Missing,,,,,,
16,51954,The Banner Saga Complete Pack,"[6, 48, 49]","[12, 15, 32]",A bundle containing The Banner Saga and The Banner Saga 2 along with the survival mode updateaddon for it,Missing,Missing,,,,,,
17,41624,Recore: Collector's Edition,[49],"[5, 8, 31]",Includes a full game physical disc of ReCore  Hand painted and finished Joule and Mack Premium Statue 14 inches Tall 6 lbs heavy  Exclusive metal case  Exclusive Lithograph and Corebot Alphatbet Decoder Dial,Missing,Missing,,,,,,
18,39009,Antiquia Lost,"[6, 34, 46, 48, 49, 130]","[12, 13, 15, 31, 32]",Bine is a young man who lives in a small rural village One day he is asked by Lunaria a girl who lives near the village to go with her to the royal capital  With more and more disappearances occurring the rulers reactions are mixed And there is a forgotten existence too  Trusting hearts become strength This is just the start of the story,Missing,Missing,0.0,10.73,27.0,35.0,2.0,2.0
19,28064,King's Quest: Chapter 4 - Snow Place Like Home,"[6, 9, 12, 48, 49]",[31],In his latest adventure King Graham recounts the time he had to rescue Prince Alexander from Queen Icebellas Frozen Castle,Missing,Missing,3.24,4.32,5.35,70.0,13.0,23.0
20,26964,Batman: The Telltale Series - Episode 2: Children of Arkham,"[6, 9, 12, 48, 49]","[2, 31]",Bruce investigates his familys legacy while an old friend becomes a deadly adversary,Missing,Missing,1.33,1.36,1.49,77.0,77.0,110.0
21,25662,Killer Instinct: Definitive Edition,"[6, 49]",[4],FIGHT ON  Discover your Killer Instinct Play the legendary fighting game with stunning 60FPS visuals overthetop action a wild cast of combatants rocking reactive music and CCCCOMBO BREAKERS  Features   Includes all 26 characters from Seasons 13 including Shadow Jago Rash from Battletoads Arbiter from Halo and General RAAM from Gears of War   20 stages with intense stage destruction   Killer Instinct Classic 1  2 for Xbox One   Explore the lore characters and history of Killer Instinct with allnew behindthescenes videos trailers and art   All the music of Killer Instinct including Killer Cuts   Competitive online multiplayer matches with stateoftheart fighting game netcode   Test your skill online in Monthly Ranked Leagues   Cinematic story modes   Extensive Dojo tutorial teaches all the core mechanics for Killer Instinct   Train an AI combatant and challenges your friends to asynchronous matches in Shadow Lab  Xbox Live Features   Play Anywhere with online multiplayer Cross Play with Windows 10 and Cloud Save between Xbox One and Windows 10   Killer Instinct includes rich Xbox Live features like Achievements Game DVR Leaderboards and more,Missing,Missing,,,,,,
22,24866,Pinball FX2: Marvel's Women of Power,"[6, 9, 12, 41, 46, 48, 49]",[30],Combining a plethora of stellar female Super Heroes from the Marvel Universe the Marvels Women of Power twopack combines two tables starring Ms Marvel Black Widow and more Defeat Bombshell with Ms Marvel and friends in Champions and wage an epic battle in an alternate reality in the AForce table,Missing,Missing,,,,,,
23,24483,Payday 2: The Big Score Edition,"[48, 49]",[5],This version includes     PAYDAY 2 Crimewave Edition game   THE BIG SCORE DLC Bundle   All 10 pieces of premium DLC content,Missing,Missing,,,,,,
24,23727,Call of Duty: Black Ops III - Salvation,"[6, 48, 49]",[5],Salvation is here Salvation the fourth and final DLC pack for Call of Duty Black Ops III concludes the epic DLC season with four actionpacked multiplayer maps and the longawaited final chapter in the Origins Zombies saga  The four multiplayer maps bring players to the ancient walls of a medieval fortress and a deceptively quaint backyard picnic plus two familiar settings reimagined to take advantage of Black Ops IIIs vertical gameplay opportunities and momentumbased chained movement system,The Origins characters have taken an epic journey through space and time with all of their struggles leading to this very moment Confronted by an ancient evil our heroes must fight the zombie horde once more in the final battle to save their immortal souls  Salvation also delivers 4 unique Multiplayer maps  Citadel Once home to a powerful medieval army this ancient castle now sits broken and abandoned Tight corners force closequarters engagements while the moat and drawbridge allows for unique player movement opportunities in this midsized map The last trespassers didnt make it out alive  maybe youll have a better shot  Micro Whats better than a BBQ on a hot summer day A miniaturized war zone that takes place on a wellstocked family picnic table thats what Navigate this bitesize battlefield for a largerthanlife experience  Outlaw Gear up for a showdown in Outlaw a westernstyle reimagining of the fan favorite map Standoff from Call of Duty Black Ops II This roughandtough mediumsized map brings classic engagements flanking routes and strategic positions for long and medium ranged combat  Rupture The Call of Duty World at War classic Outskirts is reimagined as a hightech facility designed by a futuristic society desperate to repair the Earths atmosphere,Missing,,,,,,
25,20470,Star Wars Battlefront: Death Star,"[6, 48, 49]",[5],Fire up your starships and ready your blasters as one of the deadliest weapons in the galaxy makes its highlyanticipated debut  Everyones favorite Wookiee Chewbacca arrives alongside bounty hunter Bossk as the two new playable heroes Board the Death Star and blast foes with the new K16 Bryar Pistol or TL50 Heavy Repeater  Take your starfighters to space in an allnew game mode and even hop into the cockpits of Darth Vaders TIE Advanced or Luke Skywalkers Red Five Xwing If the Force is strong with you attempt a trench run to take down the Empires ultimate weapon,Missing,Missing,,,,,,
26,42929,Batman: Arkham Knight - Game of the Year Edition,"[48, 49]","[4, 25, 31]",In the explosive finale to the Arkham series Batman faces the ultimate threat against the city he is sworn to protect Includes  Catwomans Revenge DLC  The fourmission Season of Infamy Most Wanted DLC  Batgirls Arkham Asylum prequel A Matter of Family DLC  Robins A Flip of a Coin DLC  And the brand new Batman v Superman Batmobile Pack  For PlayStation owners Batman Arkham Knight offers the exclusive Scarecrow Nightmare Pack in which Gotham falls victim to Scarecrows fear toxin transforming the famous city into a twisted hellish nightmare Tear through the city in the allnew Batmobile and face off against a towering vision of Scarecrow and his undead army as they spread terror on the streets,Prologue Nine months after the Jokers death crime rates in Gotham City have dramatically declined but Batman anticipates a new threat and maintains a vigil over the city Before his death the Joker sent his mutated blood to Gothams hospitals and several patients were infected While most were cured the patients who were not treated are starting to look and act like the Joker Batman researches a cure for the mutations and orders Robin to watch over the infected  The Arkham Knight On Halloween night Scarecrow unleashes his newest strain of Fear Gas in a diner and threatens to release it throughout Gotham Six million civilians are evacuated but the citys criminals and supervillains stay behind leaving Commissioner James Gordon and the Gotham City Police Department outnumbered Batman investigates Scarecrows presence and searches for him in a rooftop safehouse but instead finds and saves Poison Ivy who was being held captive by Scarecrows henchmen In a makeshift Batcave in Gothams Clock Tower Barbara Gordon is collecting information on Scarecrows new toxin and traces its production to Ace Chemicals Batman goes to investigate but is confronted by the mysterious Arkham Knight and his militia which has a massive army of unmaned tanks Batman fights his way through the militia learning from workers that Scarecrow is planning to produce a chemical explosion so large that it will cover the entire eastern seaboard in fear toxin Batman reaches Scarecrow who reveals to him that Barbara has been abducted by the Arkhan Knight before escaping While reducing the blast radius Batman is exposed to the fear toxin which reacts with his own mutated blood to cause hallucinations of the Joker Escaping from the exploding Ace Chemicals Batman is forced to tell Gordon about his daughters involvement in his crimefighting and the outraged Gordon swears that he will find Barbara without Batmans help  Scarecrows Plans Batman tracks the Arkham Knight to an underground tunnel network hoping to learn Barbaras whereabouts from him but instead gets ambushed by him Batman then gives chase to the escaping convoy only to learn that the driver is a decoy using a voice synthesizer that makes him sound like the Arkham Knight Batman interrogates the driver and learns that they are heading to the North Refrigeration He and Nightwing interrogate the Penguin who tells them that the Knight and Scarecrow are meeting with a businessman named Simon Stagg who runs a pharmaceutical company After boarding Staggs airship Batman discovers that Scarecrow paid Stagg to create a device known as the Cloudburst but Stagg tried to doublecross them and has been doused with fear toxin as punishment After reaching Scarecrow and interrogating Stagg Batman is again exposed to the toxin which triggers a powerful hallucinogenic response Scarecrow escapes with the Cloudburst Batman receives a message from Scarecrow revealing that Barbara is in the same safehouse where Ivy was held but before Batman can save her Barbara is doused with fear toxin and shoots herself in the head Batman and Alfred Pennyworth are devastated but Alfred convinces Batman to not lose hope for Barbaras sake Alfred explains to Batman that the Cloudburst is a dispersal device designed to flood all of Gotham with the fear toxin To counteract this effect Batman enlists the help of Ivy who takes control of a large tree which develops giant flowers capable of neutralizing the toxin,91.84335596045452,,,,,,
27,41609,Forza Horizon 3: Ultimate Edition,[49],[10],Youre in charge of the Horizon Festival Customize everything hire and fire your friends and explore Australia in over 350 of the worlds greatest cars Make your Horizon the ultimate celebration of cars music and freedom of the open road How you get there is up to you  Forza Horizon 3 Ultimate Edition includes the full game of Forza Horizon 3 Early Access the Forza Horizon 3 Car Pass VIP Membership and cars Forza Hub App and the Motorsport AllStars Car Pack which gives you the chance to take 10 of the hottest modern race cars off the track and out on the open road,Missing,90.0,,,,,,
28,18197,Azure Striker Gunvolt 2,"[6, 37, 49, 169]","[5, 8, 31, 32]",The 2D high speed oldschool style sidescrolling action that you remember from Azure Striker Gunvolt is back In this game Gunvolts rival Copen from the first installment returns to the fray as a playable character,It is the near future and a new population of people known as adepts are being born with supernatural abilities known as septima  Gunvolt having put a stop to the Sumeragi Groups plan to control all the worlds adepts known as the Diva Project has begun to heal both his body and mind from the deep wounds caused by that incident  However the passage of time does not always allow warriors scarred by battle to truely relax  Enter Eden a group of superpowerful adepts from all corners of the globe  Now Gunvolt and Copen must stand up and face a new threat,89.4809569539295,4.86,7.72,11.61,78.0,69.0,85.0
29,19839,BioShock: The Collection,"[6, 48, 49, 130]","[5, 9, 12, 31]",BioShock The Collection is a game bundle consisting of remastered 1080p editions of BioShock BioShock 2 and BioShock Infinite along with their accompanying downloadable content,Missing,86.99212190703525,34.77,48.1,63.88,87.0,115.0,88.0
30,17069,Rive,"[3, 6, 14, 41, 48, 49, 130]","[5, 8, 32]",This is a 2D shooter  platformer with old school gaming values in a decidedly new school execution During the intense 360 degree shooting and platforming action players learn to alter the behavior of their robotic enemies by collecting and uploading hacks,When space scavenger Roughshot gets trapped on a mysterious starship he has to form a surprising alliance Dont care about the story Just shoot the messenger Literally,86.98470352998575,,,,,,
31,34293,BioShock Remastered,"[6, 14, 48, 49, 130]","[5, 12, 31]",BioShock Remastered was released as a part of BioShock The Collection and also available separately for PC The remastered version has achievements full controller support high resolution textures models and interface and 4K resolution support,In the year 1960 a plane crashes in the middle of the Atlantic Ocean with a man named Jack as the only survivor He has the apparent luck of resurfacing in front of what looks like a door to an underwater complex Without hesitating Jack enters the door and is greeted by slogans that praise the city of Rapture a paradise of free will built in the 1940s by a business magnate named Andrew Ryan However even before he assimilates all this new information the descent to this supposed paradise ends and he can only see ruins and chaos Learning about the destiny of Rapture will be now Jacks main motivation while he tries to survive the horrors that free can create,85.3739030506805,,,,,,
32,19539,Forza Horizon 3,"[6, 49]",[10],Youre in charge of the Horizon Festival Customize everything hire and fire your friends and explore Australia in over 350 of the worlds greatest cars Make your Horizon the ultimate celebration of cars music and freedom of the open road How you get there is up to you,Missing,83.623309859253,17.12,44.0,112.59,86.0,332.0,352.0
33,34294,BioShock 2 Remastered,"[6, 14, 48, 49, 130]","[5, 12]",BioShock 2 Remastered was released as a part of BioShock The Collection and also available separately for PC The remastered version has achievements full controller support high resolution textures models and interface and 4K resolution support,Missing,81.20485917499084,,,,,,
34,18819,NBA 2K17,"[6, 9, 12, 48, 49]",[14],Following the recordbreaking launch of NBA 2K16 the NBA 2K franchise continues to stake its claim as the most authentic sports video game with NBA 2K17 As the franchise that all sports video games should aspire to be GamesRadar NBA 2K17 will take the game to new heights and continue to blur the lines between video game and reality,Missing,80.8811534664321,35.9,59.78,177.64,71.0,54.0,25.0
35,24474,Masquerada: Songs and Shadows,"[6, 14, 48, 49, 130]","[12, 15, 24, 32]",Masquerada Songs and Shadows is a tactical action RPG developed by Witching Hour Studios,Navigate the masked deceptions and deadly magic of a vividly Venetian city in this fully voiced pausefortactics RPG  In the turmoilridden Citte della Ombre religion holds no sway Only the songs sung of ones deeds will carry an Ombrians legacy beyond death Those who hold even the smallest morsel of power will make every effort to ensure their songs live on Enter the Mascherines  masks from an ancient time that allow its wielders to channel the elements into destructive magic  The Mascherines have perpetuated a culture of inequality between the powerhungry guildsmen known as the Masquerada and the impoverished lower classes the Contadani A prolonged civil war ignited by Contadani rebels who steal Mascherines from the Masquerada has only drawn scars of mistrust across the Citte since  Players follow the trails of an expert investigator Cicero Gavar who was exiled for a crime against the state five years ago Cicero has now been summoned back to Ombre to solve the mysterious kidnapping of the diplomat Razitof Azrus whose wake has left a trail of death As other members of the Masquerada join Ciceros investigation all having their doubts about one another within this culture of deception their faith will be pushed to the limit as a deeper conspiracy lurks in the shadows of Ombre  Cicero and his four companions each have their own classes of which there are three distinct types the roguish Sicario the monolithic Pavisierre and the bardic Dirge Each of Ciceros companions specializes in one of these stances in combination with a specific element while Cicero himself is able to choose his own element and swap between the stances at will  Players can take advantage of synergies between each characters magic spells by way of the Elemental Tag system By casting particular elements in succession players can leverage elementbased status effects for crowd control such as blinding smog or a debilitating cloud of steam For example an earth spell inflicts an enemy with an earth elemental tag which can be triggered by a water spell to ensnare the enemy in showstopping mud  Skill modifiers allow for more variations of battlefield tactics For example with Zephyr  Ciceros teleportation spell  players can choose an offenseoriented modification that blasts out hot air when Cicero reappears Alternatively a defensive modification could blast cold air to freeze enemies at Ciceros original location buying him time to recover or cast other spells  Positioning on the battlefield has great importance in Masquerada All player characters NPCs and enemies have armour whether physical or magical that must be dealt with before being able to hurt them With flank attacks armour can only mitigate half the damage dealt to a target and attacks to the rear cause full damage to a target As such planning to position ones magic attacks becomes vital,80.02641566361147,14.59,14.75,16.95,75.0,17.0,26.0
36,23943,What the Box?,"[3, 6, 14, 49, 130]","[5, 32, 33]",What the box is an Online Multiplayer shooter in which players control living boxes hiding amongst regular boxes while trying to destroy each other Run around with your trusty boxcutter in hand or stand still and wait for the perfect moment to strike,Missing,80.0,0.0,0.0,0.0,38.0,4.0,0.0
37,22916,Destiny: The Collection,"[48, 49]","[5, 12, 31]",Destiny  The Collection is a great way for Guardians to embark on journeys they may have missed as well as a perfect starting point for new players who want to join the Destiny community Explore the ancient ruins of our solar system as you immerse yourself in a cinematic singleplayer campaign Join up with friends in three or six player coop activities Spar with your fellow players in a variety of competitive multiplayer modes Upgrade your character to create a powerful hero as unique as yourself Become Legend,Setting Destiny is set in the distant future after an event referred to as the Collapse ended the Golden Age that was started by the discovery of The Traveler and pushed humanity to the brink of extinction The force responsible for the Collapse is known as The Darkness and indirectly acts as the primary antagonist Battles against the forces of The Darkness are fought at various locations throughout the Solar System  Plot The game begins with the players Ghost resurrecting them as a Guardian after having been dead for an unknown length of time The Guardian is quickly forced to fight Fallen who have inhabited the ruins of the nearby Cosmodrome in Old Russia The Guardian with the aid of their Ghost is able to secure a jumpship and escape to The Tower that houses the Guardians on The City border  After being outfitted and introduced to the Vanguard and Gunsmith the duo learn from Amanda Holliday that their Arcadia Class Jumpship is missing its Warp Drive a component necessary for interplanetary travel Due to the scarcity of the part and flyable jumpships in general the Guardian is forced to return to where they found the ship in an attempt to find the part,80.0,,,,,,
38,19880,The Metronomicon: Slay the Dance Floor,"[6, 14, 48, 49]","[7, 12, 32]",Packing in a fullyfledged story mode with a colourful cast of musicallyempowered heroes and villains The Metronomicon sees you take control a party of eight newly graduated masters of the rhythmic combat arts to wage musical warfare against a multitude of dancemongering fiends By switching between four concurrent herocontrolled tracks onthefly youll select and activate a wide array of abilities and spells buffs and nukes with your performance and timing allimportant in ensuring the effectiveness of your moves In the RPG spirit youll need to improve your characters stats hunt down powerful equipment and combine a multitude of newlylearned abilities  switching between tanking healing buffing and damagedealing classes as required in real time,Missing,79.95382585751979,,,,,,
39,11545,Yesterday Origins,"[6, 14, 39, 48, 49, 130]","[2, 9, 12, 31]",John Yesterday becomes immortal following an occult ritual However the ritual has been tampered with and things dont go quite as planned Now he has to embark on an adventure to try and reproduce the immortality ritual correctly But his former acquaintances have other plans for him,Missing,79.89929310909632,8.09,9.42,10.83,66.0,35.0,59.0
40,24465,Deus Ex: Mankind Divided - System Rift,"[3, 6, 14, 48, 49]",[12],Discover the secrets hidden within the Palisade Blade in Deus Ex Mankind Divideds first story DLC,Reunite with Frank Pritchard Adams friend and former colleague at Sarif Industries and assist him in hunting down information on the mysterious Santeau Group Desperate to get more information Pritchard targets one of the most secure data banks ever created  the Palisade Blade In agreeing to help Adam may also be able to uncover hints as to who the Illuminati really are,79.45693962343215,2.5,3.63,4.7,78.0,94.0,134.0
41,19464,NHL 17,"[48, 49]",[14],Allnew game modes new and deeper experiences in fanfavorite modes and the best onice gameplay ever make NHL 17 the most exciting EA SPORTS NHL game to date Live out your hockey fantasy in allnew Draft Champions and World Cup of Hockey game modes own every zone with authentic goaltenders new Net Battles on offense and defense and bonecrushing Collision Physics Take your team to the next level in the most customizable EA SPORTS Hockey League ever and bring your game to life with dozens of thrilling new goal celebrations No matter how you play the game NHL 17 lets you shape your legacy on and off the ice,Missing,79.35008898017018,42.65,100.0,0.0,73.0,10.0,6.0
42,19319,Curious Expedition,"[3, 6, 14, 48, 49, 130]","[11, 12, 13, 15, 31, 32, 35]",Curious Expedition is a roguelike expedition simulation set in the late 19th century Together with famous personalities you will venture on unprecedented expeditions to regions never explored before for fame science and treasures,Missing,78.00607567398727,6.47,16.51,69.5,70.0,18.0,19.0
43,78451,BioShock 2: Minerva's Den Remastered,"[6, 14, 48, 49, 130]","[5, 12, 31]",Minervas Den Remastered is a single player downloadable content for BioShock 2 This additional campaign is a selfcontained narrative experience that puts players in the role of another Alpha Series Big Daddy in a previously unexplored section of Rapture Minervas Den shows another vision of Rapture within Minervas Den a hightechnology center of the city and explores the backstory of the Thinker a supercomputer responsible for the control of many automatic devices and systems in the underwater utopia and its creator Charles Milton Porter,The player assumes the role of Subject Sigma another Alpha Series Big Daddy as he travels through Minervas Den home to Raptures Central Computing,76.75033544042068,,,,,,
44,19459,FIFA 17,"[6, 48, 49]",[14],For the first time ever in FIFA live your story on and off the pitch as the Premier Leagues next rising star Alex Hunter Play on any club in the Premier league for authentic managers and alongside some of the best players on the planet Experience brand new worlds in FIFA 17 all while navigating your way through the emotional highs and lows of The Journey,Missing,75.50126216119848,23.48,137.65,159.96,73.0,226.0,148.0
45,26175,Wuppo,"[6, 48, 49]","[8, 12, 31, 32]",Enter the wondrous world of Wuppo Fight numerous enemies collect countless items and solve immersive puzzles all while exploring the detailed history of the world in your quest to find a new home,Missing,73.37523815875767,8.26,11.09,15.23,75.0,44.0,80.0
46,22753,Pro Evolution Soccer 2017,"[6, 9, 12, 48, 49]","[13, 14]",Pro Evolution Soccer 2017 is a sports video game developed by PES Productions and published by Konami for Microsoft Windows PlayStation 3 PlayStation 4 Xbox 360 and Xbox One The game is the 16th installment in the Pro Evolution Soccer series,Missing,72.6984982313564,31.62,101.35,124.03,79.0,34.0,20.0
47,24051,Dear Esther: Landmark Edition,"[6, 14, 48, 49]","[31, 32]",Dear Esther is a firstperson game about love loss guilt and redemption Driven by story and immersion rather than traditional mechanics its an uncompromisingly emotional experience,Missing,72.41625285363449,,,,,,
48,11131,ReCore,"[6, 49]","[8, 31]",Presenting ReCore a game from the legendary creator Keiji Inafune and the makers of Metroid Prime As one of the last remaining humans forge friendships with courageous robot companions and lead them on an epic adventure through a mysterious dynamic world,You are Joule Adams a young survivor of a terrible cataclysm who journeys from Earth to the desert world Far Eden to build mankinds new home But when Joule wakes after centuries in cryosleep nothing has gone according to plan With her Corebot companion Mack Joule begins an adventure to unlock secrets from the past defeat powerful foes and bring new life and hope to Far Eden  The Far Eden colony was meant to be a paradise where humans and Corebots could build a future together Now however most of the Corebots have gone rogue and the planet is plagued by violent sandstorms In some areas these storms come and go altering the terrain and revealing new areas to explore and new challenges to overcome,71.8675266740081,12.21,18.83,36.9,62.0,192.0,224.0
49,23240,Pac-Man Championship Edition 2,"[6, 48, 49]","[9, 33]",The muchawaited sequel to PacMan Championship Edition Featuring eyepopping 3D graphics and funky visuals New modes include Score Attack and an Adventure mode,Missing,71.25908469676021,4.53,10.88,12.01,67.0,47.0,30.0
50,19587,Destiny: Rise of Iron,"[48, 49]","[5, 12, 31]",Destiny Rise of Iron is the next highly anticipated expansion to the Destiny universe It features an all new cinematic story campaign set within The Plaguelands a brand new location on Earth Under the command of Lord Saladin you will face a new faction of Fallen Devils the Splicers while unravelling the mystery of the Iron Lords Rise of Iron features new weapons armor and gear as well as a new cooperative threeplayer Strike a new mode and maps for the Crucible competitive multiplayer and an all new sixplayer cooperative Raid,The wall which stood for centuries along the southern border of Old Russia has collapsed a battlescorched reminder that our enemies still seek to destroy us all Fallen mutants now scavenge the tombs of the Golden Age and the plague they have unearthed in the wastes is more dangerous than even they understand Join Lord Saladin Journey into the Plaguelands Learn the fate of the Iron Lords and stop the growing threat before it is too late,70.74485174940467,3.18,6.12,12.85,76.0,28.0,30.0
51,83763,NBA 2K17: The Prelude,"[48, 49]",Missing,Get a head start on your MyPLAYER career for free Choose between 10 great colleges and play to improve your draft ranking Your progress in the Prelude will transfer over to NBA 2K17,Missing,70.0,1.63,1.66,2.4,58.0,20.0,28.0
52,82542,Instant Indie Collection: Vol. 3,[49],Missing,Curve Digital is proud to present the Instant Indie Collection Vol 3  A collection of Curves latest and greatest indie hits Action Henk Stikbold A Dodgeball Adventure and 10 Second Ninja X  Our Instant Indie Collections bring you three indie hits in one neat little package  Run jump and buttslide through the glorious toyfilled world of Action Henk Embark on an epic dodgeball journey with Stikbold A Dodgeball Adventure Fight to beat Captain Greatbeard and the rest of the world in the blisteringly fast platformer 10 Second Ninja X  This pack includes  Action Henk Stikbold A Dodgeball Adventure 10 Second Ninja X,Missing,70.0,,,,,,
53,82428,Pure Chess: Grandmaster Edition,[49],Missing,Pure Chess Grandmaster Edition is a stunning celebration of the greatest strategy game of all time  The Pure Chess Grandmaster Edition iincludes a variety of beautifully crafted exclusive Chess Sets and Chess Pieces from the antique to the modern day Theres a chess set and setting to suit everyones style  Features 9 chess sets created with stunning detail and precision 6 locations beautifully portrayed Comprehensive tutorial that teaches you basic intermediate and advanced chess techniques Track your ELO and Tournament ratings in the ranking boards,Missing,70.0,,,,,,
54,81686,Zombie Derby 2,"[6, 49, 169]","[10, 32, 33]",Discover the dangerous postapocalyptic world with cool upgradable cars,Missing,70.0,0.0,3.43,8.3,65.0,2.0,4.0
