first_release_date,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
1297036800,"[5, 8, 32, 33]",154837,PewPew,"[6, 14, 34, 49]",PewPew is a fun 2d platformer shooter game currently in development where you complete levels fight bosses and shoot up enemies with all different types of weapons,Missing,Missing,nan,nan,nan,nan,nan,nan
1296777600,"[5, 12, 31]",141865,Halo 3 & Fable II Double Pack,[12],Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1297123200,[4],91792,Battle High: San Bruno,"[6, 12]",At San Bruno High School a vicious gang known as The Rivals reigns supreme terrorizing and oppressing their peers undetected and unpunished Choose from 8 students as they battle for justice or greed in this fastpaced 2D fighter,There came a time when suddenly people all around the world began exhibiting elemental powers Naturally children and teenagers have the toughest time attempting to control their powers Thus special schools were installed to help instruct them on control as well as the basic educational fundamentals San Bruno High School in California is one of those  Just as any other students San Bruno students are full of hopes and dreams wishes and thoughts fears and anxieties and of course trouble Foremost is The Rivals a gang operating within the school that seems to slip by faculty notice Shinji Ozawa leads this band of thugs and his elder brother Jiro feels the need to put him in his place However Shinji and Jiros feud is not the only altercation on the grounds,Missing,nan,nan,nan,nan,nan,nan
1297900800,"[8, 9, 31]",74899,Catherine: Japanese Edition,"[9, 12]",Japanese Edition Famitsu DX Pack Limited Edition Japan Only  Includes game artbook Catherine Sound Disc CD 3 A3size posters 1169in x 1653in arm rest cushion 275in x 472in and 3 telephone cards This was available as a limited edition for both the Xbox 360 and PS3 systems when the game launched in Japan,Missing,Missing,nan,nan,nan,nan,nan,nan
1297900800,"[8, 9, 31]",74898,Catherine: Stray Sheep Deluxe Edition,"[9, 12]",The Stray Sheep Deluxe Edition is exclusive to the EU release of Catherine  Includes game with reversible cover of Catherine and Katherine replica Rave tshirt two Stray Sheep coasters and a poster of Catherine packaged in a Stray Sheep Pizza Box,Missing,Missing,nan,nan,nan,nan,nan,nan
1297900800,"[8, 9, 31]",74897,Catherine: Love is Over Edition,"[9, 12]",Hangout drink send texts and watch the story unfold through full HD cinematics in Catherine an adult and matureoriented puzzle video game  Catherine Love is Over Edition includes  a copy of the base game  a cardboard Stray Sheep Pizza Box case  a printed pillowcase  an Empty Hearts Tshirt  Vincents polkadot boxer shorts,Missing,Missing,nan,nan,nan,nan,nan,nan
1298592000,[5],44668,Dead Space 2: Collector's Edition,"[9, 12]",This Collectors Edition comes packed with bonus materials for hardcore Dead Space fans Highlighted is a replica of Issacs Plasma Cutter gun from the game complete with triggeractivated LED lights Also included are a voucher to download Issacs Unitology Suit and Force Gun the games original soundtrack on CD and a Necromorph concept art lithograph the PlayStation 3 version also includes the critically acclaimed Dead Space Extraction with PlayStation Move compatibility,Missing,Missing,nan,nan,nan,nan,nan,nan
1298764800,"[13, 15, 31, 32, 35]",26276,Hot Springs Story,"[6, 34, 39, 48, 49, 130, 169]",Build your own resort and propel it to success with but a touch of the finger in this oneofakind simulation,Missing,Missing,0.0,32.0,32.85,56.0,5.0,3.0
1296691200,"[25, 31]",22947,Islands of Wakfu,[12],Islands of Wakfu its 1st offering for the latest generation of game consoles Islands of Wakfu which is the most recent addition to ANKAMAs crossmedia universe retains DOFUS and Wakfus graphic touch but adds the feel of an animated cartoon,Missing,Missing,0.0,8.0,9.05,58.0,4.0,3.0
1298419200,Missing,21655,Bejeweled Blitz Live,[12],The most competitive 60 seconds on XBLA Take on friends in the brilliant gemmatching action of Bejeweled Blitz Live Choose your favorite playing style  Classic or Twist  and rocket up the leaderboards Create cascades of fun with Flame gems Lightning gems and Hypercubes You can even combine scores with friends for the highest weekly and alltime Friendscores The challenge is irresistible,Missing,Missing,nan,nan,nan,nan,nan,nan
1296604800,[8],20543,Moon Diver,"[9, 12]",At the dawn of the 22nd century an evil power brought inanimate objects to life and they turned on humanity Bridges automobiles cities  the whole of humanitys creations were all made to turn on their makers Mankinds fears of apocalypse became realityHidden amongst humanitys survivors an elite unit of speciallytrained ninja known as Moondivers has been lying in wait for orders to reclaim the planetToday those orders arrived Today the battle to retake Earth begins,Missing,Missing,0.0,0.0,0.0,53.0,3.0,0.0
1298505600,"[7, 13]",7014,The Idolmaster 2,"[9, 12]",The Idolmaster 2 is a Japanese raising simulation video game in The Idolmaster series The story in The Idolmaster 2 is told from the perspective of a producer in charge of leading and training a group of three pop idols to stardom and receive music awards Its gameplay while remaining similar to the previous title features several improvements and differences including changes in the roster of idol characters and the removal of online multiplayer elements At the beginning of the game the player meets the president of 765 Production and is tasked with creating a unit of three idols from nine of the agencys members The player and the selected idols are also tasked by him to become nominated to the Idol Academy music awards festival and win awards within 52 weeks,Missing,Missing,nan,nan,nan,nan,nan,nan
1298332800,"[25, 31]",7039,Knights Contract,"[9, 12]",Armed with a razor sharp scythe and explosive witchcraft players will use these tools with spectacular effects in order to return civility to the land As players succeed in their journey they can deal tremendous damage to their oncomers or unleash a gruesome finisher by coordinating the efforts of Heinrich and Gretchen However players must also keep a close eye on Gretchen as her mortality is the key to the duos survival as Heinrich can never be vanquished Its time to let the combos fly and lay waste to the hordes of darkness with a liberal dose of medieval panache,Set in the days when a healthy paranoia about witches was considered normal Knights Contract follows the twisted tale of Heinrich an immortal executioner and Gretchen a resurrected witch Once the victim of Heinrichs blade by the order of the games antagonist Dr Faust Gretchen now has him under her control as the two must work together to rid the land of the supernatural foes who are cursing its people with the black spell of death,90.0,9.9,12.08,45.0,51.0,12.0,14.0
1297123200,"[15, 26]",5304,You Don't Know Jack,"[5, 6, 9, 12, 20, 39]",You Dont Know Jack is where high culture and pop culture collide Loaded with outrageous questions walltowall music and sound effects blistering humor and Cookie Masterson your semilovable master of ceremonies You Dont Know Jack is trivialicious,Missing,81.50561797752809,0.0,0.0,0.0,80.0,1.0,0.0
1297814400,"[5, 8, 33]",21174,Hard Corps: Uprising,"[9, 12]",Thrilling retro runandgun action is back with a vengeance in Hard Corps Uprising a new 2D side scroller developed by ARC System Works that pays homage to classic Konami action series Play as the soldier Bahamut as he begins to write his legend Battle in the grueling trenches of Arcade mode or the allnew RISING mode where a life bar and point system allow you to purchase items and upgrades to build your soldier up and achieve ultimate victory Need help Partner with a friend to lay down some serious carnage,Missing,79.59330889543317,5.67,13.43,31.81,76.0,32.0,24.0
