,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,[4],200894,Fighting Vipers,"[9, 12]",Electric fences Barb wire cages Nomercy skate punks Axewielding rockers Rollerbladers who take the term seriously Fighting Vipers is street fighting in its rawest form Furious walltowall combat brought to life with a visual intensity and relentless game play so superior so brutal beyond comparison nothing can prepare you for what youve got coming NOTHING,Missing,Missing,0.78,1.86,1.91,65.0,27.0,36.0
1,[5],142163,Far Cry 3: Insane Edition,"[6, 9, 12]",The Insane Edition will include all the following content in Exclusive Survival Kit Packaging an Insane Vaas Wahine a 12cm Wahine with Vaas bobble head a survival guide with a unique artwork and inside information to help you survive the insanity of the island and all digital content to discover all the secrets,Missing,Missing,,,,,,
2,[5],142159,Far Cry 3: The Lost Expeditions Edition,"[6, 9, 12]",Far Cry 3 The Lost Expeditions Edition features two additional missions that allow you explore the WW2 forgotten ruins of the island Find the way out to escape the research complex and the pirates standing between you and freedom Also included is an extra multiplayer weapon the Type 10 Japanese flare gun  a modified singlehanded destructive shotgun,Missing,Missing,,,,,,
3,[10],119189,Sonic & All-Stars Racing Transformed: Metal Sonic & Outrun Pack,"[6, 9, 12, 41]",Sonic  AllStars Racing Transformed Metal Sonic  Outrun DLC  Download the Metal Sonic  Outrun DLC for Sonic  AllStars Racing Transformed Featuring Metal Sonic in his unique transforming vehicle  handling mods Outrun Bay track based on the iconic arcade game  time trials Exclusive emoticon stickers for your in game license,Missing,Missing,,,,,,
4,[2],114944,The Walking Dead: Season One - Episode 5: No Time Left,"[6, 9, 12, 14, 34, 39, 46, 48, 49, 130]",Just like the first episode it consists of eight chapters and it picks up after the events of the previous episode Clem disappeared and Lee is in contact with her through the walkietalkie but she is not alone,Missing,Missing,,,,,,
5,[5],110398,007 Legends: Skyfall,"[6, 9, 12, 41]",Take on the role of James Bond as played by Daniel Craig in all new SKYFALL levels Unlock three new single player levels following the storyline of the SKYFALL movie Levels take place in Istanbul and Shanghai as the player Bond attempts to track down the villain Patrice,Missing,Missing,,,,,,
6,"[9, 33]",102600,Angry Birds Star Wars HD,"[5, 6, 9, 12, 14, 34, 37, 39, 41, 46, 73]",Angry Birds Star Wars is a video game that is part of the Angry Birds series It serves as an adaptation of the original trilogy of the Star Wars series,Missing,Missing,,,,,,
7,"[8, 25, 31]",99962,Alice: Madness Returns - Ultimate Edition,"[9, 12]",Return to Wonderland and experience an all new nightmare as Alice fights to regain her sanity as she fights for the truth behind her past Can Alice save Wonderland  and herself  from the madness that consumes them both  This bundle includes Alice Madness Returns game American McGees Alice and the Weapons of Madness and Dresses Pack,Within events of the first game Alice Liddell believing herself responsible for a fire that consumed her home and her family escapes into a twisted version of Wonderland While held at Rutledge Asylum for treatment Alice was able to conquer her doubts and eventually was released from the ward Madness Returns takes place in 1875 a year after Alices release Alice now 19 years old6 resides at an orphanage in Victorian London under the care of Dr Angus Bumby a psychiatrist who uses hypnosis to help his child patients forget their memories Though she believes that she is fine Alice still suffers from hallucinations of Wonderland  During an errand Alice is struck by a hallucination and believes herself to be in Wonderland again Though initially idyllic the peaceful land quickly becomes corrupted by the Infernal Train that rampages through it leaving behind the Ruin a force that attempts to stop Alice Alice meets with the Cheshire Cat who affirms that it is some outside force not Alice that has caused this corruption and urges her to seek out former friends and foes to discover the source of the Train Throughout the rest of the game Alice briefly returns to reality between episodes occurring within Wonderland In the real world Alice learns from the family lawyer that her sister Elizabeth nicknamed Lizzie was first to die in the fire despite being the farthest from its source and had been locked in her room  Within the corrupted Wonderland Alice attempts to learn more from Wonderlands various citizens including the Duchess the Mad Hatter the Mock Turtle the Walrus and the Carpenter and the Caterpillar She is ultimately told that the Queen of Hearts still lives despite her defeat at Alices hands before though in a diminished capacity At the Queens castle Alice discovers the Queens true form which resembles her younger self The Queen reveals that an entity called the Dollmaker has taken over the Infernal Train and is corrupting Wonderland  Returning to London Alice starts to recall her memories of the night of the fire and realizes that Dr Bumby was there He is responsible for the death of her sister and her whole family She comes to the conclusion that Dr Bumby is attempting to erase the memories of the fire from her mind and as he has done with other children trying to leave her as a blank toy to be taken by abusive masters and child molesters for a price Furious Alice confronts both Dr Bumby in the real world at the Moorgate station and Dr Bumbys Wonderland counterpart the Dollmaker in her fantasy on the Infernal Train Dr Bumby admits to his crimes and even attests to setting Alices home on fire after Lizzie refused his advances removing any witnesses to his having raped her that night He points out that by wiping out her Wonderland he will make her forget the events of that night while he will continue as a member of high society Alice defeats the Dollmaker in Wonderland giving her the strength in the real world and in her mind to push Dr Bumby into the path of an oncoming train killing him  As Alice leaves the station she finds herself in a hybrid vision of London mixed with Wonderland Londerland Alice wanders into the unknown terrain as the Cheshire Cat monologues that Alice has found the truth that was worth the pain fighting for and Wonderland though damaged is safe for the time being,Missing,,,,,,
8,"[5, 12, 13]",99959,Mass Effect 2: Ultimate Edition,"[6, 9, 12]",They dont expect you to survive Entire human colonies on many worlds are vanishing As Commander Shepard you must assemble the galaxys deadliest team to save mankind against impossible odds They call it a suicide mission prove them wrong The Mass Effect 2 Ultimate Edition includes Mass Effect 2 PLUS all the downloadable content packs for one great price This includes Zaeed  The Price of Revenge Kasumi  Stolen Memory The Firewalker Pack Overlord Lair of the Shadow Broker The Arrival and more,Two years after Commander Shepard repelled invading Reapers bent on the destruction of organic life a mysterious new enemy has emerged On the fringes of known space something is silently abducting entire human colonies Now Shepard must work with Cerberus a ruthless organization devoted to human survival at any cost to stop the most terrifying threat mankind has ever faced  To even attempt this perilous mission Shepard must assemble the galaxys most elite team and command the most powerful ship ever built Even then they say it would be suicide Commander Shepard intends to prove them wrong,Missing,,,,,,
9,Missing,92254,Pia Carrot e Youkoso!! 4,"[12, 38]",Missing,Missing,Missing,,,,,,
