first_release_date,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
1647993600,[5],263482,Paladins: Feathered Fiend Pack,"[6, 48, 49]",Hold on tight and get ready for a wild ride across the Realm aboard the Feathered Fiend Mount,Missing,Missing,nan,nan,nan,nan,nan,nan
1648425600,[4],254562,Guilty Gear: Strive - Additional Battle Stage: White House Reborn,"[6, 48, 49, 167, 169]",The additional battle stage White House Reborn becomes selectable ingame,Missing,Missing,nan,nan,nan,nan,nan,nan
1648080000,[10],248419,Hot Wheels: Skaters Customization Pack,[169],Turn your Basement into a real Skaters Paradise with the special Hot Wheels  Skaters Customization Pack 8 super cool decorations and 3 items for your Unleashed Profile Hit the track and challenge your opponents in your own temple of skate,Missing,Missing,nan,nan,nan,nan,nan,nan
1647302400,"[5, 33]",239060,Grand Theft Auto V: Story Mode,"[167, 169]",Grand Theft Auto V Story Mode is an addon for the standalone version of Grand Theft Auto Online Players can experience the interwoven stories of Franklin Michael and Trevor across the sunsoaked metropolis of Los Santos and the backwoods countryside of Blaine County in greater detail than ever before with stunning all new levels of visual detail The game shares the same San Andreas map although set in 2013,Missing,Missing,nan,nan,nan,nan,nan,nan
1647216000,[12],237337,The Elder Scrolls Online: Ascending Tide,"[6, 14, 48, 49]",The Legacy of the Bretons yearlong story starts here Strange things are happening in the Coral Aerie and Shipwrights Regret as old rivalries ancient history and the birthright of the Bretons come into focus and lead to the upcoming High Isle Chapter,Missing,Missing,nan,nan,nan,nan,nan,nan
1646697600,Missing,234925,Generation Zero: US Weapons Pack 2,"[6, 48, 49]",While the survivors of Östertörn have already managed to scavenge some US and Soviet weapons NATO has decided its time to broaden the arsenal even further dropping another shipment of American weapons across the Resistance controlled territories While this is still not enough to stave off the machine invasion it should help the fighters tackle most situations and battles,Missing,Missing,nan,nan,nan,nan,nan,nan
1646697600,"[4, 13]",231673,WWE 2K22 SuperCharger,[169],WWE 2K22 SuperCharger puts the biggest Legends in the WWE universe in your hands Unlock ALL WWE Legends available at launch including The Ultimate Warrior  Stone Cold Steve Austin Access arenas so real youll be saying ohhh yeahh like Macho Man Randy Savage,Missing,Missing,nan,nan,nan,nan,nan,nan
1648080000,"[12, 13, 15]",228027,Fuga: Melodies of Steel - Way of the Sword Costume Pack,"[6, 48, 49, 130, 167, 169]",This costume pack features the 12 members of the Taranis crew in samurai or ninja attire You can modify what the children are wearing under Change Costumes in the Options menu  Contents Way of the Sword Costumes for Malt Mei Hanna Kyle Boron Socks Chick Hack Sheena Jin Wappa and Britz can be used during intermission and expedition,Missing,Missing,nan,nan,nan,nan,nan,nan
1648684800,"[4, 13, 14]",226115,WWE 2K22: nWo 4-Life - Bonus Pack,[49],The WWE 2K22 nWo 4Life Bonus Pack is just too sweet with playable nWo Superstars two arenas nWo Wolfpac Championship  more,Missing,Missing,nan,nan,nan,nan,nan,nan
1646870400,"[13, 14]",225081,Bassmaster Fishing 2022: Elite Fishing Equipment Pack,"[49, 169]",Fish like an Elite Angler with the new Elite Fishing Equipment Pack Represent your roots as you hit the water with nationbased boat wraps  clothing Conquer Mastery Challenges for items such as the unique Taku Time items and fine tune that fishing loadout with kit from Abu Garcia and Berkley,Missing,Missing,nan,nan,nan,nan,nan,nan
