first_release_date,genres,id,name,platforms,summary,rating,storyline,main,extra,completionist,review_score,review_count,people_polled
1403827200,"[5, 13, 24, 31]",254534,Sniper Elite 3: Camouflage Weapons Pack,"[6, 9, 12]",The Camouflage Weapons pack for Sniper Elite 3 gives stealthy gamers access to a combination of camouflaged and silenced weaponry that can be used across all multiplayer singleplayer and cooperative game modes  This DLC pack includes  SemiAuto HDM handgun silenced a silent semiautomatic pistol with a high rate of fire and longer range helping you remain unseen and unheard  MosinNagant rifle camouflaged deadly from a far with improved zoom and stability  MP44 submachine gun camouflaged one of the most accurate side arms available coupled with its longer range youll be able to take your enemy by surprise,Missing,Missing,nan,nan,nan,nan,nan,nan
1403395200,[8],61270,Fast Manicz,"[12, 39, 72]",Fast Manicz is a platformer with a focus on completing levels quickly,Missing,Missing,nan,nan,nan,nan,nan,nan
1402531200,"[12, 15, 32]",34220,Talisman: Digital Edition - The Frostmarch,"[6, 14, 49]",A continent of ice dominates the horizon  It is the Frostmarch brought here across the northern waters by the Ice Queen Armed with the Crown of Command she is transforming the realm into a desolate frozen wasteland Can you overcome the raging storms and strange creatures that inhabit this bitter land Will your blood freeze when you behold the Ice Queens cold cruel gaze  The Frostmarch expansion offers players 4 new characters 84 Adventure Cards 20 Spell Cards 24 Warlock Quest Cards and 3 Alternative Ending Cards  including a final climactic battle with the Ice Queen  Brace yourself against the onslaught of the Frostmarch  New Characters   Necromancer Leprechaun Warlock Ogre Chieftain,Missing,Missing,nan,nan,nan,nan,nan,nan
1403136000,[33],20960,Monkey Pirates,"[41, 49]",A navy combat game for up to four players in which you inhabit a monkey to captain your ship,Missing,Missing,0.0,0.0,7.18,0.0,0.0,1.0
1401753600,[5],20870,Call of Duty: Ghosts - Invasion,"[6, 9, 12, 48, 49]",Invasion is a downloadable pack for Call of Duty Ghosts It is the third DLC to come out The DLC was released on June 3rd 2014 on Xbox Live and July 3rd for PlayStation Network and PC Steam  The DLC has a green color scheme for its label It does not include any new weapon unlike the two previous DLCs,Missing,Missing,0.0,0.0,2.04,50.0,1.0,1.0
1402272000,"[25, 31]",20095,Super Ultra Dead Rising 3 Arcade Remix Hyper Edition EX Plus Alpha,[49],Super Dead Rising 3 Arcade Remix adds an all new fourplayer coop mode to Dead Rising 3 Play as Frank West Chuck Greene Nick Ramos and Annie Greene or cosplay as your favorite Capcom characters to use their signature attacks and super moves to save the city from zombie hordes dangerous shadow bosses and giant super zombies Compete for the top score unlock new characters and fight for survival in true Capcom style Shoryuken,Missing,Missing,nan,nan,nan,nan,nan,nan
1403827200,[31],10876,Sniper Elite III: Target Hitler - Hunt the Grey Wolf,"[6, 48, 49]",Target Hitler Hunt the Grey Wolf is a oneofakind assassination mission for up to two players in Sniper Elite 3  A high level target has arrived in Tobruk for a surprise visit but your intel paints a conflicted picture Could it really be the Führer or is it one of his rumoured doubles With time running out can you infiltrate the city pick a location and decipher the crucial tell in time to take the shot,Missing,Missing,nan,nan,nan,nan,nan,nan
1402876800,"[5, 14, 25, 33]",9416,Bloodbath,"[6, 9, 12]",Get ready to compete in the most brutal sport of the moment In the Dog Eat Dog tournament you should avail yourself of your ruthless fighting skills and crush your enemies if you want to make your way to victory Fight alone or with friends compete in multiple stages and game modes and improve your favorite fighter Bloodbath takes fighting games to a new dimension  Bloodbath offers the most brutal action ever seen in a fighting game Compete in numerous 3D interactive environments and enjoy a complete combat system that includes evasive and offensive maneuvers spectacular combos special skills and many features that makes each match in Bloodbath a completely new one,Missing,Missing,0.0,0.0,0.0,10.0,2.0,0.0
1403740800,"[8, 31, 32]",7444,Shovel Knight,"[3, 6, 9, 14, 37, 41, 46, 48, 49, 130]",Shovel Knight is a sweeping classic action adventure game with awesome gameplay memorable characters and an 8bit retro aesthetic Its a hot mashup of new and old You play as the eponymous Shovel Knight a small knight with a huge quest Shovel Knight has come to this land with two goals to defeat the evil Enchantress and quest for his lost beloved He wields a Shovel Blade a multipurpose weapon whose techniques have now been lost to the ages Always honest and helpful Shovel Knight is a shining example of the code of Shovelry Slash Mercilessly and Dig Tirelessly  But between Shovel Knight and his beloved stands a cadre of villainous knights These terrible foes known as The Order of No Quarter have been dispatched to prevent Shovel Knight from reaching the Enchantress and will pursue their mission at any cost If you love games with perfect platforming beautiful art infectious music crazy bosses humor and levity and real heart Shovel Knight is for you,85.97795903664613,Missing,6.66,9.21,17.17,84.0,1518.0,1878.0
1403568000,"[8, 9, 31]",7327,Valiant Hearts: The Great War,"[6, 9, 12, 39, 48, 49, 130]",Valiant Hearts The Great War is the story of 4 crossed destinies and a broken love in a world torn apart Dive into a 2D animated comic book adventure mixing exploration action and puzzles In Valiant Hearts the lives of all these characters are inextricably drawn together over the course of the game Friendship love sacrifice and tragedy befall each one as they help each other to retain their humanity against the horrors of war,81.87136543006585,This is the story of crossed destinies and a broken love in a world torn apart All of them will try to survive the horror of the trenches following their faithful canine companion In Valiant Hearts The Great War the lives of all these characters are inextricably drawn together over the course of the game Friendship love sacrifice and tragedy befall each one as they help each other to retain their humanity against the horrors of war,6.59,7.42,9.16,81.0,952.0,1196.0
1401926400,"[5, 32, 33]",10030,Sky Force Anniversary,"[3, 6, 9, 14, 34, 39, 41, 46, 48, 49, 130]",Legendary shootemup makes its way on the PCs Abundant explosions truly epic boss fights and beautifully crafted 3D environments are here to keep you entertained Sky Force Anniversary offers single player experience and local cooperative mode for 2 players,80.32815718684617,Missing,8.25,12.63,21.95,77.0,71.0,70.0
1402358400,"[10, 31]",50737,How to Train Your Dragon 2,"[5, 9, 12, 37, 41]",How to Train Your Dragon 2 the video game lets players embark on a heroic adventure on their way to becoming a formidable dragon rider alongside the beloved characters from the film Choosing from a variety of riders and dragons players will enter a dragon flight school filled with tournament events challenging minigames and exciting training exercises all throughout the Viking Isle of Berk,75.0,Missing,nan,nan,nan,nan,nan,nan
1402444800,"[5, 12, 32, 33]",7587,Crimsonland,"[3, 6, 9, 14, 34, 46, 48, 49, 130, 167]",Thousands of aliens giant spiders mutant lizards and more are on the attack  can you survive the onslaught In Crimsonland you will unlock new weapons and perks constantly improving your abilities and arsenal Your screen will be filled with literally hundreds of monsters and thousands of giblets Grab your gun and prepare for endless hours of intense topdown shooter fun  The original Crimsonland was released in 2003 After the game was greenlit at the end of 2013 10tons decided to give the game a complete tuneup The brand new 2014 version introduces countless gameplay fixes a new chapter with new enemies new perks and new weapons On top of that weve done a complete art overhaul,72.70374185871194,Missing,4.16,8.79,21.77,74.0,64.0,79.0
1403568000,"[5, 13, 24, 31]",8366,Sniper Elite III,"[6, 9, 12, 48, 49]",Observe Plan Execute Adapt The latest chapter in the awardwinning series SNIPER ELITE 3 takes players to the unforgiving yet exotic terrain of North Africa in a savage conflict against Germanys infamous Afrika Korps  Stalk your targets through the twisting canyons lush oases and ancient cities of the Western Desert in the deadly rush to sabotage a Nazi superweapons programme that could end Allied resistance for good  Use stealth planning and execution to hunt your targets  whether human or machine From signature long distance kills to melee takedowns distractions and explosive traps you are as deadly up close as you are from afar  It must end here You are the turning point Because one bullet can change history,71.37815996408852,Missing,9.06,14.4,30.03,70.0,362.0,470.0
1403049600,[5],20056,Sixty Second Shooter Prime,[49],Players have 60 seconds and one life to move from one level to the next in this dualjoystick shooter A followup to Sixty Second Shooter Deluxe for the PSVita,70.0,Missing,0.5,0.0,2.79,65.0,2.0,5.0
1403222400,"[9, 10, 13, 14]",7451,MotoGP 14,"[6, 9, 12, 46, 48]",The official video game of the MotoGP hits the track with all the riders from the 2013 and 2014 seasons as well as legendary champions from the history of the MotoGP Race on all the official tracks and take on your adversaries on the brand new Argentina circuit Put yourself to the test with new game modes including online Split Battle and offline Real Events 2013 not forgetting the compelling career mode MotoGP14 has been completely overhauled thanks to the new graphics engine that gives players the opportunity of experiencing all the thrills of being a real MotoGP rider,69.9822018525697,Missing,16.29,21.87,30.48,73.0,6.0,13.0
1402444800,"[9, 31, 32, 33]",15462,Spy Chameleon,"[3, 6, 14, 41, 46, 48, 49, 130]",Spy Chameleon is an arcadepuzzle game where the player needs to constantly change the skin color to blend the environment and avoid being spotted The stealth skills of the main character will allow him to complete 75 levels across 5 different missions full of challenges and collectibles,68.58524803377158,Missing,nan,nan,nan,nan,nan,nan
