first_release_date,genres,id,name,platforms,storyline,summary,rating,main,extra,completionist,review_score,review_count,people_polled
1649721600,[15],262592,Minion Masters: Frost Dragon's Lair,[49],Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1651190400,[4],254515,Guilty Gear: Strive - Another Story,"[6, 48, 49, 167, 169]",While the incident in America triggered by Asuka R Kreutzs surrender unfolds  Special Brigade Commander Ramlethal Valentine heads to the outskirts of Illyria after receiving report of an emergency  There she finds a girl who closely resembles Bedman who once worked with the Universal Will against mankind,This story expansion is exclusive to Season Pass 1  Another Story provides the player a full look behind the curtain from another perspective featuring appearances from many characters who did not show up during the main story including Ramlethal May and Baiken,Missing,nan,nan,nan,nan,nan,nan
1650499200,[15],251007,"Warhammer 40,000: Battlesector - Necrons",[49],Missing,Warhammer 40000 Battlesector is a fastpaced turnbased strategy game set in the grimdark universe of the 41st Millennium Pick your force develop your army field mighty heroes and fight for victory using superior strategy awesome abilities and devastating weaponry,Missing,nan,nan,nan,nan,nan,nan
1650499200,[10],248418,Hot Wheels: Haunted Customization Pack,[49],Missing,Give your Basement a spooky new look with the Haunted Customization Pack 8 scary elements to customize the rooms and 3 items for your Unleashed Profile to tell everyone that you are a real racing monster,Missing,nan,nan,nan,nan,nan,nan
1650326400,Missing,234923,Generation Zero: Base Support Pack,"[6, 48, 49]",Missing,As you continue to successfully fend off countless machine attacks the Resistance has once again been inspired to create new structures and decorations to upgrade your base with Whether you decide to fortify your base or simply add a personal touch to it is up to you but with this pack you should be ready to face anything,Missing,nan,nan,nan,nan,nan,nan
1649635200,"[4, 13]",230987,WWE 2K22: Undertaker Immortal Pack,[169],Missing,WHEN ITS YOUR YARD IT HITS DIFFERENT Lay down chokeslams as The Deadman The WWE 2K22 Undertaker Immortal Pack includes three additional Undertaker personas MyFACTION EVO Cards for Undertaker plus MyFACTION Perks and Bonuses,Missing,nan,nan,nan,nan,nan,nan
1650931200,"[4, 13, 14]",226571,WWE 2K22: Banzai Pack,[169],Missing,Banzai Hit the ring Yokozuna Rikishi the colossus Omos Kacy Catanzaro and The Samoan Bulldozer Umaga as well as Evo MyFaction cards of all five playable Superstars The Banzai Pack is already included in the WWE 2K22 Season Pass,Missing,nan,nan,nan,nan,nan,nan
1651104000,[5],224175,Deep Rock Galactic: Robot Rebellion Pack,"[6, 49, 169]",Missing,Its a Robot Rebellion As in we rebel against the Robots of the dreaded Rivals  but in style Spice up your look with four new sets of unique armor one per class new helmets and new Paintjobs The Robot Rebellion Pack  crudely cobbled together during those long nights spent on the Space Rig waiting for the next engagement The opposite of chic perhaps but eminently usable   4 unique suits of Armor one for each Class  A unique helmet in two variants Full Face  Half Face  Robot Rebellion Paintjob for other Armors  Robot Rebellion Paintjob for your Weapons  Robot Rebellion Paintjob for Bosco  Robot Rebellion Paintjob for your Pickaxe  Important note The contents of this Pack are cosmetic only,Missing,nan,nan,nan,nan,nan,nan
1650326400,"[5, 12]",223833,Aliens: Fireteam Elite - UACM Frontline Pack,"[49, 169]",Missing,Advance to the frontlines with the latest in combat technologies Prepare for tomorrows battlegrounds with the UACM Frontline Pack  over 25 items including class kit skins weapon colors head accessories emotes and more,Missing,nan,nan,nan,nan,nan,nan
1651017600,[12],223707,Warframe: Angels of the Zariman - Emergence Pack,[49],Missing,Venture into the dark Void of the Zariman with a fully reinforced Arsenal Add new Weapons Customizations Boosters and more to your Arsenal for a limited time including the evolving Tenno badge of honor the Vasero Sekhara and the striking Hespar Scythe,Missing,nan,nan,nan,nan,nan,nan
1651017600,[12],223706,Warframe: Angels of the Zariman - Chrysalith Pack,[49],Missing,Venture into the dark Void of the Zariman with a fully reinforced Arsenal Unleash electric fury as the newest Warframe Gyre unlock a bounty of new Customizations with Voidshell Warframe Skins and master brandnew Weapons as you bring light to the dark and deadly Zariman,Missing,nan,nan,nan,nan,nan,nan
1650499200,"[5, 12, 13, 31]",222932,Chernobylite: Season 1 - Blue Flames,"[6, 48, 49, 167, 169]",Missing,Expand your weapon arsenal with a craftable highlycustomizable tactical crossbow and master the stealth exploration of the Chernobyl Exclusion Zone Discover more memories of Tatyana and Igor with photos hidden in the area  each picture will display a short animation and play voices revealing a piece of the past,Missing,nan,nan,nan,nan,nan,nan
1650326400,"[12, 31]",222819,Assassin's Creed Valhalla: Title Update 1.5.1,"[6, 48, 49, 167, 169, 170]",Missing,This update comes with bug fixes and patches as well as the Mastery Challenge Pack 2 the annual Ostara Festival and more,Missing,nan,nan,nan,nan,nan,nan
