first_release_date,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
1664236800,"[5, 13, 14, 15, 31]",263163,TheHunter: Call of the Wild - Assorted Sidearms Pack,[49],Add three versatile handguns to your hunting arsenal with the Assorted Sidearms Pack,Missing,Missing,nan,nan,nan,nan,nan,nan
1662768000,"[8, 31, 32]",245711,Mr. Brocco & Co.,"[6, 48, 49, 130]",Mr Brocco  Co is a classic 2D platform game set in a fantasy world where junk food is trying to take over Choose one of two characters Mr Broccoli or Super Asparagus to save the city,Missing,Missing,nan,nan,nan,nan,nan,nan
1663632000,[8],243775,Fall Guys: Plush Fox Pack,"[6, 48, 49, 130, 167, 169]",Cuddle up to the competition with this adorable hoodie  Includes Plushfox Whole Costume 600 x ShowBucks,Missing,Missing,nan,nan,nan,nan,nan,nan
1663200000,[8],243659,Fall Guys: Season 2 Starter Pack,"[6, 48, 49, 130, 167, 169]",Blast off into a whole new season with this astronomical bundle  Includes Crater King Whole Costume Moon Bean Whole Costume Party Planetoid Whole Costume 1000 x ShowBucks,Missing,Missing,nan,nan,nan,nan,nan,nan
1662681600,"[13, 14]",242936,NBA 2K23: Championship Edition,"[48, 49, 167, 169]",Step back in time with eraspecific visuals that captured Michael Jordans ascent from collegiate sensation to global icon with immersive Jordan Challenges chronicling his careerdefining dominance,Missing,Missing,nan,nan,nan,nan,nan,nan
1662595200,"[12, 31]",242402,Steelrising: Marie-Antoinette Cosmetic Pack,"[6, 167, 169]",Dress up in your best attire with the MarieAntoinette pack The MarieAntoinette pack includes a complete outfit for Aegis with hat jacket boots and trousers,Missing,Missing,nan,nan,nan,nan,nan,nan
1663113600,"[13, 15]",241037,Cities: Skylines - Content Creator Pack: Seaside Resorts,"[6, 49]",Create your own vintage beach resort with this 19thcenturyinspired pack by Gèze Seaside Resorts will add a stylish flair to your city relive the nostalgic atmosphere from the old resort towns,Missing,Missing,nan,nan,nan,nan,nan,nan
1664496000,"[13, 14]",240456,FIFA 23,"[48, 49]",Port of FIFA 23 for PlayStation 4 and Xbox One This version doesnt have some of the new technologies employed in the next generation version,Missing,Missing,83.28,106.05,135.58,68.0,83.0,31.0
1663804800,[5],239507,Hunt: Showdown - The Penitent,[49],This DLC contains one Legendary Hunter two Legendary weapons and one Legendary consumable   The Penitent one Hunter  Delirium one weapon  The Scourge one weapon  False Sacrament Regeneration Shot,Missing,Missing,nan,nan,nan,nan,nan,nan
1663200000,"[14, 32]",230825,Golf With Your Friends: Sports Pack,[49],Go beyond golf with these sports themed cosmetics for Golf With Your Friends,Missing,Missing,nan,nan,nan,nan,nan,nan
1663027200,[12],230146,Fallout 76: The Pitt Recruitment Bundle,[49],Join the new faction of Responders as they help the members of The Union trapped in The Pitt and unlock bonus ingame digital themed cosmetic and CAMP items including the Pittsburgh Neighborhood CAMP Kit Fanatic Power Armor Paint and more,Missing,Missing,nan,nan,nan,nan,nan,nan
1663200000,"[13, 15]",227397,Jurassic World Evolution 2: Late Cretaceous Pack,"[6, 48, 49, 167, 169]",Showcase four stunning new prehistoric species in your parks with Jurassic World Evolution 2 Late Cretaceous Pack inspired by the fascinating Late Cretaceous period,Showcase four stunning new prehistoric species in your parks with Jurassic World Evolution 2 Late Cretaceous Pack Inspired by the fascinating Late Cretaceous period this pack includes four captivating species that roamed the land sea and air over 65 million years ago from soaring stealthy hunters of the skies to one of the largest dinosaurs ever discovered,Missing,nan,nan,nan,nan,nan,nan
