first_release_date,genres,id,name,platforms,rating,summary,main,extra,completionist,review_score,review_count,people_polled
925430400,"[10, 13, 14, 15, 31, 33]",3956,Intellivision Lives!,"[6, 8, 11, 12, 20, 21]",66,Relive the 80s with Intellivision Lives Play over 60 classic Intellivision games including Baseball Astrosmash and Space Battle and several unreleased games Each game comes with historical information fun facts and interviews with the original developers If that doesnt inspire nostalgia you can also watch original Intellivision commercials and archival footage All games are optimized for both the PS2 Dual Shock 2 and Xbox controllers Finally all your alltime favorite Intellivision games in one package,0.56,0.0,0.0,38,4,1
