first_release_date,genres,id,name,platforms,rating,summary,main,extra,completionist,review_score,review_count,people_polled
755481600,[12],11312,Romancing SaGa 2,"[5, 6, 19, 34, 39, 46, 48, 49, 55, 58, 130]",60,The Emperor or Empress of Avalon begins the game as King Leon and later plays as his various heirs down through the game years Leon hands his kingdom over to his son Gellard At the end of Gellards reign the player is able to choose his or her own successor and pass on Gellards abilities to them At the end of each generation he or she will be given a choice of four heirs Their identity is based on a combination of chance and anyone whom the player has assisted or allied within in a past generation,39.56,50.11,84.74,82,43,34
