first_release_date,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
1530230400,[8],229857,Crash Bandicoot N. Sane Trilogy: Future Tense,"[6, 48, 49, 130]",Play the firstever new level built for the original trilogys gameplay in almost 20 years Drawing inspiration from the cut Waterfall Level from the first Crash Bandicoot game Future Tense features several puzzles from the original level set in the futuristic setting from Crash Bandicoot 3 Warped Discover a whole new level of difficulty for Crash Bandicoot N Sane Trilogy as you dodge rockets destroy robots and leaps lasers while ascending a massive futuristic skyscraper,Missing,Missing,nan,nan,nan,nan,nan,nan
1528156800,Missing,193763,The FMV Bundle,[49],Wales Interactive are proud to offer three critically acclaimed FMV games in one discounted bundle Featuring the high stakes FMV crime thriller Late Shift the awardwinning FMV horror The Bunker and the FMV murder mystery The Infectious Madness of Doctor Dekker,Missing,Missing,nan,nan,nan,nan,nan,nan
1530144000,[14],188594,Tour de France 2018,"[48, 49]",Embody the greatest champions and hit the official track of the Tour de France 2018 Enjoy all the intensity of this legendary race attack follow the best trajectories and carry out the finest racing tactics to lead your team to victory and earn the mythical Yellow Jersey,Missing,Missing,nan,nan,nan,nan,nan,nan
1528156800,[31],167960,Extinction: Ravenii Rampage,[49],As the sole warrior equipped with the skills to save humanity you must use everything in your arsenal to defeat the ogre onslaught,Missing,Missing,nan,nan,nan,nan,nan,nan
1529625600,"[15, 31]",164708,Conan Exiles: The Imperial East Pack,[49],Enrich your Conan Exiles experience with all new content from the eastern lands of Khitai,Missing,Missing,nan,nan,nan,nan,nan,nan
1528675200,"[12, 15, 32, 35]",149081,Talisman: The Woodland,"[6, 14, 49]",Talisman The Woodland adds a new Region to the game for venturesome heroes to discover A customfitted map board and over 100 new cards bring this magical forest vividly to life Five brandnew characters offer fantastic new playing experiences,Missing,Missing,nan,nan,nan,nan,nan,nan
1528416000,"[13, 15]",145501,Railway Empire: Mexico,"[3, 6, 49]",Discover the diversity of Mexico  take on new and challenging missions in the arid northern regions all the way to the dense jungles in the south of the country Boost Mexicos economy in the new scenario by building a thriving infrastructure and exporting to the USA,Missing,Missing,nan,nan,nan,nan,nan,nan
1529366400,"[4, 12, 25, 31]",140672,Anima: Gate of Memories - Arcane Edition,"[6, 48, 49, 130]",The Arcane Edition includes both Anima Gate of Memories and Anima The Nameless chronicles Play two different full campaigns each one with its unique story characters scenarios and bosses,Missing,Missing,nan,nan,nan,nan,nan,nan
1528156800,[12],139984,Vampyr: Special Edition,"[6, 48, 49]",This edition includes the following Game Vampyr Exclusive Limited Edition Sleeve Doubleside poster 35 x 43 cm The Hunters Heirlooms DLC Set of 3 Exclusive Lithographs Original Soundtrack,Missing,Missing,nan,nan,nan,nan,nan,nan
1528070400,[4],136605,BlazBlue: Cross Tag Battle - Special Edition,"[6, 48, 49, 130, 169]",An unrivaled clash of explosive proportions The beloved BlazBlue franchise Crosses universes Tags in fan favorites and Battles it out in BlazBlue Cross Tag Battle Created through an allstar collaboration between BlazBlue Atlus Persona French Breads Under Night InBirth and Rooster Teeths hugely popular RWBY web series Cross Tag Battle celebrates the fighting genre for pros and newcomers alike Engage in fastpaced 2v2 team battles filled with the craziness youve come to love from BlazBlue with all the tight mechanics smooth gameplay and gorgeous 2D graphics you expect from Arc System Works Choose from an eclectic cast of over 20 fighters Jin Kisaragi Rachel Alucard Yosuke Hanamura and more are ready to join the fray,Missing,Missing,nan,nan,nan,nan,nan,nan
