,id,name,platforms,summary,genres,rating,storyline,main,extra,completionist,review_score,review_count,people_polled
0,255347,Minecraft: Plastic Texture Pack,"[9, 12, 34, 39, 41, 48, 49, 74, 130, 132, 169, 388]",Make your worlds simple colorful and vibrant,Missing,Missing,Missing,,,,,,
1,233818,Minecraft: N7 Mash-up,"[6, 9, 12, 34, 39, 41, 46, 48, 49, 74, 130, 132, 388]",Shape the fate of your Minecraft galaxy with this amazing mashup which includes thirtysix character skins bespoke game textures themed menus a dedicated world filled with iconic locations and an original soundtrack compilation to set the mood,[31],Missing,Missing,,,,,,
2,186628,Borderlands 2 : Ultimate Vault Hunter Upgrade Pack 2,"[6, 9, 12]",Ultimate Vault Hunter Upgrade Pack 2 Digistruct Peak Challenge  Raises the level cap to 72 adds a new Patricia Tannis mission where you may fight impossible over leveled monsters at Digistruct Peak,"[5, 12]",Missing,Missing,,,,,,
3,128649,Metro: Last Light - Developer Pack,"[6, 9, 12]",The Developer Pack is a DLC pack that was billed as giving creative players some interesting tools with which to explore the Metro prior to its release The main feature includes a Shooting Gallery a Metro Museum and an AI Arena as well as a new singleplayer mission  Spider Lair  containing many Spiderbugs,[5],Missing,Missing,,,,,,
4,128648,Metro: Last Light - Tower Pack,"[6, 9, 12]",The Tower Pack DLC is the second DLC pack for Metro Last Light and was released on September 3rd on Xbox 360 and Steam and on September 4th on PSN It was billed as a unique solo challenge to Metro veterans before its release,[5],Missing,Missing,,,,,,
5,100203,一>◇,[12],Missing,"[13, 32]",Missing,Missing,,,,,,
6,62981,Freefall Racers,[12],XBLA exclusive Kinect game featuring flying squirrels,[10],Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
7,51664,Let's Sing and Dance,[12],Lets Sing and Dance for Xbox 360 Kinect for Xbox 360 compatible brings music games to the next level For the first time ever a game combines singing and dancing at the same time Using Kinect for Xbox 360 Lets Sing and Danc scores the players dance moves as well as their singing performances Unlimited number of players can take the stage at the same time and chose between 12 hits from major artists  recent hits and all time classics,[7],Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
8,43038,Phantom Breaker: Extra,"[9, 12]",Phantom Breaker Extra is a fighting video game developed and published by 5pb in 2013 for PlayStation 3 and Xbox 360 that serves as an enhanced edition of the original game Phantom Breaker ,[4],Missing,Missing,,,,,,
9,19971,Girl Fight,"[9, 12]",This scifi fighting game for Xbox Live Arcade and PlayStation Network will feature a femaleexclusive playable roster It was set for release in Spring 2012 then went silent until a September 2013 release was announced,[4],Missing,Missing,1.25,0.0,0.0,70.0,1.0,1.0
10,19970,World Series of Poker: Full House Pro,"[6, 12]",Full House Poker got professional in this freetoplay sequel for the Xbox 360 and Windows 8 PCs featuring real world locales reallife announcers and a licensed tiein with the World Series of Poker series of poker tournaments This game is no longer playable,"[14, 16, 35]",Missing,Missing,5.0,8.0,0.0,60.0,2.0,2.0
11,6907,AFL Live 2,"[9, 12]",Missing,[14],Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
12,45131,Grand Theft Auto V: Special Edition,"[9, 12]",The Grand Theft Auto V Special Edition includes Full retail copy of Grand Theft Auto V Collectible SteelBook with Exclusive Artwork  features custom color and metallic treatments to bring out the detail of the Michael Trevor and Franklin artwork created exclusively for this SteelBook Blueprint Map  exclusive 215 x 2675 map displays a blueprint view of Los Santos and Blaine County Special Ability Boost  Michael Franklin and Trevor each have a unique special ability With this boost the special ability bar will generate 25 faster Stunt Plane Trials  singleplayer Stunt Plane Trials let players take on additional aerial challenges spread throughout Los Santos and Blaine County Bonus Outfits Tattoos and More  Michael Franklin and Trevor get bonus outfits in their wardrobes character specific tattoos at tattoo parlors and special deals from shopkeepers across Los Santos and Blaine County Additional Weapons  when visiting Ammunation stores in singleplayer merchants will have special weapons in their inventory available for free the Pistol 50 Bullpup Shotgun and melee Hammer  Grand Theft Auto V is the largest and most ambitious game Rockstar Games has yet created and takes full advantage of every ounce of processing power available in the current generation of consoles In order to provide the best possible experience for such a massive and detailed world the game will have installation requirements on the Xbox 360  Grand Theft Auto V will ship on two discs Disc 1 will be used for a onetime mandatory install and Disc 2 will be used to play the game After the install players will be able to enjoy both Grand Theft Auto V and Grand Theft Auto Online without any need to switch discs  This initial install will require an Xbox 360 Hard Drive or an external 16GB USB flash drive sold separately with at least 8 GB of free space If using a USB flash drive it must be at least USB 20 with a minimum 15mbs read speed and formatted for Xbox 360 use A new USB flash drive is recommended to ensure optimum performance,"[5, 10, 14]",99.53277571163125,Missing,,,,,,
13,1020,Grand Theft Auto V,"[6, 9, 12, 48, 49]",Grand Theft Auto V is a vast open world game set in Los Santos a sprawling sunsoaked metropolis struggling to stay afloat in an era of economic uncertainty and cheap reality TV The game blends storytelling and gameplay in new ways as players repeatedly jump in and out of the lives of the games three lead characters playing all sides of the games interwoven story,"[5, 10, 31]",89.88768203346879,Los Santos a sprawling sunsoaked metropolis full of selfhelp gurus starlets and fading celebrities once the envy of the Western world now struggling to stay afloat in an era of economic uncertainty and cheap reality TV  Amidst the turmoil three very different criminals plot their own chances of survival and success Franklin a street hustler looking for real opportunities and serious money Michael a professional excon whose retirement is a lot less rosy than he hoped it would be and Trevor a violent maniac driven by the chance of a cheap high and the next big score Running out of options the crew risks everything in a series of daring,31.71,49.73,82.84,87.0,5527.0,6273.0
14,41623,The Walking Dead: The Complete First Season,"[46, 48, 49, 130]",The living will have to survive amongst the dead in this game based on The Walking Dead the widely acclaimed comic book series and television series Across five dark and emotional episodes of gameplay every decision and action you take can result in the entire story of the game changing around you  Play as Lee Everett a convicted criminal who has been given a second chance at life in a world devastated by the undead With corpses returning to life and survivors stopping at nothing to maintain their own safety protecting an orphaned girl named Clementine may offer him redemption in a world gone to hell,[31],84.71879260690724,Missing,,,,,,
15,16515,Pac-Man: Championship Edition DX+,"[6, 9, 12]",The sequel to the original PACMAN and awardwinning power pellet chomping game PACMAN Championship Edition DX returns with even more content Chomp through bright neon mazes at blistering speeds to unlock brand new achievements and medals for an increased challenge With a refined userinterface its easier than ever to compare high scores with your friends Get ready for more ghost chain gobbling and frantic action in PACMAN CEDX,"[9, 33]",82.11883945455604,Missing,,,,,,
16,3003,NHL 14,"[9, 12]",Summary Unlock the highest level of hockey aggression speed and skill Deliver hits with the NHL Collision Physics built from FIFAs Player Impact Engine Drop your gloves with the new Enforcer Engine powered by EA SPORTS Fight Night technology Dangle defenders with new OneTouch Dekes and expd experience enhanced speed and control with the second season of True Performance Skating,"[13, 14]",80.00777220595182,Missing,13.69,40.0,0.0,78.0,16.0,4.0
