first_release_date,genres,id,name,platforms,rating,main,extra,completionist,review_score,review_count,people_polled
987379200,[14],3906,ESPN MLS ExtraTime 2002,"[8, 11, 21]",45,0.85,0.0,0.0,47,3,1
