first_release_date,genres,id,name,platforms,rating,storyline,summary,main,extra,completionist,review_score,review_count,people_polled
995846400,[5],18,Max Payne,"[6, 8, 9, 11, 12, 14, 34, 39, 48]",85.96994915981375,In December 2001 as New York City is enduring the tail end of the worst snow blizzard in the history of the city Max Payne a renegade DEA agent and former NYPD detective is standing at the top of a skyscraper with a sniper rifle in his hands smiling as police units arrive on the scene to arrest him He then experiences flashbacks from three years ago and the last two days he experienced Three years earlier on August 22nd 1998 Max was working as a regular NYPD detective having just finished his days work His longtime friend and DEA agent Alex Balder invites him to transfer into the DEA but Max declines the offer wanting to focus on his fulltime life with his wife Michelle and their newborn daughter Rose As he returns to his house in New Jersey he finds that a trio of junkies had broken into his house all addicted on a brand new designer drug Valkyr Max receives a call from a mysterious woman who seems pleased at the trouble in the house and refuses to call for help Max rushes to aid his family and kill the junkies but is too late as he finds his wife shot dead and his daughter slaughtered After his familys funeral Payne accepts Alexs offer and transfers to the DEA at his own request to stop the spreading of the drugs,Max Payne gritty excop and titular hero of this thirdperson shooter sets out on his own to take revenge on those who murdered his wife and child only for the plot hes involved in to get deeper and deeper As his guilt and trauma build Payne finds himself in more and more impossibly unfavourable and astounding situations which challenge his methods his worldview and even his existence,8.12,9.25,11.43,82,1222,1358
