,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,[31],127055,Minecraft: Story Mode - Episode 7: Access Denied,"[6, 9, 12, 14, 34, 39, 48, 49]",Minecraft Story Mode is an adventure game set in a Minecraft world It is a fivepart episodic series that will take you to the Nether the Farlands the End and beyond You will drive how the story flows through the decisions you make what you say to people and how you say it and what you choose to do in moments of thrilling action,Missing,Missing,1.51,1.52,1.54,69.0,21.0,28.0
1,"[12, 13, 31]",121024,The Sims 4: Backyard Stuff,"[6, 14, 48, 49, 167, 169]",Give your Sims a backyard they can really enjoy with The Sims 4 Backyard Stuff a stuff pack for The Sims 4 Add fun lawn water slides and colorful new objects to spice up the space Slip into something a little more comfortable and remember to keep plenty of lemonade on hand,Let your Sims cool off and show off on two allnew lawn water slides Perform a variety of tricks for your audience like surfsliding through the jaws of a shark Then add a little soap  because everythings better with bubbles  Add your personal touch with decorative lights and maybe a set of potted plants Give your Sims and their guests a great place to spend time with multicolored patio furniture And dont forget a soothing set of wind chimes or a bird feeder to make your Sims personal retreat complete  Its definitely time to dress down with some fun laidback clothing Your Sims can really let their hair down with relaxed new styles thatll look great while sipping an iced tea,Missing,0.0,0.0,0.0,0.0,0.0,0.0
2,Missing,104780,Reversi Quest,[49],Missing,Missing,Missing,,,,,,
3,"[14, 15, 16]",52650,Blood Bowl 2: Undead,"[6, 14, 48, 49]",The Undead race comes with Mummies Ghouls Skeletons Zombies and Wights players but also their own star players Ramtut III and Count Luthor Von Drakenborg  An Undead teams greatest asset is their mastery over death itself Their Regenerate skill makes them very very difficult to kill Its also a versatile team with heavy hitting Mummies able to wade in and support the faster but weaker Ghouls and Wights Get the right mix and youve got a first class team  Some Blood Bowl players killed on the field are brought back to life by their passion for the sport and Necromantic magic as Wights Freed from boring mortal restrictions like sleep thirst or hunger the Wights can spend all their spare time in training Thanks to their Block skills and their good agility the Wights are central players for the Undead teams Be sure to hit hard with them,Missing,Missing,,,,,,
4,Missing,41618,Mirror's Edge Catalyst: Collector's Edition,[49],In Mirrors Edge Catalyst you will experience the rise of Faith a daring Runner who uncovers a hidden truth within the walls of the city of Glass Through her journey Faith will explore every corner of the city from the highest most pristine skyscrapers to the dark and gritty tunnels that lie beneath  The Mirrors Edge Catalyst Collectors Edition Includes Mirrors Edge Catalyst Game Collectors Box Mirrors Edge Catalyst SteelBook 14 Faith Statue Limited Edition Lithograph Temporary Tattoos Concept Pieces,Missing,Missing,,,,,,
5,"[8, 9, 31, 32, 33]",32214,Ghost Sweeper,"[6, 14, 48, 49, 130]",Ghost Sweeper features fun stylized cartoon graphics and gameplay that mixes action and puzzles with a variety of items to help you along the way Use your agility and speed to tackle your enemy or plan the perfect strategy to avoid confrontation it is up to you,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
6,"[4, 13, 32]",26365,Last Wings,"[6, 34, 39, 46, 48, 49]",Last Wings is a fastpaced and dynamic air combat game developed in a combined 2D and 3D environment Play alone or as a team member In local mode you can create a team of up to 4 players In online mode you can create a team of up to 10 players and challenge the greatest competitors to a battle  The game features 3 different planes with the following characteristics  The Silver Bullet This is an agile and fast though vulnerable plane with average firepower  The Hawk Inspired by World War I planes it can withstand missiles and bombs and has a rapid fire rate  The War Jumbo This is a military cargo plane capable of withstanding multiple attacks without losing strength It has the highest resistance and firepower  You can customize the weapons for each plane depending on your goals making each battle a unique experience  The game has 4 modes  Score Attack Individual combat every man for himself the winner is the player who manages to shoot down the most airplanes  Team Fight Team combat the winner is the team that shoots down the most airplanes  Team Fight Rounds Team combat in rounds Each plane has only one life per round the winner is the team that wins more rounds  Base Attack Combat between teams the winner is the team that first destroys the central enemy base,Missing,Missing,,,,,,
7,Missing,22400,Marvel: Ultimate Alliance Bundle,"[6, 48, 49]",This Ultimate Alliance Bundle contains both games from the historic franchise Marvel Ultimate AllianceCreate an ultimate team from the largest Super Hero alliance ever as you engage in an epic quest to determine the fate of the Marvel Universe,Missing,Missing,,,,,,
8,"[8, 31, 32]",21294,Dreambreak,"[6, 14, 48, 49]",Dreambreak is an adventure set in an alternative post cold war USSR A quirky and unique mix of clashing gameplay genres Get fingered for murder in Soviet Russia without actually going there,Missing,Missing,1.77,1.77,2.59,48.0,4.0,13.0
9,[5],20292,Call of Duty: Black Ops III - Descent,"[6, 48, 49]",Descent the third DLC map pack for Call of Duty Black Ops III delivers an allnew mindbending Zombies experience along with 4 actionpacked Multiplayer maps which includes a reimagining of the Call of Duty Black Ops II classic Raid,Descent takes the fight to new Black Ops III Multiplayer environments including Cryogen an isolated cryoprison Berserk a Viking village frozen in time Rumble a future robot combat arena and Empire a reimagining of the Call of Duty Black Ops II classic Raid as a lavish Roman villa  In the latest episode of the Zombies experience Gorod Krovi the Origins characters are hurled into an alternate wartorn Stalingrad where they will face their most dangerous enemies yet,Missing,,,,,,
