first_release_date,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
1243468800,"[5, 33]",135485,Saints Row 2: Corporate Warfare,"[9, 12]",There is a civil war brewing within the Ultor Corporation Dex Ultors newly appointed Head of Security is running a black market nuclear weapons operation aided by Ultor management Meanwhile a defected Ultor executive offers the Saints a chance to bring the entire operation down Take revenge in style with new transportation options for aircraft exotic cars and superbikes Redefine your character with all new customization options including brand new outfits and facial bandanas to change your identity Take the battle to the streets with brand new Strong Arm and Gangsta Brawl multiplayer maps or challenge your friends in an all new Coop competitive mode Now its time to put a permanent end to Ultors corruption,Missing,Missing,nan,nan,nan,nan,nan,nan
1241481600,"[2, 9, 31]",127032,Wallace & Gromit's Grand Adventures: Episode 2 - The Last Resort,"[6, 12, 39]",Wallace  Gromit in The Last Resort is the second episode of Wallace  Gromits Grand Adventures  Wallace  Gromit are finally ready for some vacation Sadly before they go the water main bursts and the cellar gets flooded And to make things worse after the leak has been dealt with the weather changes and it starts to rain heavily Of course Wallace wouldnt be Wallace if he didnt think of an alternative If they cant go to the beach why not bring the beach to them With all the water already in the cellar only a few more ingredients are missing After everything is finished Wallace also senses a new business idea West Wallaby Streets Waterworld,The player takes over the control of both Wallace and Gromit but the player cant switch between both freely Instead the story dictates which character is controllable And although the game is a classic point and click adventure it uses optimized controls to work for both PC and consoles While the interaction with items on screen still work through a contextsensitive cursor the player now moves the characters around directly instead of giving them move toorders Besides this change the player still goes around the various locations talks and interacts with people and collects everything that isnt nailed to the wall in order to solve the different riddles and advance the storyline,Missing,nan,nan,nan,nan,nan,nan
1242777600,Missing,93921,Gel: Set & Match,[12],Get more costumes more action and more puzzles in the Full Version of Gel,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1242172800,[35],92652,Texas Cheat 'Em,"[6, 9, 12]",This is a casinostyle card game in which players compete against others in a variation of Texas Hold Em poker Players wager simulated money on hands they are dealt and can manipulate hands ie cheat while they are playing Players can also engage in minigames such as roulette slots and horse races to earn cheat points that allow specific advantages eg seeing an opponents cards or changing their hand,Missing,Missing,0.0,0.0,10.0,0.0,0.0,1.0
1242691200,[7],91207,Rock Band Track Pack: Classic Rock,"[5, 8, 9, 12]",Rock Band Track Pack Classic Rock is a standalone title that allows owners of Rock Band and Rock Band 2 to keep the party going with 20 seminal hits from the heyday of classic rock and beyond handpicked with care by Harmonix,Missing,Missing,1.54,0.0,0.0,80.0,4.0,1.0
1242777600,[14],78179,Blazing Birds,[12],A 2D version of Badminton with robots and powerups Play against a friend or against the computer with over 20 different countries and 3 difficulty levels,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1241568000,[9],72559,Arkanoid Live!,[12],First appearing in the 1980s as a new style blockbreaking game ARKANOID appears on Xbox LIVE Arcade having accomplished even further evolution Enjoy Arkanoid in highdefinition with beautifully choreographed background movies and background music Loaded with 120 stages in all and colorful cooperative and versus modes,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1241568000,[5],51623,Zombie Wranglers,[12],Save the city of Potters Field from an infestation of zany zombies in the quirky and comical Zombie Wranglers Armed with a trustworthy wranglerpack and your own unique special abilities play as one of the four gallant apprentice wranglers and rescue your neighborhood before its too late,Missing,Missing,3.0,0.0,0.0,0.0,0.0,1.0
1241222400,"[31, 34]",47396,11 Eyes: CrossOver,[12],11 Eyes CrossOver is a visual novel that expands on the story from the original game 11 Eyes,Missing,Missing,nan,nan,nan,nan,nan,nan
1242000000,"[25, 31]",26114,Batman: Arkham Asylum - Dem Bones Challenge Map,"[6, 9, 12, 14]",Enter this villains nightmarish world and experience a unique combat challenge that will test you to the very limits,After the Joker assaults Gotham City Hall he is caught by Batman and taken to Arkham Asylum which temporarily houses many members of the Jokers gang who were transferred after a fire at Blackgate Prison Believing the Joker allowed himself to be captured Batman accompanies him into the asylum The Jokers plan is revealed as Harley Quinn takes control of the security and the Joker escapes into the facility aided by a corrupt guard who kidnaps Commissioner Gordon The Joker threatens to detonate bombs hidden around Gotham City if anyone tries to enter Arkham forcing Batman to work alone Tracking Quinn to the medical facility to rescue Gordon Batman is exposed to the Scarecrows fear toxin and hallucinates seeing Gordons death and the corpses of his parents talking to him After fighting off Scarecrow Batman finds and subdues Quinn before rescuing Gordon The Joker then directs Batman to the captured Bane who has been experimented on by asylum doctor Penelope Young The Joker frees Bane and Batman is forced to fight him during which Quinn escapes Afterward he goes to a secret Batcave installation he had hidden on the island where Batman restocks his gadgets,Missing,nan,nan,nan,nan,nan,nan
