first_release_date,id,name,platforms,storyline,summary,genres,rating,main,extra,completionist,review_score,review_count,people_polled
1692230400,262053,One-Two Combo Bundle: Punch Club Franchise,"[49, 130, 169]",Missing,Enjoy the ultimate Punch Club experience in this knockout bundle,"[4, 12, 13]",Missing,nan,nan,nan,nan,nan,nan
1692230400,262052,Red Dead Redemption & Red Dead Redemption 2 Bundle,[49],Missing,This bundle includes Red Dead Redemption Red Dead Redemption Undead Nightmare Red Dead Online and Red Dead Redemption 2 Story Mode,Missing,Missing,nan,nan,nan,nan,nan,nan
1692230400,262037,Warstone TD: Gold Edition,"[48, 49, 169]",Missing,Warstone is a Tower Defense game with RPG elements strategy and city building A dreaded chieftain is assembling an army intent on taking over the kingdom The villagers call for a hero help them stand up against the forces of this feared villain The hero is you,"[12, 15]",Missing,nan,nan,nan,nan,nan,nan
1692057600,261873,Moving Out + Moving Out 2 Bundle,"[6, 48, 49, 130, 167, 169]",Missing,This bundle includes Moving Out and Moving Out 2,"[13, 15, 32]",Missing,nan,nan,nan,nan,nan,nan
1692057600,261869,X-Pack,[49],Missing,XPack is a twopack of old school games This package brings a mix of good gameplay good music nostalgia and a lot of Gamer Score,Missing,Missing,nan,nan,nan,nan,nan,nan
1692057600,261858,Moving Out 2: F.A.R.Tastic Four Pack,"[6, 48, 49, 130, 167, 169]",Missing,The FARTastic Four Pack adds four new movers to the Smooth Moves roster Chum Bastian Hootacris and Cera Topps,"[13, 15, 32]",Missing,nan,nan,nan,nan,nan,nan
1691625600,261336,Overwatch 2: Complete Hero Collection,"[49, 130, 169]",Missing,Get access to all Overwatch legacy heroes six Overwatch 2 heroes select Epic and Legendary Overwatch skins 1000 Coins and more,Missing,Missing,nan,nan,nan,nan,nan,nan
1691625600,261335,Overwatch 2: Hero Collection,"[49, 130, 169]",Missing,Get access to all Overwatch legacy heroes 3 Epic Overwatch legacy skins and 1500 Credits,Missing,Missing,nan,nan,nan,nan,nan,nan
1691712000,261334,Weedcraft Inc & Moonshine Inc: Risky Business Bundle,"[49, 169]",Missing,Start an illegal business and create an empire Weed or moonshine  your choice,Missing,Missing,nan,nan,nan,nan,nan,nan
1691712000,261331,The Rabbit Crazy Adventure,[49],Missing,The Rabbit Crazy Adventure is an exciting precision platformer with 50 levels full of challenges and enemies Take control of a brave rabbit as he embarks on an epic adventure through vibrant and dangerous worlds Traversing chasms avoiding deadly traps and defeating cunning enemies are just a few of the skills youll need to master to progress,[8],Missing,nan,nan,nan,nan,nan,nan
1691625600,261119,Quake II: Call of the Machine,"[6, 48, 49, 130, 167, 169]",Missing,A brandnew Quake II experience from MachineGames consisting of 28 campaign levels and one multiplayer deathmatch map In the depths of Strogg space lies the Machine a singularity capable of collapsing the fabric of reality Fight across time and space to find the StroggMaker destroy it and change the destiny of man and machine,[5],Missing,4.71,6.17,7.67,81.0,29.0,36.0
1691625600,261109,Pipe Dream,"[49, 130, 169]",Missing,This 2D platform game where we manage our little character will make you feel different from the platform games you know,"[8, 9, 33]",Missing,1.97,0.0,3.74,67.0,6.0,4.0
1692230400,261006,Hidden Shapes: Cat Realm + Trick or Cats,"[48, 49, 130]",Missing,Immerse yourself in the world of Hidden Shapes Cat Realm  Trick or Cats and experience the beauty of transforming shapes into mesmerizing art,"[9, 35]",Missing,nan,nan,nan,nan,nan,nan
1692835200,260971,Omega Strikers: Season 2 - Summer Splash,"[6, 34, 39, 48, 49, 130, 167, 169]",Missing,Throw on your bathing suit get on that sunscreen grab a towel and a 6 pack of Super Surge,[15],Missing,nan,nan,nan,nan,nan,nan
1691452800,260904,Apex Legends: Resurrection,"[6, 48, 49, 130, 167, 169]",Missing,For almost 300 years Revenant was under the Syndicates thumb with the help of Hammond and all he wanted was to escape Now suddenly he starts to glitchsomeone has launched a new protocol He finds that hes able to see enemies low on health unleash a powerful leap forward and forge a shroud of shadows around him that blocks incoming damage But he also knows how to hold a grudge,[5],Missing,nan,nan,nan,nan,nan,nan
1691452800,260721,Broforce: Forever,"[6, 48, 49, 130]",When evil threatens the world the world calls on Broforce  an underfunded overpowered paramilitary organization dealing exclusively in excessive force Brace your loins with up to four players to run n gun as dozens of different bros and eliminate the opposing terrorist forces that threaten our way of life Unleash scores of unique weapons and set off incredible chain reactions of fire napalm and limbs in the name of freedom,The final update offers an improved and expanded campaign with new unlocks along with six new ultra patriotic bros four new new democracyspreading challenge levels and the ultimate expression of military might  bug fixes,[5],Missing,nan,nan,nan,nan,nan,nan
1692230400,260716,Two Point Campus: Medical School,"[6, 49, 130, 169]",Missing,Enroll in Medical School today Join wandering paramedic Vitality Johnson to cure the sick tackle pesky pirates and embrace yeti wisdom Your adventures in medicine start here,"[13, 15, 32]",Missing,nan,nan,nan,nan,nan,nan
1692230400,260480,Aery: Flow of Time,"[6, 48, 49, 130]",Missing,Enjoy a combatfree journey through colorful worlds and search for the cure Lean back and enjoy the scenery and the sensation of flying,"[13, 31, 32]",Missing,nan,nan,nan,nan,nan,nan
1691020800,259865,Kemco: 50 RPGs Celebratory Bundle,"[49, 169]",Missing,Introducing the ultimate RPG bundle in celebration of the 50th title released on Xbox now made available for a limited time featuring 50 fullfledged RPGs,Missing,Missing,nan,nan,nan,nan,nan,nan
1690934400,259835,8Floor Bundle 4 in 1,[49],Missing,This pack includes Garden City Lost Artifacts Frozen Queen Gnomes Garden 5 Halloween Gnomes Garden 7 Christmas Story,Missing,Missing,nan,nan,nan,nan,nan,nan
1692057600,259807,Astro Flame: Starfighter,"[48, 49, 130, 167, 169]",Missing,Astro Flame Starfighter is a classic scrolling shooter with modern 3D graphics Upgrade the systems of your spaceship upgrade your weapons and sweep away hordes of enemies on your way,"[5, 33]",Missing,nan,nan,nan,nan,nan,nan
1690934400,259766,Call of Duty: Modern Warfare II - Season 05,"[6, 48, 49, 167, 169]",Missing,When darkness falls the shadows will rise Shadow Company and Task Force 141 face off in Season 05 of Call of Duty Warzone and MWII Which side will you choose  Graves is alive Even if Task Force 141 successfully secured the warhead as part of their RAID Farah lost her brother  and AQ asset  Hadir    but not before he revealed that a greater threat is on the horizon Unbeknownst to Price Gaz and the rest of 141 Farah and Alex head back into Urzikstan A meeting has been set up with a former enemy who apparently wasnt incinerated in his tank at the Fuerzas Especiales Headquarters in South America Three elite leaders pore over a map of Al Mazrah where Graves has intel on a new ultranationalist threat now present in the AO the same group Hadir could not speak of in his dying breaths The Konni Group,[5],Missing,nan,nan,nan,nan,nan,nan
1692835200,259040,Truth,"[6, 48, 167, 169]",Missing,Step into the role of judge on a new reality show and award the one million dollar prize to the contestant you feel most deserves it There are six contestants hooked up to lie detectors who must answer any question you ask them Vote one off each round until only the winner remains,"[26, 32]",Missing,nan,nan,nan,nan,nan,nan
1691712000,258834,Way of the Hunter: Tikamoon Plains,"[6, 167, 169]",Missing,Venture out into this exotic new hunting ground in the heart if Africa Enjoy a new hunting adventure using a broad range of equipment now also including Bows and meet wild animals like Buffalo Hyena Wildebeest Honeybadger and Gemsbok,"[13, 14, 31]",Missing,nan,nan,nan,nan,nan,nan
1692057600,258258,World of Outlaws: Dirt Racing - 23 Edition,"[49, 130, 169]",Missing,The Official Game of The World of Outlaws built in collaboration with iRacing,"[10, 13, 14]",Missing,nan,nan,nan,nan,nan,nan
1692230400,257945,Quantum: Recharged,"[6, 48, 49, 130, 167, 169]",Missing,Dodge and encircle your enemies in this neondrenched revival of the oneofakind arcade classic,[33],Missing,0.0,0.0,0.0,0.0,0.0,0.0
1693440000,257055,Tenebris Pictura,"[6, 48, 49, 167, 169]",Youll be plunged back to the Victorian era playing the role of a paranormal investigator with psychic abilities who has landed in a misty convoluted island brimming with mystery You were invited there by an old friend to investigate his daughters disappearance Before long youre embroiled in a supernatural mystery linked with a shady sect and sightings of extraterrestrial beings that appear to have escaped from a strange collection of paintings with dubious origins,Exploration ghost hunting and puzzles in the Victorian era,"[25, 31]",Missing,0.0,0.0,0.0,0.0,0.0,0.0
1693267200,256293,The Making of Karateka,"[6, 48, 49, 130, 167, 169]",Missing,Play the history Go behind the scenes of Jordan Mechners landmark game Karateka in this interactive documentary from Digital Eclipse with archival materials video features and more Experience pixelperfect versions of this legendary game with allnew features,"[4, 8, 31]",Missing,5.8,6.5,0.0,90.0,2.0,2.0
1692230400,255877,Marble It Up! Ultra,"[6, 48, 49, 130, 167, 169]",Missing,Marble It Up Ultra is the pinnacle of marble platforming from the minds behind Marble It Up and Marble Blast Worldclass level design butterysmooth controls gorgeous visuals and exhilarating multiplayer  welcome to the ultimate marble experience  Roll through an extensive singleplayer campaign filled with dangerous obstacles mindbending paths shifting gravity bouncy floors and potent powerups  Embrace the five competitive and chaotic multiplayer modes Team up to hunt gems score goals escape zombies and prove your marble mettle online Blast your way to glory  Unlock a magnificent collection of marbles trails and hats Find hidden trophies earn medals and play online  all while earning your next piece of marble fashion  Push yourself to the next level Hunting achievements and climbing the Global Leaderboards are surefire ways to become a marble master Weekly Challenges add new modifiers to levels for a fresh new way to compete each week  Get ready to roll,"[8, 9, 10, 14, 32, 33]",Missing,2.14,8.5,0.0,50.0,1.0,3.0
1690934400,255689,Atomic Heart: Annihilation Instinct,"[6, 48, 49, 167, 169]",Missing,Continue the story in the Annihilation Instinct DLC and learn what happened to this dystopian world after the climax of Atomic Heart Prepare to embark on a journey through the new mindbending Mendeleev Complex and its surrounding swamps and discover the truth about NORA as Major P3 is pulled back into Facility 3826 Survive vicious shapeshifting new enemies and take them down using two cunning new weapons  ranged one the Secateur and melee one the Klusha  as well as your gloves new TechnoStasis ability allowing you to manipulate time itself Meet a new enigmatic character as well as returning ones in surprising circumstances and dive deep into the AIs insanity to curb its Annihilation Instinct,"[5, 12, 31]",Missing,nan,nan,nan,nan,nan,nan
1693440000,254216,Starfield: Constellation Edition,"[6, 169]",Missing,In this next generation roleplaying game set amongst the stars create any character you want and explore with unparalleled freedom as you embark on an epic journey to answer humanitys greatest mystery,Missing,Missing,nan,nan,nan,nan,nan,nan
1693440000,254215,Starfield: Premium Edition,"[6, 169]",Missing,Starfield is the first new universe in over 25 years from Bethesda Game Studios the awardwinning creators of The Elder Scrolls V Skyrim and Fallout 4 In this next generation roleplaying game set amongst the stars create any character you want and explore with unparalleled freedom as you embark on an epic journey to answer humanitys greatest mystery  Premium Edition includes  Starfield Base Game  Shattered Space Story Expansion upon release  Up to 5 days early access  Constellation Skin Pack Equinox Laser Rifle Spacesuit Helmet and Boost Pack  Access to Starfield Digital Artbook  Original Soundtrack,Missing,Missing,nan,nan,nan,nan,nan,nan
1691625600,252842,Overwatch 2: Season 6 - Invasion,"[6, 48, 49, 130, 167, 169]",The world has been thrust into chaos when a global invasion by a rogue group of machines threatens humanity and it will be up to a new generation of heroes to save the day,Introducing Overwatch 2 Invasion an allnew adventure and the biggest content drop to date Immerse yourself in the highly anticipated Story Missions play as a new Support hero hone your skills with Hero Mastery Missions take aim at the Firing Range and group up with friends in an all new Coop experience,"[5, 15]",Missing,nan,nan,nan,nan,nan,nan
1693440000,252825,Teenage Mutant Ninja Turtles: Shredder's Revenge - Dimension Shellshock,"[6, 48, 49, 130, 167, 169]",Missing,Chaos The Neutrinos crash the Turtles latest pizza party The teenagers from Dimension X are in dire need of help Shredder is seeking to conquer the multiverse itself,"[31, 32]",Missing,0.75,0.75,0.0,78.0,5.0,3.0
1692057600,252388,Madden NFL 24: Deluxe Edition,"[6, 48, 49, 167, 169]",Missing,FieldSENSE  INCREASED CONTROL AND REALISM More realistic character movement and smarter AI gives you control to play out your gameplay strategy with the confidence to dominate any opponent in Madden NFL 24,"[13, 14]",Missing,nan,nan,nan,nan,nan,nan
