first_release_date,genres,id,name,platforms,summary,rating,storyline,main,extra,completionist,review_score,review_count,people_polled
1327276800,"[8, 9, 31]",2175,The Cave,"[3, 6, 9, 12, 14, 34, 39, 41, 49, 72]",SEGA of America Inc and Double Fine Productions have joined forces with legendary game designer Ron Gilbert to create The Cave In this 2D puzzle action and adventure game players will assemble a team of three from seven unlikely adventurers each with their own unique personalities and stories From there you will descend into the mysterious depths to explore locations including a subterranean amusement park and a medieval castle not to mention a fully armed and readytolaunch nuclear tipped ICBM The Cave awaits,71.85818083473278,Missing,4.66,7.41,13.79,71.0,245.0,321.0
1326758400,[8],94073,Dustforce,"[6, 9, 12, 46]",Clean up the world with style,71.23601618169275,Missing,33.79,34.85,44.84,75.0,52.0,24.0
1326153600,[5],1012,Gotham City Impostors,"[6, 9, 12]",Take to the mean streets of an unhinged Gotham City and create your very own Impostor to gun down the dogooding Bats or the heinous Jokerz    Gotham City Impostors is a firstperson shooter multiplayeronly video game set in the universe of DC Comics Batman Developed by Monolith Productions and published by Warner Bros Interactive Entertainment the downloadable game is played from the perspective of two teams each trying to kill the other one with people dressed like Batman and the other with people dressed like his archenemy The Joker The game is a six versus six first person shooter multiplayer game featuring customizable characters Players take on the role of either amateur vigilantes the Bats or villains the Jokerz The game features a range of both traditional and imagined weapons,69.73134248133864,Missing,6.0,52.64,0.0,66.0,47.0,4.0
1327968000,"[4, 13, 15, 33]",1013,SoulCalibur V,"[9, 12]",SOULCALIBUR V the latest entry in the premier weaponsbased headtohead fighting series continues the epic struggle of warriors in search for the legendary Soul Swords SCV takes place 17 years after the events of SOULCALIBUR IV and continues the epic story of warriors in search of the legendary Soul Swords in 17th century Europe The heroic battles transpire in a beautiful and fluid world with eyepopping graphics and visual appeal SOULCALIBUR V tunes the battle movement and visual systems so players can pull off cool dynamic attacks with ease and battle with complete freedom A new dawn rises in the eternal struggle between the mighty Soul Swords,68.72950622412633,Missing,2.59,19.01,135.54,70.0,143.0,105.0
1326758400,Missing,78454,Saints Row: The Third - Genkibowl VII,"[6, 9, 12]",Professor Genki invites you to be the main contestant on Genkibowl VII Featuring games themed by the Genki Girls Angry Tiger Sexy Kitten and Sad Panda see if you can beat Genkibowl and gain them and reporter Tammy Tolliver as homies,62.7977195493919,Missing,nan,nan,nan,nan,nan,nan
1327968000,"[5, 25]",22874,Dead Island: Ryder White,"[6, 9, 12]",The Ryder White DLC is an expansion for Polish action roleplaying survival horror game Dead Island It expands a main story but this time we can experience the events from a newly playable character perspective Ryder White  one of the antagonists of main game As a commander of Banoi Island Defence Force he tries to contain a zombieinfested island He also has to find a cure for his infected wife Emily  New content includes only a singleplayer campaign and is said to have a several hours of gameplay It also adds two brandnew blueprints weapons,60.11773181622431,Missing,nan,nan,nan,nan,nan,nan
1326931200,"[15, 32]",1057,Unstoppable Gorg,"[6, 12, 14, 39]",Revolutionary Tower DefenseDANGER Earth is under attack from a vast armada of flying saucers Only you can stop the invasion of these relentless alien monsters  dont let a single one through Get ready for a revolution in tower defense that will send you spinning Defend the solar system by sending satellites into orbit around planets moons and space stations Create the perfect defense by rotating orbits to move your satellites into the best positions Do you have what it takes to defeat the Gorg and save the solar system Find out in more than 40 levels of thrilling tower defense action inspired by classic scifi films from the 1950s,60.0,Missing,4.3,7.33,11.83,68.0,9.0,12.0
1327968000,[5],3215,Neverdead,"[9, 12]",NEVERDEAD begins in the waking hours of peace and calm when the world is under threat of being consumed by a demonic plague Centuries have passed since the world succumbed to an unforeseen shadow of evil and a hero was made an immortal by demons These demons have risen once again in the present day causing unrelenting mayhem reinforced by destructible environments within the game Now using his immortalic regenerative powers reassembling his own body to evade death the hero carries out the only salvation the world will know for he is Never Dead,51.52073564110472,Missing,8.48,10.06,13.46,52.0,39.0,33.0
1326499200,"[13, 31, 32, 34]",33198,"Don't Die Dateless, Dummy!","[6, 12]",Choose your route carefully and win the heart of a special girl or you might end up a level 30 wizard Will you walk the path of a changed man or will your magical powers be unleashed,50.0,Missing,0.0,0.0,2.25,0.0,0.0,1.0
1326844800,[8],16284,Scary Girl,"[6, 9, 12]",In this sidescrolling action game you play as Scarygirl  a girl who has been adopted by a giant intelligent octopus and is trying to figure out who the man haunting her dreams is Traverse unique extremely vibrant colorful and magical worlds in a seamless mix of 2D and 3D platforming action You can go it alone in singleplayer mode or grab a friend and team up in coop gameplay and fight alongside Bunniguru  the giant kungfu rabbit And as you advance youll be able to purchase new weapons and new moves and discover countless secrets along the way Its a mesmerizing fairytale but the creepycute toughasnails Scarygirl is no damsel in distress,50.0,Missing,5.17,5.54,37.0,48.0,5.0,6.0
1327363200,[15],10017,Babel Rising,"[5, 6, 9, 12]",Babel Rising puts you in the sacred sandals of the great and angry Almighty God Bring to bear scorching and wrathful powers to smite arrogant humans and prevent them from building the tower of Babel You shall hurl bolts of holy lightning summon punishing earthquakes and unleash vengeful floods upon the foolish and irreverent Humans  This nextgen version of the critically acclaimed iPhone game adds something new to its original gameplay Thanks to 3D and motion control player can now enjoy an epic peplum experience,50.0,Missing,2.74,4.5,7.61,45.0,6.0,11.0
1326240000,[31],3416,Amy,"[9, 12]",From the original creator of Flashback Amy is an innovative survival horror title The cooperative gameplay featured in Amy is a deep and unique system that requires players to strategize in order to protect Amy and keep both characters alive Unlike other games with a secondary character Amy is neither a super warrior nor a docile character that follows along Players must use Amys size and special abilities to their advantage by keeping her close in order to ward off the virus and having her complete tasks that Lana cant For both to survive Lana must stop at nothing to keep Amy safe,35.6169439707017,In the small town of Silver City Midwest USA in the year 2034 a comet strike has brought havoc on humanity and unleashed a deadly virus that has infected almost everyone Lana has just regained consciousness in the midst of all the mayhem The world she once identified with seems to have been torn to Hell and most of the people she knew have now become part of a wild horde Lana feels the virus beginning to infect her and knows she must run as far as possible to escape the nightmare But then there is Amy a seemingly defenseless eightyearold autistic girl who has curious powers Together they must fight or run from the infected humans demons and the military in the hope of not only saving each other but also the future of humanity,4.64,0.0,7.08,39.0,14.0,5.0
