,id,name,platforms,summary,genres,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,270608,Noyd,[12],Xbox Live indie game by Bog Turtle Games LLC,Missing,Missing,Missing,,,,,,
1,260043,Chrome Wolf,"[6, 34, 48, 49, 130, 167, 169]",Enjoy tank fights in a tale of fleeting memories and the lives of freedom fighters,[12],Missing,Missing,0.0,11.97,0.0,0.0,0.0,1.0
2,254877,MInecraft: Marvel Avengers Skin Pack,[49],Missing,Missing,Missing,Missing,,,,,,
3,227047,LEGO Marvel Super Heroes: Super Pack,"[6, 48, 49]",Get ready for bricksmashing action with more Super Heroes and Super Villains plus new vehicles and races Play as fan favorites Dark Phoenix Winter Soldier Symbiote SpiderMan Hawkeye Falcon and Beta Ray Bill,[31],Missing,Missing,,,,,,
4,172592,The Raven: Legacy of a Master Thief - Episode 2,[12],The Raven Legacy of a Master Thief is a thrilling crime adventure in three episodes This thrilling crime adventure  full of twists and turns  immerses you in both sides of the story combining elements of classic whodunit and heist stories Cinematic presentation with hundreds of camera angles and dozens of cutscenes Optional puzzles and scoring system for adventure game veterans Notebook and help function for adventure game newcomers,"[2, 31]",Paris 1960 Europe is in the grip of the gentleman master thief The Raven His burglaries are spectacular and he always emerges unscathed Young hotshot investigator Nicolas Legrand stuns the public when he confronts the master thief and fatally wounds him London 1964 An ancient ruby  one of the legendary Eyes of the Sphinx  is stolen from the British Museum At the crime scene a raven feather Is somebody trying to follow in the Ravens footsteps  Legrand is back on the case At the same time in Zurich a phone rings Constable Anton Jakob Zellner looks up from behind a mountain of files He has no idea what lies hidden in a bank vault just a few hundred meters away from him As he reaches for the receiver his life takes a crucial turn,Missing,,,,,,
5,150642,Bioshock & Borderlands: The Shooter Collection,"[9, 12]",A compilation that includes   BioShock  Borderlands,[5],Missing,Missing,,,,,,
6,127057,The Walking Dead: Season Two - Episode 1: All That Remains,"[6, 9, 12, 14, 39, 46, 48, 49]",With the loss of Lee Everett and almost everyone else she could call a friend bearing down on her mind Clementine continues to make the best of a life that gives new meaning to pain With only memories and a pack on her back what will Clementine find next,"[2, 31]",Missing,Missing,,,,,,
7,112897,Sonic the Hedgehog 2,"[6, 34, 39, 48, 49, 74, 130, 167, 169]",One of the best selling SEGA games of all time  Sonic The Hedgehog 2 is now available for free on mobile Rediscover SEGAs super Sonic masterpiece  Dr Eggman is back to his old tricks trying to find the seven Chaos Emeralds that will enable him to complete his ultimate weapon the Death Egg Only the triple threat of Sonic Tails and Knuckles can defeat him in this remaster from the team behind Sonic Mania  Sonic The Hedgehog 2 joins the everincreasing lineup of SEGA Forever a treasure trove of free SEGA console classics brought to life on mobile for the first time,"[8, 33]",Missing,Missing,,,,,,
8,106237,Killer Instinct Classic,[49],The smash arcade classic returns in all its glory Shadowy conglomerate Ultratech has organized a merciless fighting tournament of unprecedented scope and brutality Lured by Ultratechs promises or driven by their own motives fighters from all over the world have gathered to compete including a mysterious warrior monk a disgraced heavyweight boxing champion a convict made of living flame and the reanimated skeleton of an ancient warrior Who among them has a true Killer Instinct,[4],Missing,Missing,,,,,,
9,76983,Tom Clancy's Splinter Cell: Blacklist - Upper Echelon Edition,"[9, 12]",The United States has a military presence in twothirds of countries around the world and some of them have had enough A group of terrorists calling themselves The Engineers initiate a terror ultimatum called the Blacklist  a deadly countdown of escalating attacks on US interests  The pper Echelon Edition features  Steelbook containing  Map of the conflict zone  Upper Echelon operational suit  Upper Echelon goggles Gold  Bonus Mission,"[5, 24]",Missing,Missing,,,,,,
