,id,name,platforms,summary,genres,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,246614,Marvel Ultimate Alliance & Forza Motorsport 2,[12],The standard edition of Ultimate Alliance was also released as a companion with Forza Motorsport 2 in specially marked Xbox 360 consoles in 2007,Missing,Missing,Missing,,,,,,
1,165468,Sensible World of Soccer,"[6, 12]",Sensible World of Soccer is the classic 90s football game reborn with enhanced graphics Take on your friends online now in this fantastic pick up and play football game Play a quick game or manage your team over a full season with a fully immersive tactics editor  In 2006 Codemasters announced a new version of Sensible World of Soccer developed by Kuju Sheffield for the Xbox 360 to be released in summer 2007 on Xbox Live Arcade It features both the classic retro visuals of the original SWOS as well as new improved high definition graphics and retains the exact gameplay of the 9697 version of Sensible World of Soccer Due to problems with the games network performance the release was delayed in order for significant proportions of the network code to be rewritten After missing several previous release dates the game appeared on Xbox Live Arcade on 19 December 2007 but was quickly pulled A statement from Microsoft confirmed that an incorrect version of the game had been made available in which online play was not possible The fixed version of the game was released two days later on 21 December The Windows version was never released,[14],The career game mode in Sensible World of Soccer enables players to manage a club through 20 seasons Basic manager options include a transfer market buysell players  Every team has a squad of 16 players by default Every player has individual skills speed tackling heading finishing shooting passing ball control Player prices are calculated relative to their skills Players can be transferred from other clubs by offering an amount of money andor own players in a part exchange deal To be able to buy stronger players and to keep them it is necessary to earn money with success in the various competitions Job offers from other clubs and also from a national team may roll in depending on the success,Missing,0.0,30.5,36.67,65.0,7.0,4.0
2,150212,Tempest,[12],This update to Ataris Tempest offers players an emulated version of the original arcade graphics as well as Evolved graphics with particle effects lighting and shading Both games feature a classic mode and a speedincreased Throttle Monkey mode  Players must guide their horseshoeshaped craft around the edges of 3D geometric shapes Enemies at the far end of the playing field move toward the player and must be shot before they reach the edge Players can also deploy their SuperZapper once per level to clear the screen of enemies Each level is a different shape and progressive levels add new enemy types and more of them requiring everfaster reflexes  The game only offers online play but two players can control two separate craft and play cooperatively Players try for their highest score which is then uploaded and tracked on the games online leaderboards,[9],Missing,Missing,0.0,0.0,0.0,42.0,5.0,0.0
3,72388,Garden Gnome Carnage,"[6, 12, 34, 39, 82]",Youre a gnome doing bungee jumping off a building trying to push away any Christmas elf or gift coming your way,[33],Missing,Missing,,,,,,
4,67826,Momotaro Dentetsu 16 Gold,[12],Momotaro Dentetsu 16 Gold is a video game in the Momotaro Dentetsu series of board gamestyle video games genre released in 2006 by Hudson Soft,[35],Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
5,47466,Call of Duty 3: Gold Edition,"[6, 12]",Expanding upon Call of Duty 3 the 1 shooter of 2006 Call of Duty 3 GOLD EDITION includes a bonus DVD of exciting content and a key code used to obtain an Xbox Live Marketplace Token for the Call of Duty 3 Valor Map Pack consisting of 5 brand new multiplayer maps for FREE  The followup to the 1 nextgeneration game Call of Duty 3 delivers the intensity of being closer than ever to the fury of combat during the Normandy Breakout the historic campaign that made the liberation of Paris possible and brought the Allies a step closer to Berlin Through a seamless narrative that delivers the rush of unrelenting battle and breathtaking action players assume the roles of four ordinary Allied soldiers American British Canadian and Polish and are thrust onto an authentic living battlefield for an unprecedented variety of combat with advanced highdefinition graphics detailed character animations and explosive onscreen action delivering the most immersive and cinematically intense war experience ever,[5],Call of Duty 3 is a historic firstperson shooter that takes place during World War II The single player campaign is modeled after the Normandy breakout where the British Canadian American Polish and French Resistance forces pushed into the village of Chambois France also known as the Falaise Gap,Missing,,,,,,
6,45179,Mass Effect: Limited Collector's Edition,[12],This Limited Edition includes an artbook a fiction book and a DVD with exclusive video content about Mass Effect  Set 200 years in the future in an epic universe Mass Effect places gamers in a vast galactic community in danger of being conquered by a legendary agent gone rogue A spectacular new vision from legendary developers BioWare Mass Effect challenges players to lead a squad of freedom fighters as they struggle against threatening armies to restore peace in the land  Mass Effect is the first in a trilogy of games with an overarching story As the first human Specter  sworn defenders of galactic peace  your mission is to halt the advancing armies of a legendary agent gone rogue But as you lead your elite team across hostile alien worlds you will discover the true threat is far greater than anyone imagined,"[5, 12]",Missing,Missing,,,,,,
7,21867,Arkadian Warriors,[12],Arkadian Warriors is an action RPG in which players take on the role of an archer soldier or sorceress to save the land of Arkadia alone or with a friend via Xbox Live,[12],Missing,Missing,4.0,7.0,16.83,47.0,7.0,10.0
8,20898,Undertow,[12],Undertow is a sidescrolling game featuring multiplayer combat as well as a 15 level singleplayer campaign that takes you through a war involving the Atlanteans mysterious aliens and whats left of humanity,"[5, 31]",Missing,Missing,4.04,0.0,0.0,60.0,17.0,7.0
9,6956,Dancing Stage Universe,[12],Dancing Stage Universe is next generation bigger louder and jampacked with cutting edge music and exclusive dance tracks Music videos and mind blowing visuals bring the biggest disco in the universe into your home  the absolute essential party game that will get EVERYONE moving,"[7, 31]",Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
