,genres,id,name,platforms,rating,summary,main,extra,completionist,review_score,review_count,people_polled
0,[5],241,Counter-Strike,"[3, 6, 11, 14]",83.51177959337265,Play the worlds number 1 online action game Engage in an incredibly realistic brand of terrorist warfare in this wildly popular teambased game Ally with teammates to complete strategic missions Take out enemy sites Rescue hostages Your role affects your teams success Your teams success affects your role,28.71,68.33,563.75,81,258,44
