,id,name,platforms,storyline,summary,genres,rating,main,extra,completionist,review_score,review_count,people_polled
78,193007,Minabo: A Walk Through Life,"[6, 48, 49, 130, 167, 169]",Missing,Minabo  A walk through life is a social simulation game where you walk the path of life while your turnip grows and thrives or not in its social relationships,"[13, 32]",Missing,,,,,,
79,192309,Ghostwire: Tokyo - Deluxe Edition,"[167, 169]",Missing,Tokyos population has vanished and deadly supernatural forces prowl the streets Use an arsenal of elemental abilities to unravel the truth behind the disappearance and save Tokyo,[31],Missing,,,,,,
80,190478,Murderous Muses,"[6, 48, 49, 130, 167, 169]",Youre hired as a security guard for an art gallery thats showing the final works of Mordechai Grey  a year after he was murdered in his artists loft The police suspect he was killed by one of the six muses he was painting at the time but his murderer has never been caught  After starting your shift you find yourself surrounded by his paintings alone in the gallery with only the haunting voice of your predecessor for company Explore rooms and corridors that werent there before and restore the victims memories by hanging portraits in exhibits with rotating plaques  Can you beat the clockwork gallery to uncover the evidence and identify the killer before your threenight shift is over,Spend three nights in a cursed gallery solving the coldcase murder of Mordechai Grey a tortured artist killed by one of six deadly muses Hang portraits to see into the past whilst solving puzzles and exploring everchanging rooms Will you be artful enough to catch the murderous muse,"[9, 31, 32]",Missing,3.68,5.12,0.0,50.0,1.0,5.0
81,190263,Wild Dogs,"[6, 48, 49, 130]",Missing,The world is under a frantic alien attack Amidst the chaos and with the army virtually subdued the deadliest and most inconsequential pair of specialists are called upon to do what must be done Join the war hunting aliens around the world and in every way possible,"[5, 31, 32]",Missing,0.0,0.0,0.0,0.0,0.0,0.0
82,186528,Coffee Talk: Episode 2 - Hibiscus & Butterfly,"[6, 48, 49, 130, 167, 169]",In a time where people are isolated from each other Coffee Talk is a place where we can reconnect over a cup of warm drink  Its time to revisit your favorite latenight coffee shop and reconnect with your fantasy friends over a warm drink or two You are a barista and your customers arent always humans listen to their stories and influence their hearts with a warm cup of coffee or two,Dust off your coffee machine and prepare your warmest smile to meet your customers again in the second episode of the much loved coffee brewing and hearttoheart talking simulator Coffee Talk Episode 2 Hibiscus  Butterfly,"[13, 31, 32, 34]",Missing,,,,,,
83,185642,Afterimage,"[6, 48, 49, 130, 167, 169]",One of the supreme deities created this vast world called Engardin upon which natural wonders lie everywhere gigantic volcanoes steep canyons deep seas and a tower that soars into the clouds  Encounter fantastic creatures during your journey giant beasts wandering in fire and spirits lurking in the depth of complicated labyrinths Learn about your new friends get to know their pasts and the agendas they hold  Engardin is alive with unknown secrets Venture forth and feel free to explore wherever you like as a brave adventurer Find out the stories that link each area discover a concealed history and the truth of the world,Reveal the hidden secrets of a fantasy land in Afterimage Explore the magnificent landscapes and ruins of an ancient metropolis meeting mysterious colossal beings and adorable roaming spirits along the way The thrilling adventure of this marvelous 2D handdrawn world awaits you,"[8, 12, 25, 31, 32]",Missing,21.9,37.92,49.53,75.0,20.0,33.0
84,172757,De-Exit: Eternal Matters,"[6, 48, 49, 130, 167, 169]",You wake up in a new and intriguing and surrealistic world Where are you What are you doing here Why does everything seem so different Commence a voyage full of questions broken worlds but hopeful people Of strange unexpected sights and grandiose sceneries Discover what happened to the Plane of Memory and help fix it  Set out in a thrilling journey where puzzles stealth platforming and action work as tools to potentiate cinematography story and setting  Death tends to be a taboo subject With DEEXIT we want to open the discussion around these fascinating topics from a more positive perspective thant we usually do You will be able to experience and hear about death from plenty of different perspectives We hope that you will enjoy our ode to life,Embark onto a surrealistic afterlife journey to discover the secrets of the broken and mysterious Plane of Memory in this atmospheric light puzzleplatformer with a hint of stealth Explore a warm voxel world with an intense cinematic approach Dive into this deep reflexive experience meet its inhabitants and save the day,"[8, 9, 31, 32]",Missing,,,,,,
85,152169,Hunt the Night,"[6, 48, 49]",It is the 9th Age of humanity The cycle of day is ruled by humans the night one by horrid creatures Despite its efforts humanity is annihilated with every arrival of the Night  A group of humans calling themselves The Stalkers discovered how to use the power of darkness to their advantage and fought the Night However it was not enough and with every new dawn humanity rose again knowing that with darkness comes extinction  Humanity found the Seal of Night an artifact that allowed them to stop the cycle in an everlasting day In exchange for a blood oath that The Stalkers were willing to pay the sun ruled for hundreds of generations and for the first time hope was a beacon of light Yet fate proved unstoppable and they paid the ultimate price  Now as the Night starts devouring every single glint of light Vesper a Stalker by right and daughter of the traitor will travel a dying land trying to save the last embers of humanity She hunts in a race against destiny as the shadows lengthen both in the world and in her mind,Plunge into a retrostyle actionadventure game that combines a fast skilled gameplay with dark fantasy and lore Play as Vesper a virtuous member of The Stalkers and explore the vast world of Medhram filled with ruins and horrors,"[25, 31, 32]",Missing,9.0,13.83,14.65,78.0,3.0,12.0
86,147516,Kabaret,"[6, 14, 49, 169]",Experience the dark mysticism of Southeast Asia in an interactive art medium  Kabaret unfolds through the eyes of Jebat a cursed boy who is uprooted from his small Penang town to a mystical violent and unforgiving monster realm Astray and lonely in a place of unfathomable cruelty Jebat confronts monsters both supernatural and human in the Kabaret  Get to know the wide cast of characters from Southeast Asian myths and interact with them while brewing tea playing traditional games and all the while putting your humanity at risk  Kabaret is a game that doesnt need to be understood only to be felt,Welcome to the Kabaret  where monsters from Southeast Asian myths and folklores dwell Decipher tea leaves play traditional games and question your humanity  Cursed into a monster Jebat journeys into a realm called the Alam Taken in by the charismatic owner of Kabaret known only as The Caretaker Jebat is tasked with providing tasseomancy services to the dwellers in an effort to gather information on how to break his curse  Each of the mythical creatures who visit the Kabaret come from Southeast Asian folklores and legends Listen to their unique stories give advice through tasseomancy and find a way to break the curse,"[31, 32, 34]",Missing,0.0,0.0,0.0,0.0,0.0,0.0
87,145232,EA Sports PGA Tour,"[6, 167, 169]",Missing,The exclusive home of the Majors EA Sports PGA Tour features Pure Strike for superior golf gameplay powered by ShotLink and unrivaled access to the worlds most exclusive golf courses,"[12, 13, 14]",Missing,0.0,61.63,72.82,88.0,2.0,3.0
88,141505,Stray Blade,"[6, 167, 169]",You discovered the Lost Valley of Acrea Forgotten for millenia except in the ancient legends of the worlds greatest dynasties it was overgrown and savage but unmistakably powerful and you found it Then you died  Now mysteriously revived by a curious creature you find the land besieged with forces each claiming its colossal ruined temples for their empires and warring for dominion over the seat of elemental power hidden at the craters wild heart Prepare to enter the fray in a relentless battle of wits stealth and combat as you race to fathom the valleys ancient powers and harness them against its wouldbe ravagers  Go head to head with fighters of The Golden Order assassins from The Church of The Observer and warriors of The Blackclaw Clan as you explore towering throne rooms of giant godkings and longlost cities And as you uncover their secrets prepare to face even deadlier foes  Persist in your mission with guidance from Boji a native creature whose survival is at stake and who holds the key to yours,What is Stray Blade  Stray Blade is an action RPG where you master intense combat while exploring the ancient ruins of a lost civilization with your adventurous companion  Key Features  Fastpaced intense combat with brutal finishing moves Explore towering throne rooms of giant godkings and longlost cities Experience death as part of your heros journey where every time you get revived something new is waiting for you Every step of your quest to master the Acrean elements brings change to the world,"[12, 25, 31]",Missing,0.0,23.74,0.0,80.0,1.0,3.0
89,133810,Dungeon Drafters,"[6, 48, 49, 130]",Missing,Dungeon Drafters is a mystery dungeon adventure set in a world where magic is cards and cards are magic Explore ancient ruins loot rare cards and employ clever combos to defeat your foes and build the legendary spell deck that could save the world,"[12, 15, 16, 31, 32, 35]",Missing,22.12,40.89,105.71,73.0,2.0,8.0
90,121712,Curse of the Sea Rats,"[6, 48, 49, 130, 167, 169]",Embark on the epic journey of four prisoners of the British empire transformed into rats by the notorious pirate witch Flora Burn To regain their human bodies they will have to fight dangerous bosses uncover the secrets of the vast Irish coast and ultimately capture the witch who cursed them,Embark on an epic handanimated ratoidvania adventure where your crew has been turned into rats by a pirate witch Explore a rich nonlinear world enjoy fun action platforming face challenging bosses and unlock unique abilities  either alone or in local coop,"[8, 12, 31, 32]",Missing,6.86,8.83,0.0,64.0,7.0,11.0
91,119653,Melon Journey: Bittersweet Memories,"[6, 48, 49, 130, 167, 169]",Missing,Melon Journey Bittersweet Memories is a storyexploration game about revisiting a town full of adorable animals with eccentric personalities Yet under its cute and nostalgic surface lies a dark tale of crime and corruption  Play as Honeydew an employee of a huge melon factory and travel to Hog Town where melons are illegal While searching for a missing friend youll have to explore the town and its surrounding areas and speak with suspicious characters in dangerous situations to uncover the truth,"[31, 32]",Missing,3.85,5.5,6.28,68.0,6.0,7.0
92,101445,Gematombe,"[48, 49, 130, 167, 169]",Missing,Gematombe is an actionpuzzlevsgame where you can play oneonone matches against your friends or the computer,"[9, 15, 31, 32, 33]",Missing,,,,,,
93,22395,Boundary,"[6, 48, 49]",It is the near future  We are in the age of rapid developing space travel technology  Thanks to the invention of nano materials with perfect micro geometry a super efficient earthspace travel system called space elevator suddenly made possible to build with only a very manageable cost Within years space elevator burst spread through out the globe Transporting by such elevators is very much affordable Go to space rapidly become practical to everyone  Tired of the heavily crowded and tightly confined earth people flooded into the uncharted ocean of heaven putting hands on everything they can have a grasp  Merchants and pirates mercenaries and outlaws government and rebels they eat and got eaten  It is the Boundary between the old style life and the new one the age of universal discovery and great competition is coming,A multiplayer tactical spacebased shooter that puts players in the role of a heavily armed astronauts in space engaging in fierce zero gravity firefights Fully customizable loadouts weapons and ammo types across 6 classes of Astronaut for players to choose from in multiple game modes,"[5, 24]",Missing,0.0,0.0,0.0,65.0,2.0,0.0
94,212664,Sherlock Holmes: The Awakened,"[6, 48, 49, 130, 167, 169]",A Lovecraft meets Sherlock Holmes crossover The Awakened puts you up against the legendary Cthulhu Mythos Investigate a series of mysterious disappearances apparently linked to a dark cult that worships an Ancient God Whatever their plan is you must put a stop to it or face unspeakable consequences  For the first time in his life Sherlock is truly afraid A man of rationale and reason he faces an otherworldly entity that defies all logic and this discovery is as enlightening as it is shattering The pursuit of the truth pushes Sherlock to the verge of madness and its the only story that Watson will never publish  Taking place in 1884 The Awakened lifts the curtain on how Sherlock and John mere roommates at the time became the worldfamous crimesolving duo,Experience a nerveracking Lovecraftian adventure rebuilt from the ground up with modern graphics and gameplay Become Sherlock Holmes and find yourself at the heart of the terrifying Cthulhu Mythos as you investigate a series of mysterious disappearances in Europe and the US,"[9, 31, 32]",83.23659136132346,8.76,10.55,10.91,73.0,40.0,65.0
95,201156,Star Wars Jedi: Survivor,"[6, 167, 169]",Star Wars Jedi Survivor picks up five years after the events of Jedi Fallen Order Cal must stay one step ahead of the Empires constant pursuit as he begins to feel the weight of being one of the last remaining Jedi in the galaxy Accompanied by his trusty companion BD1 Cal will meet and ally himself with an array of unique and interesting characters on his journey Jedi Survivor will expand on the series dynamic combat in new and innovative ways In order to survive Cal must learn new skills and grow his connection with the Force,The story of Cal Kestis continues in Star Wars Jedi Survivor a thirdperson galaxyspanning actionadventure game from Respawn Entertainment developed in collaboration with Lucasfilm Games This narratively driven singleplayer title picks up five years after the events of Star Wars Jedi Fallen Order and follows Cals increasingly desperate fight as the galaxy descends further into darkness Pushed to the edges of the galaxy by the Empire Cal will find himself surrounded by threats new and familiar As one of the last surviving Jedi Knights Cal is driven to make a stand during the galaxys darkest times  but how far is he willing to go to protect himself his crew and the legacy of the Jedi Order,[31],81.59977708302335,20.01,33.03,54.58,83.0,535.0,1057.0
96,133866,Cassette Beasts,"[3, 6, 49, 130, 169]",Welcome to New Wirral a remote island inhabited by creatures youve only dreamed of nightmares you hopefully havent and a cast of brave folks who use cassette tapes to transform for battle To find a way home youll need to explore every inch of the island and record monsters to tape to gain their abilities,Grab your cassette player  its time to transform Collect awesome monster forms to use during turnbased battles in this indie openworld RPG Combine any two monster forms using Cassette Beasts Fusion System to create unique and powerful new ones,"[12, 15, 31, 32]",78.96104442544177,18.76,26.12,51.81,81.0,67.0,112.0
97,133208,Roots of Pacha,"[3, 6, 14, 48, 49, 130, 167, 169]",Discover gather and farm vegetables and herbs Explore the surrounding wilderness to find animals to befriend and domesticate fish the shallow and deep waters to see what lies in their depths and mine the darkest caves filled with mysteries and secret powers,Roots of Pacha is a coop farming and life simulation game set in the stone age where you and your clan just settled in a promised and fertile land By connecting with nature at your own pace youll help your clan evolve develop culture and relationships and discover the mysteries of Pacha mother nature,"[12, 13, 31, 32]",78.47769028871392,30.85,52.5,0.0,73.0,8.0,6.0
98,152124,Bramble: The Mountain King,"[6, 48, 49, 130, 167, 169]",A shy boy and his adventurous older sister sneak out from their home at night and wander deep into a nearby forest As they explore an old ancient ruin the ground suddenly collapses and they tumble down through a sinkhole to the lost and magical world of Bramble  Together they explore Bramble and befriend curious and strange spirits However not all of the creatures that they meet are friendly The siblings are taken by surprise as a huge troll traps them The troll abducts the sister leaving the younger brother lost in despair  Without his older sister and role model the shy boy is lost He needs to find strength inside of him and grow up fast in order to face all the horror and monsters ahead of him When he embarks on this journey to reunite with his sister he also unravels a dark curse that has sickened the world He soon realizes that something dangerous is lurking in the shadows below the mountains,Bramble The Mountain King is a grim adventure set in a world inspired by dark Nordic fables  Explore the beautiful yet dangerous and twisted land of Bramble in your endeavour to rescue your sister Traverse a wondrous landscape and survive deadly encounters with Brambles many hideous creatures  Not everything in Bramble is exactly how it seems  in this strange land with creatures big and small you must be careful when to approach and when to hide Many hungry and spiteful beasts lurk in these forests and caves Watch your step,"[8, 9, 31, 32]",76.10500100566283,4.63,5.05,6.88,77.0,204.0,280.0
99,233676,Road 96: Mile 0,"[6, 48, 49, 130, 167, 169]",Intrigued by his dark demeanor Zoe gets closer to Kaito and the two develop a strong friendship This budding friendship with Kaito eventually exposes Zoe to disturbing truths about her country and even her own father Through this newfound relationship players will discover what made Zoe flee her home and the truth behind the 1986 Border Attack that sets off the events of Road 96,The prequel to Road 96 Play Zoe and Kaito where it all started Challenge your beliefs,"[7, 9, 31, 32]",71.10812323755331,4.67,5.29,7.47,67.0,31.0,40.0
100,111090,Tin Hearts,"[6, 48, 49, 130, 163, 167, 169]",Missing,Guide squads of tin soldiers to safety through this magical toy filled world A beautiful VR puzzle game with a heartfelt story Are you guiding the soldiers or are they guiding you,"[8, 9, 15, 31, 32]",70.0,0.0,0.0,0.0,80.0,1.0,0.0
101,239302,The Mageseeker: A League of Legends Story,"[6, 48, 49, 130, 167, 169]",Missing,Developed by Digital Sun creators of Moonlighter The Mageseeker A League of Legends Story is an action RPG that takes place in the League of Legends universe In the kingdom of Demacia the Mageseekers hold the power to oppress magicusing citizens in the name of public orderby inducting and indoctrinating them locking them away or driving them into hiding  Play as Sylas a spellstealing mage who has just broken free of his unjust captivity at the Mageseekers hands Wielding the chains that once bound you you must liberate your homeland from tyranny one Mageseeker at a time,"[12, 31, 32]",67.50272215707251,8.29,12.72,14.51,76.0,30.0,76.0
102,7329,Dead Island 2,"[6, 48, 49, 167, 169]",Missing,The muchloved zombie saga is back with a unique formula of horror dark humor and over the top zombieslaying spanning an epic pulp adventure  Dead Island 2 is thrilling FirstPerson Action RPG stylish vibrant and flooded with zombie infection Explore iconic goredrenched Los Angeles Meet largerthanlife characters Slay countless foes in exquisitely bloody detail And evolve to become the ultimate Zombie Slayer,"[5, 12, 25, 31]",67.28786973452968,15.07,23.11,35.8,76.0,155.0,240.0
103,191402,Disney Speedstorm,"[6, 48, 49, 130, 167, 169]",Missing,Drift into the ultimate herobased combat racing game set on highspeed circuits inspired by Disney and Pixar worlds Master each characters unique skills on the racetrack and claim victory in this thrilling arcade racing experience,"[10, 13, 14, 31, 33]",65.28650037320557,5.4,18.0,20.0,59.0,7.0,4.0
104,204622,The Last Case of Benedict Fox,"[6, 49, 169]",Descend into a limbo of decaying memories as Benedict Fox a selfproclaimed detective bound to his demon companion Use that unholy bond to explore the minds of the recently deceased in search of clues as you uncover the mysteries of a massive decrepit mansion  the site to a young couples grisly murder and the disappearance of their child Immerse yourself in a dark intriguing world full of secret organizations forbidden rituals and coldblooded crimes in an arcane adventure brought to life through a fascinating Burtonesque art style,Take on the last case of Benedict Fox and dive into a twisted world of secret organizations forbidden rituals and coldblooded murders Explore the memories of deceased victims as you search for clues and fight demons in this fantastical Lovecraftian Metroidvania,"[8, 25, 31, 32]",62.58493434130657,10.92,15.11,17.41,64.0,49.0,83.0
105,204621,Minecraft: Legends,"[6, 48, 49, 130, 167, 169]",Missing,Learn the story of Minecraft Legends and explore its new yet familiar world while experiencing the Minecraft Universe in an exciting new way in this new action strategy game,"[15, 33]",59.93757896393788,,,,,,
