,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,"[13, 31]",254262,Minecraft: Ice Age,"[6, 34, 39, 48, 49, 130, 169]",Ice Age freezes the overworld in this mammoth mashup Discover the lost world of dinosaurs and acorns aplenty with the help of Baby Scrat Its time to get Buck Wild,Missing,Missing,,,,,,
1,[5],248425,Hell Let Loose: Tropic Fever,[169],Pack Includes  US Jungle Frogskin Uniform for the following roles Rifleman Support Medic Sniper Auto Rifleman Heavy MG Spotter Assault Engineer AntiTank and Officer  US Jungle Frogskin Helmet for the following roles Rifleman Support Medic Sniper Auto Rifleman Heavy MG Spotter Assault Engineer AntiTank and Officer,Missing,Missing,,,,,,
2,"[12, 15, 16, 35]",246295,Dark Quest 3,"[6, 48, 49, 130]",A roguelite tabletop that mixes card based exploration with turn based combat Create your party draw adventure cards roll dice and fight monsters to defeat the sorcerer and his magic,Missing,Missing,,,,,,
3,"[31, 32]",245168,Sherlock Holmes: Chapter One - Clergyman Cassock,"[6, 48, 167, 169]",This DLC includes the following items  Clergyman Cassock,Missing,Missing,,,,,,
4,[5],241834,Hunt: Showdown - Bridgewater's Honor,[49],This DLC contains one Legendary Hunter and three Legendary Weapons   Sgt Bridgewater one hunter  Honor Above one weapon  Standard Issue one weapon  Arlington Grave one weapon,Missing,Missing,,,,,,
5,[15],231765,Stellaris: Console Edition - Nemesis,[49],Nemesis is an expansion to Stellaris in which you will be able to determine the fate of a destabilizing galaxy Adding espionage tools a path to power as the Galactic Custodian  or the Menace option to become the crisis  Nemesis gives you the most powerful tools ever available in Stellaris,Missing,Missing,,,,,,
6,Missing,230986,WWE 2K22: Most Wanted Pack,[49],Missing,Missing,Missing,,,,,,
7,[5],230982,Generation Zero: Resistance Weapons Pack,"[6, 48, 49]",When times get tough tenacious Resistance fighters need to find more creative ways to keep their armory stocked with effective weapons With less ammo around the Resistance of Östertörn have started building their own weapons to keep fighting the machine invasion Despite their more makeshift nature these new weapons are proving to be both efficient and deadly,Missing,Missing,,,,,,
8,Missing,227111,Evil Dead: The Game - The Classics Bundle,"[49, 169]",Go old school with The Classic Bundle for Evil Dead The Game in a variety of outfits that take the team back to their roots along with some fiery demonic outfits,Missing,Missing,,,,,,
9,"[12, 31]",225612,Vampire: The Masquerade - Swansong Artifacts Pack,"[6, 48, 49, 130, 167, 169]",Start the adventure with 3 personal items for Galeb Emem and Leysha that can be equipped and provide one bonus and one penalty You also start with 3 pouches of blood from the Princes personal reserve Make sure you use them wisely,Missing,Missing,,,,,,
10,"[12, 31]",225611,Vampire: The Masquerade - Swansong Victoria Ash,"[6, 48, 49, 130, 167, 169]",Victoria Ash played by Jessica Chobot guest star in LA by Night is the highestprofile Toreador in the Camarilla and Emems mawla She is passing through Boston and has a favour to ask of you,Missing,Missing,,,,,,
11,"[12, 31]",225608,Vampire: The Masquerade - Swansong Alternate Outfits Pack,"[6, 48, 49, 130, 167, 169]",Change the way your heroes look with this pack of 3 alternative outfits for Galeb Emem and Leysha,Missing,Missing,,,,,,
12,Missing,224157,"War Thunder: ""Wings of Victory"" Bundle","[49, 169]",This pack includes  Dolgushins La7 Pack Golovachevs Yak9M Pack Prendergasts Spitfire FR MkXIVe Pack John Plagis Spitfire Mk IXc Pack George Bostwicks P47M1RE Thunderbolt Pack Ray Wetmores P51D10 Pack,Missing,Missing,,,,,,
13,Missing,224156,"War Thunder: ""Weapons of Victory"" Bundle","[49, 169]",This pack includes  Dolgushins La7 Pack Golovachevs Yak9M Pack Prendergasts Spitfire FR MkXIVe Pack Plagis Spitfire Mk IXc Pack Bostwicks P47M1RE Thunderbolt Pack Wetmores P51D10 Pack A43 Black Prince Pack M10 Achilles Pack IS2 Revenge for the Hero brother Pack T3485E 1945 Pack M18 Black Cat Pack М5А1 5th Canadian Armoured Division Pack,Missing,Missing,,,,,,
14,Missing,224155,"War Thunder: ""Tracks of Victory"" Bundle","[49, 169]",This pack includes  A43 Black Prince Pack M10 Achilles Pack IS2 Revenge for the Hero brother Pack T3485E 1945 Pack M18 Black Cat Pack М5А1 5th Canadian Armoured Division Pack,Missing,Missing,,,,,,
15,[12],224128,Dying Light: Dieselpunk Bundle,"[3, 6, 14, 49]",Go back in time with the new Dieselpunk DLC for Dying Light as you discover historical Volkan Machines equipment crafted for worldclass soldiers and enjoy their unique design in Harran,Missing,Missing,,,,,,
16,"[15, 35]",223762,Wingspan + European Expansion + Seasonal Decorative Pack,"[49, 130]",This bundle includes Wingspan Wingspan European Expansion Wingspan Seasonal Decorative Pack Wingspan is a relaxing awardwinning strategy card game about birds for 1 to 5 players Each bird you play extends a chain of powerful combinations in one of ,Missing,Missing,,,,,,
17,Missing,218480,Marvel's Guardians of the Galaxy & Marvel's Avenger's: Deluxe Bundle,"[49, 169]",Marvels Guardians of the Galaxy You are StarLord The fate of the galaxy and the Guardians is in your hands Time to show the universe what youre made of You got this Probably  Items included in the Deluxe Bundle  SunLord Outfit for StarLord Early Unlock  CityLord Outfit for StarLord Early Unlock  Marvels Guardians of the Galaxy The Hits  Original Video Game Soundtrack Digital Download  Marvels Guardians of the Galaxy The Art of the Game Digital Mini Artbook Digital Download  SocialLord Outfit for StarLord Early Unlock  Marvels Avengers Assemble your team of Earths Mightiest Heroes embrace your powers and live your Super Hero dreams  Items included in this Deluxe Bundle Black Widow  Marvel Studios Avengers Endgame  Hawkeye  Marvel Studios Avengers Endgame  Iron Man  Bleeding Edge  Hulk  Gladiator  Thor  Young Thor  Captain America  Ultimate Patriot  Ms Marvel  Advanced  Kate Bishop  Hawking Bird,Missing,Missing,,,,,,
18,"[5, 24]",217536,Tom Clancy's The Division 2: Warlords of New York - Season 9: Hidden Alliance,"[6, 48, 49, 167, 169, 170]",Hidden Alliance is the ninth season in Tom Clancys The Division 2 This seasons narrative has agents take on Captain Lewis of the True Sons and his lieutenants Castillo Daniels Chang and Xander In addition the season adds 6 new Global Events 4 new Leagues and 2 new Apparel Events,Missing,Missing,,,,,,
19,"[13, 31]",214370,Minecraft: Angry Birds,"[6, 34, 39, 48, 49, 130, 169]",The Pigs are back to their old tricks and its up to you to stop them Playing as Red Chuck Bomb and other members of The Flock your mission is to rescue your friends save the eggs and stop the pesky Pigs grand plans With each rescued bird youll unlock a new playable character with unique skills to help you pop more Pigs and topple more towers,Missing,Missing,,,,,,
20,[4],213074,Nickelodeon All-Star Brawl: Universe Pack,"[6, 48, 49, 130, 167, 169]",Battle it out in Nickelodeon AllStar Brawl with three additional brawlers at a great value Best your foes in the fray with each of these three brawlers and their completely unique moves that are inspired directly from their shows  This pack features  Jenny Wakeman aka XJ9 from My Life as a Teenage Robot  Hugh Neutron from Jimmy Neutron  Rocko from Rockos Modern Life   each with a unique stage and alternate costume,Missing,Missing,,,,,,
21,"[5, 12]",209321,Tom Clancy's The Division 2: Warlords of New York - Season Nine: Hidden Alliance,"[6, 48, 49]",Agents take on Captain Lewis of the True Sons and his lieutenants Castillo Daniels Chang and Xander,Missing,Missing,,,,,,
22,[9],205580,Lab Crisis,"[6, 49]",Lab Crisis is a turnbased puzzle about a robot whos rescuing scientists from a mutantinfested lab The more scientists you grab at once the longer is the chain so be careful,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
23,Missing,205578,Outbreak: Platinum Collection,"[49, 169]",Experience five overwhelming survival horror adventures in the Outbreak Platinum Collection,Missing,Missing,,,,,,
24,Missing,205250,Ace Combat 7: Skies Unknown - Top Gun: Maverick Ultimate Edition,[49],Contains the main game  Ace Combat 7 Skies Unknown  Top Gun Maverick Aircraft set  The Season Pass,Missing,Missing,,,,,,
25,"[5, 31]",205028,Robo Revenge Squad,"[49, 130]",A thrilling twinstick shooter for 14 players Build a combat Robo using everyday objects and fight off alien invaders,Missing,Missing,,,,,,
26,"[5, 12, 31]",205019,Tiny Tina's Wonderlands: Glutton's Gamble,"[6, 48, 49, 167, 169]",Vespers second Mirror of Mystery awaits Fatemakers who are hungry for loot  It takes a strong stomach to face the monster in Vespers second Mirror of Mystery Trouble is brewing as Imelda the Sand Witch unleashes her latest culinary creationa potion that imbues her with a voracious appetite and fearsome strength to boot  To disrupt her devious dinner party youll need to retrace her steps collecting ingredients for her latest recipe while trouncing shrooms crabs and the skeletal Gingerdead Prepare to pepper baddies with bullets flambé your foes with fireballs and sink your teeth into a feast of chaotic fantasy combat,Missing,Missing,0.38,1.12,0.0,60.0,4.0,4.0
27,"[13, 31]",204931,SnowRunner: Land Rover Dual Pack,"[6, 48, 49, 130, 167, 169]",Upgrade your SnowRunner vehicle collection with the Land Rover Dual Pack bringing two generations of the legendary Land Rover Defender faithfully rebuilt for the first time in SnowRunner,Missing,Missing,,,,,,
28,Missing,204273,Atomicrops: Reap What You Bundle,[49],The Atomicrops Reap What You Bundle features the Atomicrops full game and the Reap what you Crow DLC in one fertilized package,Missing,Missing,,,,,,
29,"[12, 31]",204272,Under the Jolly Roger: Complete Edition,"[49, 130]",The Complete Edition includes  Under the Jolly Roger  an openworld pirate RPG with trading diplomacy and mythical bosses  Pirate City  DLC that focuses on the history of Chinese seafaring Travel the high seas as a new female playable character  Jade Sea  a DLC pack that lets players build and develop their own settlements,Missing,Missing,,,,,,
30,Missing,204084,Ace Combat 7: Skies Unknown - Top Gun: Maverick Edition,"[48, 49]",Contains the main game plus the Top Gun Maverick Aircraft Set,Missing,Missing,,,,,,
31,Missing,204082,Shadoworld: The Impossible Escape Game,[49],Missing,Missing,Missing,,,,,,
32,[13],203860,Ace Combat 7: Skies Unknown - Top Gun: Maverick Aircraft Set,[49],Its finally happening A special set in collaboration with the movie Top Gun Maverick featuring 6 aircraft inc originals as well as nicknames and emblems Prepare to pilot new aircraft and take your heroics to new heights,Missing,Missing,,,,,,
33,"[12, 31, 33]",203717,The Diabolical Trilogy,"[49, 130]",The Diabolical Trilogy is a collection of 3 challenging oldschool games including   Xenon Valkyrie A roguelite platformer with RPG elements for hardcore gamers  Riddled Corpses EX Frenetic arcade style twinstick shooter Fight your way through hordes of enemies alone or with a friend  Demons Tier DungeonRPG roguelike with arcade and adventure elements Enter the dungeons of King Thosgar and destroy his demonic minions,Missing,Missing,,,,,,
34,Missing,203514,Kao the Kangaroo: Kaollector Edition,"[48, 49, 130, 167, 169]",Missing,Missing,Missing,,,,,,
35,"[5, 31]",203364,Destroy All Humans!: Clone Carnage,"[6, 48, 49]",Wreak havoc in Clone Carnage This standalone DLC comes with 4 modes 6 maps and up to 4player multiplayer Splitscreen lets you double the damage in local 2player multiplayer Unleash your wild side in Rampage Armageddon Race and Abduction modes,Missing,Missing,,,,,,
36,Missing,202760,Century: Age of Ashes - Bloodshed Edition,[169],The Bloodshed Edition includes the full game Century Age of Ashes and extra rewards  Sacrificial Stone Dragon  Bloodshed Armor Set,Missing,Missing,,,,,,
37,[4],202624,Nickelodeon All-Star Brawl: Jenny,"[6, 48, 49, 130, 167, 169]",Buy the Jenny Pack to unlock the stateoftheart protagonist from My Life as a Teenage Robot Available Now Nickelodeon AllStar Brawl game required sold separately,Missing,Missing,,,,,,
38,"[5, 12, 24]",202604,Destiny 2: The Witch Queen - Season of the Haunted,"[6, 48, 49, 167, 169]",Power depravity vengeance The object of Caluss desire has taken many shapes over the years His onceopulent ship now derelict and corrupted has returned to our galaxyits sights set on the Pyramid ship lying dormant on the Moon,Missing,Missing,,,,,,
39,"[12, 13, 31]",202257,The Sims 4: Little Campers Kit,"[6, 14, 48, 49, 167, 169]",The Sims 4 Little Campers Kit encourages Sims to explore and enjoy the great outdoors with cozy and cunning camping gear Sims can play outdoor games from the safety of their DIY blanket fort with a collection that offers everything a family needs for a night of creative fun,For the Kids  Let the kids take over the backyard with cute furniture playful camping gear and toys Create childhood memories roasting marshmallows with your stuffed sasquatch pal in the glow of a million string lights  A Crafty Look  Thats not a cardboard box  its a car Or a rocket ship Embrace DIY aesthetics with toys blanket forts and even an outdoor projector made out of a bed sheet and other household items,Missing,,,,,,
40,"[12, 13, 31]",202254,The Sims 4: Moonlight Chic Kit,"[6, 14, 48, 49, 167, 169]",With The Sims 4 Moonlight Chic Kit Simmers can discover new styles and dress up for a night to remember in the City of Love Inspired by Parisian designer Paola Locatelli and todays youth fashions these new looks are perfect for all the experiences a Sim will encounter during a night out on the town,Modern Parisian Style  Pair shorts with sneakers for casual fun or dress up your look with some silk or sparkles The youthful fashion of today draws inspiration from classic styles to build something new and trendy  Timeless Romance  A slinky dress flowing shirts and smart jackets are staples that are always in style Help your Sim find that romantic spark with fashions built to last even if the romance doesnt,Missing,,,,,,
41,"[13, 15, 35]",202050,Ogre: Console Edition,"[48, 49]",Ogre is a turnbased strategy game of mechanised warfare requiring tactical decisionmaking and strategic thinking Its the official video game adaptation of the legendary tabletop wargame from Steve Jackson Games developed by the awardwinning Auroch Digital,Missing,Missing,,,,,,
42,[12],201935,Outward: Definitive Edition,"[6, 48, 167, 169]",Outward Definitive Edition delivers the ultimate experience for Outward players  It is not just a visual overhaul but naturally combines the new mechanics and features from Outward and both DLCs The Soroboreans and The Three Brothers to make it feel like a brand new experience Beside the new weapons dungeons and DLCs unique mechanics you can also expect quality of life improvements Adventurers now is your best chance to explore the world of Aurai,Missing,Missing,,,,,,
43,"[5, 13, 15, 24]",201789,Arma Reforger,"[6, 169]",Powered by the new Enfusion engine Arma Reforger lets you fight for supremacy over 51 km2 of incredible island terrain in an authentic Cold War setting or create unique scenarios in realtime with the Game Master curation mode Return to Everon the wardriven microstate from the hit game that started it all Arma Cold War Assault,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
44,[33],201723,Bit Orchard: Animal Valley - Deluxe Edition,"[49, 130]",Alongside the base game our bundle provides you with the Deluxe Theme Pack The DLC includes nice gifts 10 seeds and 100 coins you can also change the colors of your world Upgrade your orchard Sell your apples to earn money and improve your orchard ,Missing,Missing,,,,,,
45,[31],201140,LEGO Star Wars: The Skywalker Saga - Trooper Pack,"[6, 48, 49, 130, 167, 169]",Play as the soldiers of the Empire from Rogue One A Star Wars Story Solo A Star Wars Story and The Mandalorian  Imperial Death Trooper  Incinerator Stormtrooper  Range Trooper  Imperial Shoretrooper  Mimban Stormtrooper,Missing,Missing,,,,,,
