,genres,id,name,platforms,rating,summary,main,extra,completionist,review_score,review_count,people_polled
0,[4],7728,Sonic the Fighters,"[8, 9, 12, 21, 49, 52]",45.98122690388489,Sonic The Fighters is an arcade fighting game in the Sonic the Hedgehog series The game was ported to Sonic Gems Collection for the Nintendo GameCube and PlayStation 2 under its original title in all versions A digital highdefinition port of Sonic the Fighters was also released for the Xbox 360 and PlayStation 3 on November 2012 As of April 2016 the Xbox 360 version of Sonic the Fighters is compatible with Xbox One,0.69,1.08,1.08,59,90,78
