first_release_date,id,name,platforms,summary,genres,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
1661126400,257281,The Fall of Porcupine: Last Days of Summer,[169],New jobs can be tense  especially when youre about to become a doctor Join Finley on an original narrative adventure as you take your first steps in a fresh and exciting world Together experience the Last Days of Summer before a change of seasons stirs up the sleepy town of Porcupine,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1659916800,255116,Guilty Gear: Strive - Ultimate Edition 2022,"[6, 48, 49, 167, 169]",Ultimate Edition 2022 includes the base game Guilty Gear Strive Season Pass 1 Season Pass 2 and the Ultimate Edition Contents Kit Early purchasers of the Xbox releases from release till April 13th also got the exclusive Special Colors for Sol and Ky  Season Pass 1 includes 5 characters 2 stages an exclusive story expansion and the Additional Character Color Pack which adds 5 color variations for all 20 characters available with Season Pass 1  Season Pass 2 includes 4 characters 2 stages and the Additional Character Color Pack 2 which adds 6 color variations for the 4 characters added in Season Pass 2  Ultimate Edition Contents Kit includes the Digital Soundtrack Digital Artwork and the Ultimate Edition Special Colors which adds 1 color variant for all 20 characters available with Season Pass 1 A color variant in Additional Character Color Pack 2 matches the Ultimate Edition Special Colors for Season Pass 2 characters  Delisted on August 24th 2023 with the release of Season Pass 3 and the Daredevil Edition,[4],Missing,Missing,nan,nan,nan,nan,nan,nan
1659916800,254967,Guilty Gear: Strive - Season Pass 2,"[6, 48, 49, 167, 169]",Season Pass 2 includes 4 characters 2 stages and a color pack with 6 variations for the new characters,[4],Missing,Missing,nan,nan,nan,nan,nan,nan
1659916800,254966,Guilty Gear: Strive - Additional Character Color Pack 2,"[6, 48, 49, 167, 169]",An additional color pack including 6 colors for the 4 additional characters of GGST Season 2 total of 24 colors,[4],Missing,Missing,nan,nan,nan,nan,nan,nan
1659571200,248426,Hot Wheels: Hot Rod Customization Pack,[49],Fanatics of the World of Customs rejoice This Pack is dedicated to the iconic Hot Rods Bring the vintage culture of the Garage directly into your Basement and customize environment and Unleashed Profile with themed graphics,[10],Missing,Missing,nan,nan,nan,nan,nan,nan
1661817600,248420,Destroy All Humans! 2: Reprobed - Skin Pack,[169],Tuxedo Mankini or sparkly Unicorn  10 special skins for Crypto the king of evil aliens himself Fly high with 4 special skins for his trusty saucer Dress for the ocassion dress for the invasion,"[5, 31]",Missing,Missing,nan,nan,nan,nan,nan,nan
1659916800,243681,Fall Guys: Crow Pack,"[6, 48, 49, 130, 167, 169]",Thisll give you something to crow about  Bundle Includes Crow Costume Upper and Lower 600 x ShowBucks,[8],Missing,Missing,nan,nan,nan,nan,nan,nan
1660867200,243668,Madden NFL 23,"[48, 49]",Play your way into the history books in Madden NFL 23 Control your impact with every decision in allnew ways Call the shots in Franchise with free agency and trade logic updates play your way into the history books in Face of the Franchise The League and assemble the most powerful roster in all of Madden Ultimate Team,[14],Missing,Missing,17.56,151.92,1080.77,60.0,18.0,14.0
1661126400,237338,The Elder Scrolls Online: Lost Depths,"[6, 14, 48, 49]",Out at sea or in the heart of a druid grove the Legacy of the Bretons yearlong story sails on An ancient enemy rises to threaten the peace of Earthen Root Enclave and dark storms erupt from Graven Deep The earth trembles before the next DLC,[12],Missing,Missing,nan,nan,nan,nan,nan,nan
1660694400,228681,Boyfriend Dungeon: Secret Weapons,"[6, 49, 130]",The Secret Weapons DLC comes with a brandnew dunj three new weaponsslashlove interests and more,"[25, 32, 34]",Missing,Missing,nan,nan,nan,nan,nan,nan
1660003200,222785,PUBG: Battlegrounds - Season 19,"[6, 48, 49, 167, 169]",A new gun car and gear for Deston a custom lobby and a new collaboration with a killer franchise Assassins Creed,[5],Missing,Missing,nan,nan,nan,nan,nan,nan
1660176000,222661,Tiny Tina's Wonderlands: Shattering Spectreglass,"[6, 48, 49, 167, 169]",Unleash elemental fury as the allnew Blightcaller Shattering Spectreglass introduces an additional Fatemaker class a bevy of customization options and an enormous multiheaded wyvern to hunt down and destroy,"[5, 12, 31]",Missing,Missing,0.42,0.97,0.0,40.0,2.0,3.0
1659657600,216120,Alphadia Neo,"[6, 34, 39, 48, 49, 130, 167, 169]",Use up to three styles for each character in turnbased battles to get benefits from recovery to fighting styles Increase Energi levels by raising multiple elementals unique to the Alphadia series and learn new skills The combo skill called Resonant Skill is also the key to victory,"[12, 13, 15, 31]",In a world where battles over Energi the life energy have broken out a young man with no memory meets a princess whose kingdom has been destroyed The gears of fate begin to move little by little in this truly classic fantasy story Cut a way through the path of despair with allies,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1661817600,215559,Aliens: Fireteam Elite - Ultimate Edition,"[49, 130, 169]",Immerse yourself into Aliens Fireteam Elite experience with the Ultimate Edition Included are the base game and the Pathogen expansion with its new campaign new weapons and more Plus both the Endeavor Pass and Veteran Pack,[31],Missing,Missing,nan,nan,nan,nan,nan,nan
1661817600,215136,Back 4 Blood: Children of the Worm,"[6, 48, 49]",Children of the Worm features a brandnew Campaign story  Act 5 that puts you into an epic showdown with a fierce new enemy threat To help combat this unknown adversary this expansion will introduce Prophet Dan a guntoting selfproclaimed preacher of the end times who joins our growing list of Cleaners in their effort to save humanity Children of the Worm also includes exclusive character skins exclusive weapon skins along with new weapons accessories and cards,[5],Missing,Missing,nan,nan,nan,nan,nan,nan
1660867200,214905,Partypit Games,"[49, 82, 132, 169]",Play our games with friends and family using your personal mobile devices and a shared display Have a blast in the same room or sync your screen to join a game from across the globe,"[9, 26, 32]",Missing,Missing,nan,nan,nan,nan,nan,nan
1661472000,214728,NHRA Championship Drag Racing: Speed for All - Deluxe Edition,"[49, 169]",For the dedicated NHRA fan this Deluxe Edition features the NHRA Championship Drag Racing Speed for All base game plus the John Force Racing JFR Pack,[10],Missing,Missing,nan,nan,nan,nan,nan,nan
1661472000,214727,PJ Masks: Heroes of the Night - Complete Edition,"[49, 169]",Go into the night to save the day as Catboy Owlette and Gekko Use your superpowers to explore the world of PJ Masks and find secret collectibles in a platforming adventure for little heroes Can you stop villains Romeo Luna Girl and Night Ninja taking over the world,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1661472000,214721,My Friend Peppa Pig: Complete Edition,"[49, 130, 169]",Start a funfilled adventure with Peppa Pig Create your style meet favorite characters and play in Peppas world Its just like being in the TV show,[31],Missing,Missing,nan,nan,nan,nan,nan,nan
1661817600,214607,Knockout City: Season 7 - Mutant Mutiny,"[48, 49, 169]",Deep deep DEEP under the streets of Knockout City a new kind of brawler is bubbling to the surface What started as a rumor of glowing eyes squishy footsteps and muffled snarls from sewer grates is growing into a revolution of massive proportions The Mutants are here and they want justice  Its a new Season of Knockout City  a new day for brawlers everywhere to discover new cosmetics battle it out in a new dodgebrawl map and meet some legendary mutants along the way,"[4, 5, 31, 32]",Deep under the streets of Knockout City a new kind of brawler is bubbling to the surface What started as a rumor of glowing eyes squishy footsteps and muffled snarls from sewer grates is growing into a revolution of massive proportions The Mutant Mutiny is here for justice,Missing,nan,nan,nan,nan,nan,nan
1661212800,214424,Destiny 2: The Witch Queen - Season of Plunder,"[6, 48, 49, 167, 169]",Eramis awoken from her icy prison by a Dark benefactor has rallied old pirate lords of Eliksni legend to assist her in recovering lost relics of great power unless you plunder them first There is no horizon to reach no edge to your map but there most certainly is treasure Assemble your crew Guardian,"[5, 12, 24]",Missing,Missing,nan,nan,nan,nan,nan,nan
1661472000,214346,Soul Hackers 2: Bonus Story Arc - The Lost Numbers,"[6, 48, 49, 167, 169]",Grants access to The Lost Numbers bonus story arc and new dungeon  Centered around a new Devil Summoner Nana youll experience this sidestory over the course of multiple requests recommended levels ranging 1999 which will appear gradually at Club Cretaceous as you progress through the main story,[12],Missing,Missing,nan,nan,nan,nan,nan,nan
1661299200,214222,Call of Duty: Vanguard - Season Five,"[6, 48, 49, 167, 169]",Everything good must come to an end but bad is forever Last Stand gathers Call of Dutys most notorious villains for an epic finale Deploy as one of four of the biggest villains in Call of Duty history  the charismatic Raul Menendez the ruthless Khaled AlAsad the brainwashed Gabriel T Rorke and the merciless He Seraph ZhenZhen Theyre hellbent on revenge  if its the last thing they do,[5],Missing,Missing,nan,nan,nan,nan,nan,nan
1660867200,213997,A Tale of Paper: Refolded,"[167, 169]",A Tale of Paper Refolded is a puzzleplatformer that tells the story of Line a magical character made of paper who uses origami to change shape Transform into a frog rocket bird and more as Line embarks on an emotional journey to fulfill the dream of its creator,"[8, 9, 31]",Missing,Missing,2.39,2.48,3.97,67.0,6.0,11.0
1661472000,213840,Cube Farmer,"[6, 49, 130, 169]",Cube Farmer is a puzzle game where your goal is making the plantation grow on the island To do this you need to put the water cube in the correct position that is indicated in the archipelago and then go to the next island,"[9, 15, 31, 32, 35]",Missing,Missing,nan,nan,nan,nan,nan,nan
1661385600,213794,Hidden Shapes: Black Skull + Old West,"[48, 49]",Hidden Shapes Black Skull  Old West is a collection with two beautiful and relaxing minimalist handdrawn jigsaw puzzles that have two options to choose Pirates or Cowboys,"[9, 15, 35]",Missing,Missing,nan,nan,nan,nan,nan,nan
1660694400,213661,Droid Trivia,"[49, 130]",Droid Trivia is fun for everyone Challenge your friends or family to over 800 questions spread over 15 categories Go head to head in local couch multiplayer or play against the AI Choose to Play 4 or 8 rounds or just the individual rounds you like,"[9, 35]",Missing,Missing,nan,nan,nan,nan,nan,nan
1660694400,213658,Smash Boats: Waterlogged Edition,[49],LETS GO SMASH Bash crash and smash through schools of enemies and horrendous hazards to collect star to become the ULTIMATE SMASHER,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1660521600,213561,MultiVersus: Season 1,"[6, 48, 49, 167, 169]",Season 1 contains a new battle pass along with new cosmetics modes and characters including Rick Morty Black Adam and Stripe,"[4, 25]",Missing,Missing,nan,nan,nan,nan,nan,nan
1660003200,213410,Demon Slayer: Kimetsu no Yaiba - The Hinokami Chronicles: Nezuko Advanced Demon Form,"[49, 130, 169]",Nezuko Kamado Advanced Demon Form will become a playable character,"[4, 31]",Missing,Missing,nan,nan,nan,nan,nan,nan
1660521600,213393,Webgeon Speedrun Edition,"[49, 130, 169]",Webgeon Speedrun Edition is a Arcade Speedrun Game You have to be fast yes you have to be fast Can you finish 20 levels in the fastest time,"[9, 33]",Missing,Missing,nan,nan,nan,nan,nan,nan
1660521600,213389,FMV Comedy Bundle,[49],Wales Interactive is proud to offer the FMV Comedy Bundle featuring Who Pressed Mute on Uncle Marcus Five Dates in one bundle,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1660262400,213332,Verlore Tyd en Drome Bundle,[49],Two abstract ethereal worlds collide in this mysterious bundle prepare yourself to be taken to 2 distinct realms that blend interpretive design and human curiosity into a unique combination of platforming puzzles and challenges,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
