,id,name,platforms,summary,genres,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,256014,Castle Crashers & Pit People Bundle,[49],A kaleidoscope of colorful combat enjoy two of The Behemoths couch coop adventures in one lovingly wrapped package,Missing,Missing,Missing,,,,,,
1,241073,Cities: Skylines - Content Creator Pack,"[6, 48, 49, 167, 169]",Created by incredible members of the Cities Skylines community the Content Creator Pack adds a series of new buildings to your town  unique structures service buildings and new residential  commercial styles will give your city a brandnew feel,"[13, 15]",Missing,Missing,,,,,,
2,224410,Final Fantasy XV: Royal Pack,[49],New Features Insomnia City Ruins  new map leading straight to the games climactic end FirstPerson View  mode allowing players to see Eos through Noctiss eyes Armiger Unleashed  poweredup combat mode Royal Cruiser  opensea exploration new fishing spots and recipes Regalia TypeD  new acquisition and enhancement quests Additional Achievements,Missing,Missing,Missing,,,,,,
3,218517,Devil May Cry HD Collection & 4 Special Edition Bundle,"[48, 49]",This bundle contains Devil May Cry Devil May Cry 2 Devil May Cry 3 Special Edition and Devil May Cry 4 Special Edition,Missing,Missing,Missing,,,,,,
4,200837,Pure Farming 2018: Germany Map,[49],Expand Pure Farming 2018 with the Germany Map for hours of additional gameplay Run a new farm located in one of the most beautiful parts of Germany and try your hand at unique regionspecific activities growing rapeseed and raising sheep,Missing,Missing,Missing,,,,,,
5,186920,Titan Quest: Collector's Edition,"[6, 48, 49]",This edition includes the following   Titan Quest and its expansion Titan Quest Immortal Throne  Replica of a Greek War Helmet 23cm 906 inches  Notepad  Premium Box,[12],Missing,Missing,,,,,,
6,164783,South Park : The Stick of Truth + The Fractured but Whole Bundle,[49],South Park  The Stick of Truth From the perilous battlefields of the fourthgrade playground a young hero will rise Earn your place at the side of Stan Kyle Cartman and Kenny  South Park The Fractured but Whole Darkness has spread across the land As the newest member of Coon and Friends create your own superhero build up your notoriety and use your superpowers to save South Park,Missing,Missing,Missing,,,,,,
7,154341,TheHunter: Call of the Wild - Medved-Taiga,"[6, 49]",Youve hunted among the rolling hills of Hirschfelden and explored the iconic Layton Lake District Now get ready to face natures most challenging conditions during a rare hunting expedition to MedvedTaiga National Park,"[13, 14, 31]",Missing,Missing,,,,,,
8,150149,Ni no Kuni II: Revenant Kingdom - The Prince's Edition,"[6, 48, 49, 130, 169]",Lose yourself in the ultimate Ni no Kuni experience with this Princes edition including Ni no Kuni II Revenant Kingdom full game The season pass granting access to two future game expansions that add hours of additional gameplay The Princes equipment package  Join the young king Evan as he sets out on an epic quest to found a new kingdom unite his world and save its people from a terrible evil,"[12, 31]",After being overthrown in a coup the young king Evan sets out on an extraordinary quest to found a new kingdom unite his world and protect its inhabitants from the dark forces that threaten them,Missing,,,,,,
9,144702,Dragon Ball FighterZ: Bardock,"[6, 48, 49, 130]",The father of Radditz and Goku Bardock has perfected his skills as a mighty warrior in numerous battles  a character thats easy to learn but hard to master Extending his combos takes skill but his invincible and deadly rush attacks are extremely difficult to counter His Meteor Ultimate Attack turns Bardock into a Super Saiyan channeling the might of the mysterious alien race  Gokus father jumps into the fight with a set of powerful techniques and special abilities  This content includes  Bardock as a new playable character  5 alternative colors for his outfit  Bardock Lobby Avatar  Bardock Z Stamp,[4],Missing,Missing,,,,,,
10,144701,Dragon Ball FighterZ: Broly,"[6, 48, 49, 130]",The Legendary Super Saiyans huge physique grants his attacks an impressive reach and enormous power His Meteor Ultimate Attack Gigantic Meteor lets him hover over his opponent and instantly unleash a huge blast of energy  The Legendary Super Saiyan wont show any mercy and use his daunting strength to crush all opponents  This content includes  Broly as a new playable character  5 alternative colors for his outfit  Broly Lobby Avatar  Broly Z Stamp,[4],Broly is one of the last survivors of Friezas attack on Planet Vegeta that eliminated almost all Saiyans,Missing,,,,,,
11,137318,LEGO Marvel Super Heroes 2: Cloak and Dagger Character and Level Pack,"[6, 48, 49, 130]",Inspired by the Cloak and Dagger comic series this DLC for LEGO Marvel Super Heroes 2 adds a brandnew level and seven playable characters,"[9, 25, 31]",Missing,Missing,,,,,,
