,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,[13],228496,The Sims 3: Pets,"[9, 12, 37]",Bring excitement and surprise into your Sims lives with pets in The Sims 3 Pets an expansion pack for The Sims 3 Create the perfect or imperfect pets for your Sims from fierce guard dogs to destructive kittens to trusty horses and more as you determine not only how your Sims pets look but their personality traits as well With a variety of new activities and social interactions take direct control of your Sims pets and explore new ways to mess with their lives Give your Sims a new member of their household and discover allnew ways to play with life,Missing,Missing,8.0,20.0,0.0,66.0,13.0,3.0
1,"[10, 33]",177622,Daytona USA,"[9, 12, 49]",The player is put behind the wheel of a stock car known as the Hornet with the choice of three tracks as well as an automatic or manual transmission The players objectives are to outrun the competing cars and complete the race before time runs out,Missing,Missing,1.17,1.84,2.02,71.0,62.0,68.0
2,"[12, 31]",123281,Four Winds Fantasy,"[6, 12, 39]",Four Winds Fantasy is an actionRPG presented in the traditional Quikding style The crude graphics and abstract dialogue combine to give an overall nightmarish feel The gameplay is simple and roughlypresented but the short length and multiple endings encourage multiple playthroughs,An old man shunned by the people of his town has always stayed on the outskirts of his village When his son disappears however he must enter the town and explore the cave nearby in order to understand what happened,Missing,,,,,,
3,"[9, 31]",114140,Portal 2: Peer Review,"[9, 12]",Portal 2 Peer Review includes an additional course for Portal 2 coop campaign dubbed Art Therapy as well as Challenge Mode for both singleplayer or multiplayer campaign where players can play specific levels and compete in friendsworldwide leaderboard,Missing,Missing,2.68,2.79,3.33,86.0,35.0,30.0
4,[4],65893,Ougon Musou Kyoku X,[12],Xbox 360 port of Golden Fantasia 黄金夢想曲 Ougon Musou Kyoku,Missing,Missing,,,,,,
5,[5],47456,Gears of War 3: Epic Edition,[12],The Epic Edition includes a Marcus Fenix statue an artbook for the game multiplayer skins for the games five starting weapons plus all the content of the Limited Edition which includes an Octus Service Medal an exclusive unlockable Adam Fenix multiplayer character a fabric COG Flag and the personal effects of Adam Fenix including his Last Will and Testament the initial Hammer of Dawn schematic and other Fenix family mementos,Missing,Missing,,,,,,
6,[5],47384,Gears of War 3: Limited Collector's Edition,[12],Gears of War 3 is a 2011 military science fiction thirdperson shooter video game developed by Epic Games and published by Microsoft Studios for the Xbox 360 Originally due for release on April 5 2011 the game was delayed and eventually released on September 20 2011  Gears of War 3 made over one million preorders It is the third installment of the Gears of War series The story was written by science fiction author Karen Traviss4 A sequel titled Gears of War 4 was announced in June 2015 and will be released in 2016,Missing,Missing,,,,,,
7,"[12, 25, 31]",44607,Dark Souls: Collector's Edition,"[6, 9, 12]",An action RPG and spiritual sequel to Demons Souls 2009 in which the player embodies the Chosen Undead who is tasked with fulfilling an ancient prophecy by ringing the Bells of Awakening in the dark fantasy setting of Lordran an open world with intricate areas full of beasts former humans gone hollow and magical abominations whom the player must overcome in challenging and unforgiving combat,Dark Souls employs minimalist storytelling to convey its plot and lore Historical events in its world and their significance are often implicit or left to player interpretation rather than being fully shown or explained Most of the story is given to the player through dialogue from nonplayer characters within the game flavor text from items and world design,Missing,,,,,,
8,[5],43033,Rage: Anarchy Edition,"[6, 9, 12]",Rage is a firstperson shooter set in the nottoodistant future after an asteroid impacts Earth leaving a ravaged world behind You emerge into this vast wasteland to discover humanity working to rebuild itself against such forces as raider gangs mutants and the Authority  an oppressive government regime that has a special interest in you in particular,Missing,Missing,,,,,,
9,"[12, 25]",43019,Batman: Arkham City - Collector's Edition,"[6, 9, 12]",This collectors edition includes     Batman Arkham City in the back of the art book   Download code for Robin   Download code for Batmans Dark Knight Returns costume   Download code for the Iceberg Lounge Challenge Map   DVD of the animated movie Batman Gotham Knight   Card with code to download Arkham City The Album from the internet   Resin statue of Batman from Kotobukiya   Download code for early access to the Gotham City Imposters online beta   Catalog for Batman Arkham City and DC Comics merchandise    Also included is the Catwoman DLC which is free for every buyer of an unused copy of Batman Arkham City In the Windows version it is already integrated into the game while the console versions include a download code,At a press conference held by Bruce Wayne to declare his opposition to Arkham City TYGER mercenaries arrest and imprison him in Arkham City Hugo Strange discloses his knowledge of Waynes dual identity as Batman before releasing him into the prisons criminal populace While Strange prepares to commence Protocol 10 Wayne obtains his equipment via airdrop from Alfred Pennyworth allowing him to become Batman He first saves Catwoman from being executed by TwoFace who hopes to gain respect by murdering her After Joker attempts to assassinate Catwoman Batman tracks him to his hideout in the Sionis Steelmill believing Joker may know the truth behind Protocol 10,Missing,,,,,,
10,[12],42982,Dark Souls: Limited Edition,"[9, 12]",A spiritual successor to Demons Souls the action RPG Dark Souls is set in a rich dark fantasy universe Intense action within the dungeon encounters with terrifying enemies and innovative online features combine for a unique gaming experience Dark Souls world breaks down barriers with a fluid design that encourages exploration and promotes an adaptation experience At a time when the players come face to face with terrifying enemies and find new areas the infallible system and reward challenge takes possession of everything to offer a sense of achievement without equal  This limited edition was a free upgrade for preorders at participating retailers It includes  Dark Souls  30page hardcover art book  Original soundtrackBehindthescenes makingof videos  Mini strategy guide  In North America the edition comes in a metal tin but the strategy guide making of videos and soundtrack are provided as a digital download A token to redeem them is on a card in the set In Europe these items are on physical discs but the metal case is omitted,Missing,Missing,,,,,,
