,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,"[13, 31]",254260,Minecraft: Minions,"[6, 34, 39, 48, 49, 130, 169]",Do YOU have what it takes to become a supervillain You just might Grab your Minions Adventure Map and live out your evil dreams as you take on the Vicious 6 in an exciting Adventure Mode Explore familiar places and cause maximum mischief with Illuminations Gru and the Minions in Minecraft Includes 29 franchise skins,Missing,Missing,,,,,,
1,"[5, 33]",239051,Grand Theft Auto Online: Los Santos Tuners,"[167, 169]",Grand Theft Auto Online Los Santos Tuners is a content update for Grand Theft Auto Online The game delivers an actionpacked new update for all fans of GTA Online featuring the LS Car Meet a brandnew club and social space for players to get together and show off their customized personal vehicles and more playerrequested features,Missing,Missing,,,,,,
2,Missing,230979,Naruto to Boruto: Shinobi Striker - Master Character Training Pack: Nagato,[49],A special training pack for your avatar  Featured in this Master Character Training Pack is the oneandonly Nagato Reanimation Purchasing this DLC will make him available as a master at the Ninjutsu Library ready to offer Ninjutsu training  Train with Nagato Reanimation to acquire Training Points that can be used to unlock a variety of Ninjutsu and costumes for your avatar,Missing,Missing,,,,,,
3,Missing,227106,Fortnite: Magma Masters Pack,[49],Fiery fun and ashen attitude abound within the Magma Masters Pack featuring   Molten Ragnarok Outfit  Feathered Flames Back Bling  Roast Lord Outfit  Tire Fire Back Bling  Incinerator Kuno Outfit  Flaming Dual Kama Back Bling,Missing,Missing,,,,,,
4,"[5, 12, 25]",198686,Warframe: Sisters of Parvos,"[6, 48, 49, 130, 167, 169]",Parvos Granums days of collecting grain are far behind him His newest grand achievement born of technology and a desire for family has finally come to fruition Modeled with the latest in Corpus advancements the Sisters of Parvos are ready to claim their Sectors and your lives,Missing,Missing,,,,,,
5,"[8, 31, 33]",192058,El Gancho,"[6, 48, 49, 130, 167]",The Pogovon Empire has invaded Cocodu planet and captured the cocos In their search for an unlimited source of power amongst species from across the galaxy the Pogovons learned about the unlimited happiness of the cocos Now theyve devised evil plans to extract that happiness to power their deadly weapons El Gancho is set in the same universe as Task Force Kampas but this time theres no help around Play as a coco that finds an experimental laserhook and swing your way through cosmic platforming stages in retro pixel art style Search for your friends and destroy those imperial super weapons The faster you move the longer your trail becomes and your trail can be used to wipe out enemies Every run is randomly generated and unique giving you a world of reasons to keep coming back and pushing your skills further,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
6,"[12, 31]",182495,Spellbreak: Chapter 3 - The Wardens,"[6, 48, 49, 130]",A strange and powerful threat has awakened in Chapter 3 The Wardens Outmaneuver your foes using the revamped movement system explore transformed Dominions across the Hollow Lands and battle an invasion of ancient automatons imperiling all of existence,Missing,Missing,,,,,,
7,"[13, 31, 32]",177398,Will Die Alone,"[6, 14, 48, 49, 130, 167, 169]",Some memories arent meant to stay We are our memories and our experiences What happens if you delete some of them If you change your past and thus your future,Congratulations You just got hired by Dewitt Corp for their memory program your job starts tomorrow Our customers come to us to solve their current problems Your task is to dig into their past and find the right memories to erase to change their present and future  For each customer you will receive a series of personal information on your PC that you can analyze Choose carefully every memory removed can have enormous effects on the present and future of the customer  You will be sent to an isolated place to be able to work with peace of mind we will keep in touch via email,Missing,0.44,0.0,0.58,47.0,3.0,6.0
8,Missing,173168,Summer Sports Games: 4K Edition,"[49, 167, 169]",Prove your athletic skills and challenge your friends in twelve exciting disciplines,Missing,Missing,,,,,,
9,[14],170123,Cricket 19: Ultimate Edition,"[6, 48, 49]",With more ways to play hundreds of new officially licensed players the ECBs thrilling new The Hundred competition and the Caribbean Premier League Cricket 19 Ultimate Edition DLC takes the greatest cricket competitions and rivalries to a new level,Missing,Missing,,,,,,
10,Missing,165081,Avoider 2D,[49],Missing,Missing,Missing,,,,,,
11,[31],164849,Minecraft Dungeons: Echoing Void,"[6, 48, 49, 130]",Youve followed the story of the ArchIllager and found the shards from the Orb of Dominance and now its time to get to the End Reach the conclusion of the Minecraft Dungeons story with the newest DLC  Echoing Void,Missing,Missing,1.76,8.01,0.0,60.0,1.0,3.0
12,Missing,164846,Minecraft Dungeons: Ultimate DLC Bundle,"[6, 49, 130]",Youve played the main story of Minecraft Dungeons but now its time to see it through to the End Pick up all six DLCs with the Ultimate DLC Bundle the complete story of the ArchIllager and the Orb of Dominance With the bundle youll get all six DLCs at a lower price than if you purchased them separately,Missing,Missing,,,,,,
13,"[12, 31]",164776,Minecraft Dungeons: Ultimate Edition,"[6, 48, 49, 130]",Experience the complete story of Minecraft Dungeons from the beginning to the End Minecraft Dungeons Ultimate Edition includes the base game and all six DLCs,Missing,Missing,,,,,,
14,Missing,164741,Hunt Ducks,[49],Missing,Missing,Missing,,,,,,
15,Missing,164710,Outbreak Co-Op Anthology,"[49, 169]",Experience four coop retroinspired survival horror nightmares,Missing,Missing,,,,,,
