first_release_date,id,name,platforms,summary,genres,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
1595548800,249219,Gene Rain Wind Tower: Ultimate Edition,[49],Gene Rain Wind Tower is a nextgen third person shooter game The story is set in a futuristic world with a linear narrative structure and uses shocking visual effects to present a brand new world for the players  enjoyment ULTIMATE EDITION integrates all DLC content you can experience new stories you can get rare weapons and the complete game experience will make you immersed in it,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1595894400,227104,Fortnite: Summer Legends Pack,[49],Grab your tropical drink apply suntan lotion and sport your favorite sunnies because its time to chill with the Summer Legends Includes the following cosmetics   Tropical Punch Zoey Outfit  Sour Swirl Back Bling  Unpeely Outfit includes additional styles  Banana Cabana Back Bling  Summer Fable Outfit includes additional styles  Trapper Pack Back Bling,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1595462400,226786,Motorbike Racing Bundle,[49],Enjoy the most complete racing experience ever with RIDE 3 and celebrate your passion for motorcycles with MotoGP19 immersing yourself in the official 2019 season,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1595980800,225062,Bus Simulator 18: Mercedes-Benz Bus Pack 1,[49],This Bus Simulator 18 DLC includes three new buses licensed from MercedesBenz,[13],Missing,Missing,nan,nan,nan,nan,nan,nan
1594857600,221742,No Man's Sky: Desolation,"[6, 48, 49]",Scavenge and survive in the haunted wreckage of derelict freighters with the Desolation update Introducing procedurallygenerated freighters more story content combat improvements freighter customisation and more,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1594684800,205049,Halo: The Master Chief Collection Season 2 - Spark,"[6, 49, 169]",This season was launched following the release of Halo 3 for PC Titled after 343 Guilty Spark this season focuses on Halo Combat Evolved adding vehicle and weapon skins visor colors and nameplates,[5],Missing,Missing,nan,nan,nan,nan,nan,nan
1596153600,196513,Summer of Adventure Bundle,[49],Missing,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1594944000,173789,Start Your Engines Bundle,[49],Get ready for vehicularbased bedlam with a doublehelping of motorpowered madcap indies from Digerati This bundle contains Animal Super Squad and Snakeybus,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1595289600,167977,One Piece: Pirate Warriors 4 - Whole Cake Island Pack,"[49, 130]",Get three new playable characters in this Character Pack Jump into the fray and enjoy allnew One Piece Pirate Warriors action with three characters from the Whole Cake Island Arc,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1595462400,164853,Assetto Corsa Competizione: Intercontinental GT Pack,[49],The Intercontinental GT Pack DLC introduces 4 iconic international circuits in Assetto Corsa Competizione from US Australia Japan and South Africa dozens of new car liveries plus new official teams and drivers everything recreated with KUNOS renown extreme precision in every detail,"[10, 13, 14]",Missing,Missing,nan,nan,nan,nan,nan,nan
