,id,name,platforms,summary,genres,rating,storyline,main,extra,completionist,review_score,review_count,people_polled
0,270343,Cosmic Caverns,[12],Xbox Live indie game,Missing,Missing,Missing,,,,,,
1,167241,Assassin's Creed Revelations: The Ancestors Character Pack,"[6, 9, 12]",The Ancestors Character Pack features four new multiplayer characters including the swashbuckling Privateer the devious siren Corsair the battletested Brigand and the bloodthirsty Gladiator Each character is unique with personalized taunts weapons and stylized assassination techniques,[31],Missing,Missing,,,,,,
2,140394,Renegade Ops: Coldstrike Campaign,"[6, 9, 12]",The Coldstrike campaign sees the Renegades go up against a new villain codenamed Coldstrike General Bryant and his team must traverse vast arctic environments to help save innocent civilians and stop this latest threat by any means necessary Take on all new enemies including Cryotech vehicles and monstrous Golems Travel across three new fully destructible artic themed maps Discover the identity of Coldstrike and stop it from wreaking havoc,[5],Missing,Missing,,,,,,
3,140393,Renegade Ops: Reinforcement Pack,"[6, 9, 12]",General Bryant has found two new recruits to help in the fight against Inferno Blazemo and Crystal  Drive Blazemos buggy with flaming pipes and use his special ability Incinerator to turn into a huge fireball that engulfs everything in its path and cause ultimate destruction Alternatively you can drive as Crystal and use her Force Field special ability to repel enemy fire and create a safe haven for you and your allies to shoot from,[5],Missing,Missing,,,,,,
4,138112,Batman: Arkham City - The Arkham Bundle,"[6, 9, 12]",The Arkham Bundle contains the Nightwing Bundle Pack Robin Bundle Pack and Arkham City Skins Pack It is three incredible Arkham City DLC packs available for a discounted price Warning The Arkham Bundle contains previously released DLC packs Do not purchase this pack if you have already purchased the previous DLC packs,"[25, 31]",Missing,Missing,,,,,,
5,138111,Batman: Arkham City - Batman Inc. Batsuit Skin,"[6, 9, 12]",In appreciation of your continued support please download this free Batman Inc skin Unlock the Batman Inc Batsuit Skin and lead the war on crime as the head of a global vigilante task force This skin can be worn in the story campaign upon completion of main story and in the challenge maps,"[25, 31]",Missing,Missing,,,,,,
6,133938,Sonic Generations: Casino Night DLC,"[6, 9, 12]",Play through the iconic Casino Night Pinball stage inspired by Sonic The Hedgehog 2 and bring your screen to life with an exclusive theme  no Sonic Generations experience is complete without this exclusive content,"[8, 31, 33]",Missing,Missing,,,,,,
7,99961,Assassin's Creed: Revelations - Ultimate Edition,"[9, 12]",This Ultimate Edition contains     Assassins Creed Revelations   Assassins Creed Revelations  The Ancestors Character Pack   Assassins Creed Revelations  Mediterranean Traveler Map Pack   Assassins Creed Revelations  The Lost Archive,[31],Missing,Missing,,,,,,
8,75569,Deus Ex: Human Revolution - Collector's Edition,"[6, 9, 12]",Box Contains Collectible Adam Jenson figurine  Exclusive boxdesign numbered  Exclusive bonus DVD featuring  44minute making of Game soundtrack Motion comic adapted from DCs official comic series E3 trailer and animated storyline 40page art book  Additional ingame content  Exclusive mission Multishot grenade launcher Doublebarrel shotgun Silenced sniper rifle Remotedetonated explosive device Automatic unlocking device,"[5, 12, 14]",Missing,Missing,,,,,,
9,75545,Batman: Arkham City - Arkham City Skins Pack,"[6, 9, 12]",The Arkham City Skins Pack contains seven bonus Batman skins  1970s Batman  Year One Batman  The Dark Knight Returns  Earth One Batman  Batman Beyond  Animated Batman  Sinestro Corps Batman  The seven Batman skins can be used in storyline mode upon completion of main story and all challenge maps,"[25, 31]",Missing,Missing,,,,,,
10,75544,Batman: Arkham City - Challenge Map Pack,"[6, 9, 12]",The Batman Challenge Map Pack contains three all new challenge maps   The Jokers Carnival  Iceberg Lounge  The Batcave  These challenge maps are playable as Batman and any of the downloadable playable characters Catwoman Nightwing and Robin  Note Catwoman Nightwing and Robin each sold separately,"[25, 31]",Missing,Missing,,,,,,
11,65131,Nyan Cat Adventure,"[12, 39]",A platforming game starring the Nyan Cat Players must pass each level to defeat his enemy Waffle Cat,[8],Missing,Missing,,,,,,
12,52937,Duke Nukem Forever: Hail to the Icons Parody Pack,"[6, 9, 12]",Hail to the Icons Parody Pack is the first addon for Duke Nukem Forever It contains three new game modes Freeze Tag Hot Potato and Hail to the King four new multiplayer maps Call of Duke Sandpit Inferno and 2Forts1Bridge and new weapons including the N00b T00b sticky bombs and a minigun,[5],Missing,Missing,,,,,,
13,52417,Assassin's Creed: Revelations - Gold Edition,"[6, 9, 12]",The Gold Edition contains the main game and also the three available DLCs So the games within this compilation are   Assassins Creed Revelations  Assassins Creed Revelations  The Ancestors Character Pack  Assassins Creed Revelations  Mediterranean Traveler Map Pack  Assassins Creed Revelations  The Lost Archive,[31],Missing,Missing,,,,,,
14,52046,Apples to Apples,"[9, 12]",The Game of Hilarious Comparisons brings its multiplayer party shenanigans to game consoles,[16],Missing,Missing,,,,,,
15,51641,Corrupted,[12],Wreak havoc across the land as you battle your way through villagers and heroic knights in order capture fair maidens and feed them to your dark lord to increase his powers,[9],Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
16,47483,Instant Brain,[12],Instant Brain is an Adventure game developed and published by Cave which was released in Japan in 2011,"[31, 34]",Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
17,47425,Call of Duty: Modern Warfare 3 - Hardened Edition,"[6, 9, 12]",Activision Blizzards topselling firstperson shooter franchise marches on with Call of Duty Modern Warfare 3 Players must deal with the fallout from the devastating attacks on US and British soil in a storyline that picks up where 2009s Modern Warfare 2 left off The singleplayer campaign has you battling Russian ultranationalists led by Vladimir Markov as members of the US Delta Force and British SAS Youll battle across wartorn areas of New York City London Paris Mogadishu Dubai and other regions as you prepare to end the global threat once and for all  As with previous entries in the Call of Duty series Modern Warfare 3s campaign features a heavily scripted cinematic experience with Hollywoodstyle special effects One new mission for example has you involved in underwater travel with a sonarequipped submersible watercraft Youll then fight inside an enemycontrolled submarine before guiding an inflatable raft across turbulent waters while a naval battle rages nearby Other sequences have you firing mounted guns driving vehicles and more while explosions light up the landscape  Returning to the game is the cooperative Spec Ops mode that features a series of standalone missions on different maps New to Spec Ops is a survival option that has you and either a friend or a computer partner battling waves of enemy forces Shooting down enemies earns you cash which can be used to purchase new perks items weapons and other upgrades Youll also be able to earn bonuses by working together as a team and maintaining kill streaks  The heart of the game is once again the 18player online component which introduces allnew maps and a variety of enhancements to the format introduced in Modern Warfare 2 Popular features such as killstreak awards experience points weaponsbased achievements and perks return allowing you to customize your character as you progress An optional subscription service entitled Call of Duty Elite will allow players to track detailed statistics such as winloss records killdeath ratios time played most successful maps favorite weapons and much more  Hardened Edition bonus items include a Steelbook case collectible field journal special ops juggernaut outfit for your Xbox Live avatar premium membership to Call of Duty Elite and special founder status on Call of Duty Elite Call of Duty Elites premium membership includes all future downloadable content DLC for Modern Warfare 3 of which there are 20 pieces of DLC expected within the first nine months following the games release,[5],Missing,Missing,,,,,,
18,45119,Assassin's Creed: Revelations - Collectors Edition,"[9, 12]",This Collectors Edition contains   A special Collectors box  Assassins Creed Revelations base game  An artbook  The games soundtrack  Additional singleplayer mission Vlad the Impalers Prison The Crusader and the Ottoman Jester multiplayer characters  Altaïrs Robes ingame skin for Ezio  A copy of the movie Assassins Creed Embers,[31],Missing,Missing,,,,,,
19,22933,DoDonPachi Resurrection: Deluxe Edition,[12],After the turmoil caused by the assault on Lunapolis which sparked the Blissful Death Wars as depicted in DoDonPachi DaiOuJou peace seems to have been restored with the legendary DonPachi Corps retreating to its HQ in a spacetime fold Six years later anomalies are detected in the spacetime fabric yet tests reveal nothing out of order with the portals regularly functioning for both teleportation and time travel also the leader of the DonPachi squadron Colonel Godwin Longhener dismisses the matter due to the lack of actual danger  Nevertheless a technician delves deeper into the anomaly discovering that something has infiltrated the HQ computer systems and is using the portals to send large quantities of materials and data to the past spreading out like a virus and quickly evolving In an ironic twist the virus is discovered to be the program originally installed in the Element Dolls six years ago now reaching beyond the DonPachi Corps programming and seeking to annihilate the human race in retaliation for their enslavement after the war they met a rather cruel demise at the hand of their own human creators by waging war in the past rather than in the present unsettled the Colonel authorizes the last transport ship to time jump in order to fight back the invasion before future changes However he states Start over from the past I never thought of that echoing the ideas of mankinds imperfection which has always been a recurring theme in the series  And once again the three pilots jump back in time to 2008 and enter the fray the transport ship being targeted as soon as it exits the portal the Element Daughters gigantic evolutions of the Dolls are awaiting  The bee is still humming,[5],Missing,Missing,,,,,,
20,22918,Duke Nukem Forever: The Doctor Who Cloned Me,"[6, 9, 12, 14]",Duke Nukem Forevers new AddOn Content Duke Nukem The Doctor Who Cloned Me is bursting with all of the overthetop Duke goodness fans love Deep in the heart of Area 51 Dr Proton has been hatching his evil plan Fueled by new ego boosts Duke is ready to take on evil clones aliens queens and anything else that comes his way in order to save the world and his babes This full new single player campaign includes brand new weapons allnew enemy types and bosses more Achievements and brand new interactive items within the world Additionally The Doctor Who Cloned Me adds four new multiplayer maps to the mix SkyHigh The alieninfested corporate offices of Pooty Inc near the center of Las Vegas This map includes three indoor floors taken over by the aliens and two rooftops jump pads stairwells and buildingtobuilding combat Command EDF command center with an imprisoned BattleLord at its core A twolevel map featuring winding stairs straightaway corridors and jump pads Drop Zone Rooftop of Dukes Lady Killer Casino featuring indoor and outdoor combat and stairwells for platforming an EDF dropship on landing pad and a bottomless pit Biohazard Fight in the Breston Plant Nuclear Power facilities and compete across multiple floors in locker rooms restrooms with showers control rooms and the nuclear waste storage room Maps support all retail games modes Players who own the first addon content Hail to the Icons Parody Pack will also be able to play Freeze Tag Hot Potato Hail to the King Free For All and Predator,[5],Missing,Missing,,,,,,
21,21844,Gears of War 3: Raam's Shadow,[12],RAAMs Shadow is the second installment of downloadable content for Gears of War 3 The pack features a threehour campaign set before the original Gears of War following the exploits of Zeta Squad Michael Barrick Minh Young Kim Tai Kaliso and Alicia Valera and also contains six multiplayer character skins one weapon skin set Chocolate and additional achievements worth 250 Gamerscore,[5],Missing,Missing,,,,,,
22,20213,The Price is Right: Decades,"[5, 9, 12, 39]",A budgetpriced videogame version of The Price is Right with the subtitle Decades being their excuse for the fact that the virtual prizes being offered are years out of date,[26],Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
