,id,name,platforms,summary,genres,rating,storyline,main,extra,completionist,review_score,review_count,people_polled
23,9971,All Zombies Must Die!,"[6, 9, 12]",Reload your shotgun sharpen your sword and rev that chainsaw Deadhill town is teeming with zombies and its your job to put em down The fate of humanity rests in the hands of four unlikely heroes Jack the gamer Rachel the girl Brian the geek and Luxo the alien Go it alone or enlist the services of up to three likeminded chums to survive the zombie apocalypse  The spiritual successor to Burn Zombie Burn All Zombies Must Die builds on the classic twinstick shooter formula with a smattering of roleplaying features Level up characters complete side quests and collect items to craft deadly new weapons Theres no shortage of options in how you choose to dispose of the undead but the brainchompers arent going to take it lying down The shuffling cadavers come in varying shapes and sizes and are affected by four environmental modifiers fire radiation sonic and shock Use your weapons and the environment carefully and you might just make it out in one piece,"[5, 12, 33]",Missing,Missing,7.49,10.9,10.96,57.0,7.0,16.0
24,6759,World Gone Sour,"[6, 9, 12]",In a World Gone Sour players take on the role of a lost Sour Patch Kid in a stylized human world guiding their hero across some very unique environments Use a combination of jumps special abilities and puzzlesolving skills to navigate the Sour Patch hero through some largerthanlife obstacles But be careful During this journey players will experience some very unusual enemies escaping from deranged humans and facing off against mindcontrolled dolls,"[8, 9]",Missing,Missing,3.0,0.0,8.0,30.0,1.0,2.0
25,6473,The Adventures of Tintin: The Game,"[5, 6, 9, 12, 37]",The interactive adaptation of Tintins computeranimated debut is an actionadventure game in true spirit presenting players with a variety of platforming challenges as they proceed along a central storyline based on the Steven Spielberg film Players lead the ambitious young reporter to explore exotic locations around the world overcoming perilous situations with clever thinking and agile buttonpresses Captain Haddock Snowy and other characters can be unlocked to play through parts of the story from their own perspectives using their distinct strengths and special abilities  Much of the game is played like a 2D platformer presented in polygonal 3D Tintin must climb dash and make nimble leaps to find his way through each level In both singleplayer and coop modes his companions lend a hand in puzzle solving whenever Snowy may need to squeeze ahead through a tight gap or Haddock may need to stay behind to hold down a gate trigger Other escapades have the heroes driving swimming sword fighting and piloting a plane The players pointofview shifts as puzzle and action sequences are presented from conventional perspectives Graphics are in the style of the movie,"[4, 31]",Missing,Missing,5.17,10.39,13.88,70.0,33.0,42.0
26,41597,The Elder Scrolls V: Skyrim Collector's Edition,"[6, 9, 12]",Skyrims main story revolves around the player character and their effort to defeat Alduin the WorldEater a dragon who is prophesied to destroy the world The game is set two hundred years after the events of Oblivion and takes place in the fictional province of Skyrim Over the course of the game the player completes quests and develops the character by improving skills Skyrim continues the open world tradition of its predecessors by allowing the player to travel anywhere in the game world at any time and to ignore or postpone the main storyline indefinitely,"[12, 31]",85.42580411339284,Missing,,,,,,
27,20156,Kung Fu High Impact,[12],KungFu High Impact is a sidescrolling brawler that uses the Kinects body tracking technology to put the players on screen,"[4, 25]",80.0,Missing,0.0,2.67,4.19,65.0,2.0,2.0
28,86807,Sonic CD,"[3, 6, 9, 12, 34, 39, 48, 49, 72, 74, 130, 132, 167, 169]",Sonic CD also known as Sonic CD 2011 is a remaster of the original game adding many new features like widescreen support improved controls access to both American and Japanese soundtracks and Tails as an unlockable playable character,"[8, 31]",79.85817689840104,Missing,2.02,3.3,6.24,71.0,436.0,433.0
29,3033,Battlefield 3: Back to Karkand,"[6, 9, 12]",Battlefield 3 Back to Karkand is the first DLC expansion pack for Battlefield 3 Back to Karkand expansion pack remasters four of the classic Battlefield 2 multiplayer maps Leveraging Frostbite 2 game engine all maps now have enhanced levels of destruction for Strike at Karkand Wake Island Gulf of Oman and Sharqi Peninsula,[5],79.84681564212828,Missing,0.0,0.0,0.0,0.0,0.0,0.0
30,6250,Trine 2,"[3, 6, 9, 12, 14, 34, 41]",Three Heroes survive in countless dangers in a fairytale world with physicsbased jigsaw puzzles beautiful scenery and cooperative online mode,"[8, 9, 31]",77.28004790602371,Missing,8.22,11.6,22.1,75.0,446.0,554.0
31,21070,Oddworld: Stranger's Wrath HD,"[6, 9, 14, 46, 48, 49, 130, 169]",Oddworld Strangers Wrath HD is a remaster of Oddworld Strangers Wrath The improvements include remastered dialogue improved character textures and bonus material,"[5, 15, 31, 32]",75.5681752363945,Missing,,,,,,
32,6005,Kingdom Rush,"[3, 6, 14, 34, 39, 49, 130]",Get ready for an epic journey to defend your kingdom against hordes of orcs trolls evil wizards and other nasty fiends using a vast arsenal of towers and spells at your command  Fight on forests mountains and wastelands customizing your defensive strategy with different tower upgrades and specializations Rain fire upon your enemies summon reinforcements command your troops recruit elven warriors and face legendary monsters on a quest to save the Kingdom from the forces of darknessKey Features Epic defense battles that will hook you for hours Command your soldiers and see them engage in hand to hand cartoon battles Full screen High definition awesome illustrated cartoon art 8 specialized tower upgrades to customize your strategy Mighty Barbarians Arcane Wizards Forest Rangers to name a few Over 18 tower abilities Have your Sorcerers summon earth elementals and polymorph your enemies Over 45 different enemies from Goblins to Demons each with their own skills Beware of the mountain Trolls 7 Epic Boss Fights Face the unstoppable Juggernaut the unbeatable Troll Warlord and the humongous JT 12 Legendary Heroes All unlocked with no additional cost Bring them to battle to face the hordes of evil The classic 12 stage core campaign Defend the Kingdom from the forces of Veznan The Winter Storm 2 stage minicampaign The Rise of the Bandits 2 stage minicampaign The Curse of Castle Blackburn 4 stage campaign 4 Bonus stages The Ruins of Acaroth The Rotten Forest The Lair of Sarelgaz and The Fungal Forest Hours of gameplay with over 50 achievements Extra game modes that will challenge your tactical skills to the limit Ingame encyclopedia with information from your towers and enemies,"[11, 15, 24, 32]",74.12168528760733,Missing,8.32,16.5,33.52,78.0,160.0,212.0
33,17520,Bloons TD 5,"[6, 14, 34, 39, 48, 49, 82, 130]",Fivestar tower defense with unrivaled depth and replayability  The Bloons are back in full HD glory and this time they mean business Build awesome towers choose your favorite upgrades hire cool new Special Agents and pop every last invading Bloon in the best ever version of the most popular tower defense series in history  Featuring an all New Tower and Special Agent glorious HD graphics original Tracks and Special Missions a whole new tier of Specialty Building upgrades and a neverbeforeseen Monkey Lab to upgrade your towers Bloons TD 5 delivers hours of fun and challenging play to fans and new players alike,"[13, 15, 24]",72.09422323059076,Missing,16.53,78.9,199.43,73.0,55.0,25.0
34,384,Final Fantasy XIII-2,"[6, 9, 12, 49]",FINAL FANTASY XIII2 is created with the aim of surpassing the quality of its predecessor in every way featuring new gameplay systems and cuttingedge visuals and audio In this game the player has the freedom to choose from a range of possibilities and paths where their choices affect not only the immediate environment but even shape time and space,"[11, 12, 31]",71.72678344778434,She spent years fighting her destiny With courage in her heart she faced the false gods who ruled over people for centuries  Her unfaltering determination changed the world The gods were vanquished their plans to massacre the human race destroyed As Cocoon fell a single pillar formed connecting the ravaged world to the one belowPulse the underworld It was the beginning of a new era  However she was nowhere to be found Everyone was convinced she was gonewith the exception of her sister Serah Farron  Three years later a single meteorite falls from the sky As spatial distortions are created bloodthirsty monsters appear threatening the peaceful existence of the townspeople  In the midst of this chaos Serah is rescued by a young man by the name of Noel A hunter from the future he appears in front of her with a message  Come with me across the boundaries of time he says Your sister is waiting  She is Lightning protector of the Goddess who rules the realm of death and chaos She is Serahs sister her heroine her savior  I need to see my sister again  Grabbing her weapon Serah heads out on a journey as she takes her first step into a new unknown future,27.87,41.79,71.12,73.0,690.0,966.0
35,9698,They Breathe,"[6, 12, 14, 130]",In the first game by The Working Parts a lone frog descends into the depths of a flooded forest not yet knowing the full extent of its tragedy To survive in a brutal oxygenobsessed ecosystem you must help it see the patterns and hidden truths that make up the rules of the forest  horrible as they may be  They Breathe is a critically acclaimed indie gem risen from the depths of Xbox Live Indie Games In thirty short minutes the game leaves it up to you to figure out every part of its increasingly bizarre universe in order to survive the onslaught of unexpected creatures and ultimately comprehend their true nature No matter how your descent to the bottom of the forest takes shape it is guaranteed to give you the chills without a single word of dialog  Keep your eyes open for there is darkness beneath the surface And youre not at the bottom yet,"[5, 31, 32]",70.68526379624016,Missing,0.54,0.55,3.33,66.0,33.0,69.0
36,20223,Big League Sports,[12],Kinect sporting game for Xbox 360 from Robomondo and Activision,[14],70.0,Missing,0.0,0.0,0.0,0.0,0.0,0.0
37,5324,Warriors Orochi 3,"[9, 12, 38]",Warriors Orochi 3 is a 2011 hack and slash video game It is the fourth installment of the crossover series Warriors Orochi a combination of the Dynasty Warriors and Samurai Warriors series Play as a range of characters across multiple modes,[25],69.96518956996817,Missing,27.07,47.09,118.09,76.0,23.0,26.0
38,20222,Jillian Michaels' Fitness Adventure,[12],Jillian Michaels Fitness Adventure is a fitness game for the Xbox 360 that utilizes the Kinect,Missing,65.0,Missing,0.0,0.0,0.0,0.0,0.0,0.0
