,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,[5],259752,Rust: Console Edition - New Cobalt Employee Welcome Pack,[49],Buy the New Cobalt Employee  Welcome Pack for Rust Console Edition  Welcome to Cobalt Our New Cobalt Employee  Welcome Pack has everything you need to start your new career with us Out here on the frontier of science and technology youll need every advantage if you want to succeed Redacted Start your career with us in quintessential Cobalt style  You will receive receive the following Cobaltthemed items 1500 Rust Coins A customary rock skin Standardissue Cobalt jacket trousers and shoes skins Your very own Cobalt furnace skin A cosy sleeping bag skin A wooden door skin,Missing,Missing,,,,,,
1,"[10, 13, 31]",254209,Minecraft: How To Train Your Dragon,"[6, 34, 39, 48, 49, 130, 132, 169]",This is Berk home of Vikings and dragons Join Toothless Hiccup and the rest of the dragons and riders on heroic adventures in Minecraft Compete in racing map the world and release captive dragons from invading trappers Tame collect and train dragons from the vast reaches of the Barbaric Archipelago to become an expert dragon rider Includes 24 popular skins,Missing,Missing,,,,,,
2,"[5, 12, 15, 31]",245478,Mass Effect 3,"[6, 48, 49]",A remaster of the original Mass Effect 3 included in the Mass Effect Legendary Edition bundle,Missing,Missing,24.44,35.67,49.92,85.0,2289.0,2782.0
3,Missing,237850,SnowRunner: 1-Year Anniversary Edition,"[6, 48, 49, 130, 167, 169]",The 1Year Anniversary Edition includes the base game SnowRunner and its Year 1 Pass  Get ready for the nextgeneration offroad experience  The game puts you in the drivers seat of powerful vehicles as you conquer extreme open environments with the most advanced terrain simulation ever Drive 40 vehicles from brands such as Ford Chevrolet and Freightliner as you leave your mark on an untamed open world  Overcome mud torrential waters snow and frozen lakes while taking on perilous contracts and missions Expand and customize your fleet with many upgrades and accessories including an exhaust snorkel for heavy waters or chain tires to battle the snow  Ride solo or with friends in 4player cooperative multiplayer,Missing,Missing,,,,,,
4,Missing,234927,Generation Zero: Soviet Weapons Pack,"[6, 48, 49]",The Östertörn survivors are no longer the only ones fighting the war against FNIX Soviet soldiers in small and specialized forces have been seen in the northern regions using moveable defenses to set up temporary camps They seem to be fighting the machines but does that make them allies or do they have their own motives for entering Swedish territory,Missing,Missing,,,,,,
5,"[12, 31]",223870,Hood: Outlaws & Legends - Forest Lords Pack,[49],This content requires the base game Hood Outlaws  Legends on Steam in order to playStrike down your enemies with four unique outfits and weapon skins to ensure your place among legends,Missing,Missing,,,,,,
6,[12],169212,Outward Adventurer Bundle,"[6, 48, 49, 169]",The Adventurer Bundle includes the critically acclaimed Outward and its DLCs The Soroboreans and The Three Brothers Outward An immersive RPG experience coupled with survival gameplay playable in solo or online coop,Missing,Missing,,,,,,
7,"[12, 13, 15, 31]",167762,Conan Exiles: Isle of Siptah,"[48, 49]",Isle of Siptah is a massive expansion to the open world survival game Conan Exiles featuring a vast new island to explore huge and vile new creatures to slay new building sets and a host of new features,Missing,Missing,0.0,0.0,0.0,100.0,1.0,0.0
8,Missing,164851,Generation Zero: Story Bundle,[49],Generation Zero  Story Bundle contains both of the story based expansions for Generation Zero Alpine Unrest and FNIX Rising Meet other survivors as you take on a new tier of enemies discovering both new havens and foreign structures that dont bode well,Missing,Missing,,,,,,
9,Missing,164809,Conan Exiles: Isle of Siptah Edition,[49],Get both the Conan Exiles base game and the massive Isle of Siptah expansion,Missing,Missing,,,,,,
10,Missing,164771,Conan Exiles: Savage Edition,[49],Get a great start into Conan Exiles with the Savage Edition It gives a wealth of content and two vast maps to explore settle and conquer,Missing,Missing,,,,,,
11,Missing,164754,Family Mysteries Collection,"[49, 169]",This bundle includes  Family Mysteries Poisonous Promises  Family Mysteries 2 Echoes of Tomorrow  Family Mysteries 3 Criminal Mindset,Missing,Missing,,,,,,
12,[10],164743,Beach Buggy Racing 2: Hot Wheels Edition,"[49, 130]",Challenge accepted,Missing,Missing,,,,,,
13,Missing,164705,Rust: Console Edition - Deluxe,[49],Welcome to Rust  Those who purchase Rust Console Edition  Deluxe will receive  Rust Console Edition game New Cobalt Employee  Welcome Pack Public Test Branch access,Missing,Missing,,,,,,
14,Missing,164697,Simulator Pack: Car Mechanic Simulator and Gold Rush: The Game - Double Bundle,[49],Get two realistic simulators with DOUBLE BUNDLE including CAR MECHANIC SIMULATOR and GOLD RUSH THE GAME Become the best car mechanic or make your gold mining dream come true  or both,Missing,Missing,,,,,,
15,Missing,164672,Gomoku AI: Line Five In A Row,[49],Missing,Missing,Missing,,,,,,
16,Missing,164661,Lophead Adventure World,[49],Missing,Missing,Missing,,,,,,
17,Missing,164658,Rust: Console Edition - Ultimate,[49],Welcome to Rust  Those who purchase Rust Console Edition  Ultimate will receive Rust Console Edition game New Cobalt Employee  Welcome Pack Ultimate Elite Combat skin pack 1100 Rust Coins Public Test Branch access,Missing,Missing,,,,,,
18,Missing,164580,Outbreak: Complete Collection,"[49, 169]",Return to the roots of retro survival horror with the Outbreak Complete Collection,Missing,Missing,,,,,,
19,Missing,164297,Fantasy Gunner,[49],Missing,Missing,Missing,,,,,,
20,"[13, 15]",154942,Railway Empire: Japan,"[49, 130]",Japans longterm ambition to develop its own modern nationwide railway network becomes a reality People from formerly feudal regions are yearning to travel to booming metropolises,Missing,Missing,,,,,,
