first_release_date,genres,id,name,platforms,summary,rating,storyline,main,extra,completionist,review_score,review_count,people_polled
1144022400,[14],248540,Major League Baseball 2K6,[12],Missing,Missing,Missing,0.0,0.0,7.22,47.0,3.0,2.0
1144368000,[31],248536,Tomb Raider: Legend,"[8, 11, 21]",Heroine Lara is searching for a South American relic but her adventure takes a different course when rogue anthropologist Amanda Evert shows up Presumed dead along with a team of graduate students after an accident in a tomb in Peru where Lara was the only one to escape Amanda is back with a score to settle as they both race along with the shady James Rutland Jr to obtain an ancient artifact Many other characters both friends and foes will stir things up The story takes Lara through locations all over the world from the Himalayas to Ghana Kazakhstan Bolivia Japan and England including her famous mansion filled with secrets and collectibles Aside from current events Laras past is also revealed through flashbacks Among other things you will get to know how she lost her mother and why it is such a burden,Missing,Missing,7.2,9.05,15.22,72.0,525.0,598.0
1145836800,[14],240283,2006 FIFA World Cup,[12],Xbox 360 version of 2006 FIFA World Cup,Missing,Missing,8.6,14.0,21.23,66.0,19.0,15.0
1145232000,[12],120641,The Elder Scrolls IV: Oblivion - The Orrery,"[6, 12]",The Orrery is the second official addon for The Elder Scrolls IV Oblivion It adds a new quest Repairing the Orrery and a location In the quest you have to retrieve four missing artifacts so that a mage could repair the Orrery which you can later visit to fortify an attribute in the expense of another,Missing,Missing,nan,nan,nan,nan,nan,nan
1145836800,[12],120640,The Elder Scrolls IV: Oblivion - The Wizard's Tower,"[6, 12]",The Wizards Tower is the third official addon for The Elder Scrolls IV Oblivion It adds a new tower called Frostcrag Spire which the player can use as his house a quest in which you have to buy upgrades to the tower and a new merchant called Aurelinwae,Missing,Missing,nan,nan,nan,nan,nan,nan
1144022400,[12],120635,The Elder Scrolls IV: Oblivion - Horse Armor Pack,"[6, 12]",Horse Armor Pack is the first official addon for The Elder Scrolls IV Oblivion It adds two different types of armor for your horse Elven and Steel and a quest to retrieve your first armor for free,Missing,Missing,nan,nan,nan,nan,nan,nan
1144281600,[14],91726,Pro Yakyuu Spirits 3,"[8, 12]",Pro Yakyuu Spirits 3 is a baseball game that allows players to compete in Japans professional baseball league with licensed team and player names,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1145577600,[5],66444,Pink Sweets: Ibara Sorekara,"[12, 52]",Pink Sweets is a vertical shoot em up developed by Cave and the sequel to Ibara,Missing,Missing,0.8,0.0,0.0,53.0,3.0,4.0
1145923200,"[5, 31]",6234,WinBack 2: Project Poseidon,"[8, 11]",In a world where terror takes many forms a new weapon threatens to shake the balance of power Freedoms last hope rests in the hands of three new operatives who must race against time to recover this doomsday device The fate of the world hangs by a thread and a few ticks of the clock means the difference between justice and annihilation WINBACK 2 brings to the series a new route system that lets players experience each mission from the perspective of different operatives There are 30 intense missions multiple difficulty levels and new weapons including the highlyanticipated sniper rifle The new Winback assault team is comprised of three young yet combatproven operatives led by Craig Contrell Each team member is qualified in six different weapon types and highlyadept at CQB Close Quarter Battle They are masters of target identification engagement and shot placement In the hands of the player all of these techniques will be put to the test The games unique shooting action is spread across 30 highrisk operations situated in challenging urban environments and conveyances,Missing,Missing,10.91,0.0,0.0,10.0,1.0,1.0
1144713600,[10],5864,Hummer Badlands,"[8, 11]",Hummer Badlands is a racing game developed by Eutechnyx and published by Global Star Software It was released in North America for the PlayStation 2 on April 13 2006 and for Xbox the next day,Missing,Missing,4.27,0.0,4.45,45.0,2.0,3.0
