,genres,id,name,platforms,summary,rating,storyline,main,extra,completionist,review_score,review_count,people_polled
0,[12],120638,The Elder Scrolls IV: Oblivion - Mehrunes' Razor,"[6, 12]",Mehrunes Razor is the fifth official addon for The Elder Scrolls IV Oblivion It adds a fort called Sundercliff Watch to the game Sundercliff Watch consists of nine larger areas mostly dungeons and various smaller ones The addon also adds a quest called Unearthing Mehrunes Razor where you have to retrieve a dagger underneath Sundercliff Watch new items and characters,Missing,Missing,,,,,,
1,"[9, 15]",23102,Bliss Island,"[6, 12, 38]",In the game players take on the role of Hoshi the Zwooph a small blue fluffy creature with a long trunk as he competes in loads of mini games that revolve around his unique ability to expel precision puffs of air at high velocity from his trunk  the games signature and unique gameplay mechanic Hoshis great puffs can be used to bounce or control objects in the game world to complete,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
2,[10],20547,IHRA Drag Racing: Sportsman Edition,"[8, 11]",IHRA Sportsman marks a new direction for the popular IHRA series with its new racing rule set and gameplay completely redesigned from the ground up IHRA Sportsman utilizes the Official IHRA Bracket Racing rule set of the Sportsman Series  featuring Top Sportsman and Top Dragster car classes Designed to appeal to the casual racer along with the drag racing enthusiast the game will offer a quick play Arcade mode along with a detailed simulation mode that allows you to experience the excitement and challenge of the IHRA Sportsman 12event season Players will earn money buy and unlock new higher quality parts and cars as they progress towards the IHRA Sportsman Championship You can fully customize 60 accurate and detailed vehicles in the garage and paint shop and race on 22 different tracks including 11 official IHRA tracks and 11 original fantasystyle tracks,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
3,"[10, 14]",20537,Crusty Demons,"[8, 11]",he Crusty Demons are a gang of bikers who tour the world performing outrageous bike stunts and participating in all manner of crazy skits with motorized vehicles In a pact with the Devil they are offered immortality  the ability to crash time and time again yet still live to walk away  at the cost of signing over their souls,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
4,[14],20535,Sensible Soccer 2006,"[6, 8, 11]",The allnew Sensible Soccer comes complete with lightning fast football action mesmerising dribbling physics defying sliding tackles and most famously a huge amount of unbelievable goals that can go curling into the top corner thanks to the outrageous levels of aftertouch Sensible Soccer 2006 returns with a modern take on its trademark zoomed out camera and truly intuitive control system which delivers total 360degree control over your players kicks and movement Visually the game has a distinctive new graphical style which includes celshaded players with the classic enlarged heads designed to appeal both to fans of the series and appeal to a new generation of gamers The trademark topdown view allows you to see the build up play better than you can in any current football game This gives the player a huge degree of tactical awareness and control that has never been bettered,Missing,Missing,0.0,0.0,0.0,70.0,1.0,0.0
5,"[8, 33]",11470,Frogger,[12],Frogger is the Xbox Live Arcade version of the popular arcade game of the same name by game developer Digital Eclipse published by Konami Full game includes the new Versus Speed CoOp and Versus HeadtoHead multiplayer modes Earn achievements and post your high scores against other players on Xbox Live,Missing,Missing,7.71,12.75,12.93,61.0,26.0,14.0
6,"[13, 14, 15]",5963,NFL Head Coach,"[6, 8, 11]",NFL Head Coach is a National Football League video game that was released on June 20 2006 for the PlayStation 2 Xbox and PC The game allows the player to control an NFL team and become the greatest coach in NFL history It features thenPittsburgh Steelers head coach Bill Cowher on the cover,Missing,Missing,0.0,0.0,0.0,45.0,2.0,0.0
7,[14],5726,AND 1 Streetball,"[8, 11, 55]",And 1 Streetball brings the flashy streetbasketball style from the And 1 Mixtape tour to your home video game consoles You can create a player from the ground up and take him through the trials of making the And 1 team The game features a variety of moves inspired by real streetball players and includes venues from around the countryeach with its own regional soundtrack You can choose the size of your games ranging from oneonone showdowns to full fiveonfive action,Missing,Missing,8.02,0.0,0.0,43.0,3.0,1.0
8,[14],5724,AMF Xtreme Bowling 2006,"[8, 11]",Experience the excitement of a night at the lanes with AMF Xtreme Bowling 2006 With six different gameplay modes nine different enviornments and customizable character creation the competition is always fresh and fun Great to play alone or with a group of friends,Missing,Missing,,,,,,
9,"[10, 14, 33]",2668,FlatOut 2,"[3, 6, 8, 11, 14, 49]",Experience the drive of your life as you throw yourself around on and off the track causing fences to shatter tyre walls explode water tanks and barrels fly across the track into other cars And if anyone including you gets caught up in a big smash sit back and watch as the driver gets catapulted through the windscreen in spectacular effect With over 5000 destructible objects on each track and 40 deformable pieces on every car sparks are guaranteed to fly increasing the mayhem with every lap     Featuring an enhanced version of the originals lauded physics engine and even faster driving track designs FlatOut 2 also boasts a plethora of improvements enhancements and additions to make this the definitive FlatOut experience Twice as many vehicles a more sophisticated career mode additional race environments double the number of tracks twice as many minigames along with many multiplayer modes via LAN only are just some of the exhaustive features that are included in FlatOut 2   34 vehicles to wreck 12 ragdoll mini games 60 track combinations and thousands and thousands of destructible objects  Enjoy the mayhem while listening to a slamming soundtrack from artists including Rob Zombie Papa Roach Fall Out Boy Nickelback Wolfmother and more  Race hard and collide with up to 6 of your friends online in the souped up car of your dreams,81.97638170196122,Missing,12.41,15.6,21.29,83.0,170.0,136.0
