,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,[8],147333,Uncraft Me!,[12],Uncraft Me is a traditional sidescrolling platformer Alex jumps through linear levels and tries to avoid a variety of instant death obstacles like lava pits lasers or homing missiles However Alex uses a jetpack for jumping which allows travel longer distances per jump as usual The jetpack only has a limited amount of fuel which is refilled when touching the ground Reaching a checkpoint has two significances Alex respawns here after death and it shoots away a part of the background After reaching the end of the level the whole background image is exposed and a Goddess freed The player has an infinite amount of tries to master the challenges of the nine levels,Missing,Missing,,,,,,
1,Missing,118500,Transport Giant: Gold Edition,"[6, 49]",It is the year 1850 The world is experiencing its biggest upheaval Witness the birth of mass production and mass transport With a little capital and an innovative idea you can build an empire for factories are springing up everywhere you turn and the world hungers for every commodity conceivable The world is yours for the taking,Missing,Missing,,,,,,
2,[5],118182,Aliens: Colonial Marines - Movie Map Pack,"[6, 9, 12]",Fight headtohead against other players on familiar grounds with 4 exciting new maps set in locations from previous aliens movies Alien Aliens and Alien 3    The Movie Map Pack includes     Two new maps for Team Deathmatch and Extermination including Fury 161 which takes place in the rundown prison facility seen in Alien 3   One new Survivor map called Nostromo where marines must defend themselves against Xenos inside the classic spaceship from Alien   A new Escape map Exodus situated on the doomed Sulaco Marines awaken from cryosleep and must navigate their way to escape pods whilst under Xeno attack,Missing,Missing,,,,,,
3,Missing,106249,Make It Rain,[12],Missing,Missing,Missing,,,,,,
4,"[5, 24]",106171,Hitman HD Pack,"[9, 12]",Experience Hitman 2 Silent Assassin and Hitman Contracts now in HD Enter the mind of Agent 47 the worlds most deadly assassin Staying anonymous being smart and totally ruthless is the key to a perfect execution The Hitman HD Pack includes HD remastered versions of Hitman 2 Silent Assassin and Hitman Contracts  Hitman Blood Money is available separately through Xbox Live Games on Demand,Hitman 2 Silent Assassin  Enter the realm of a retired assassin forced back into action by treason You may be a hired killer but you still have a sense of loyalty and justice Visit the dark recesses of a world corrupted by crime greed degradation and dishonor And a past that catches up with you  Hitman Contracts  Enter the world of a HITMAN  a world of crime sin and greed Delve into the mind of Agent 47 and encounter his greatest adversaries completing the work that made him so brutally efficient and shaped him as an assassin Eliminate your targets by any means necessary  There are no rules only the contract signed in blood  Hitman Blood Money  Money Talks Silence Pays Prepare to Make a Killing When assassins from Agent 47s contract agency The ICA are eliminated in a series of hits it seems a larger more powerful agency has entered the fray Sensing he may be a target 47 travels to America and prepares to make a killing,Missing,,,,,,
5,Missing,106093,Kinect Sports Gems: Boxing Fight,[12],Missing,Missing,Missing,,,,,,
6,[4],75480,Injustice: Gods Among Us - Red Son Pack 2,"[9, 12]",Download Red Son Skin Pack 2 featuring Batman Green Lantern and Deathstroke for your Injustice Gods Among Us DLC collection,Missing,Missing,,,,,,
7,[4],75479,Injustice: Gods Among Us - Flashpoint Skin Pack,"[9, 12]",The Injustice Season Pass includes the Flashpoint Skin Pack and four downloadable characters for the price of three All content must be accessed through the Injustice ingame store With the Flashpoint Skin Pack gain access to skins for Aquaman Wonder Woman and Deathstroke from this alternate DC universe,Missing,Missing,,,,,,
8,[4],75474,Injustice: Gods Among Us Blackest Night Pack 1,"[9, 12]",With Blackest Night Pack 1 play as the Superman Doomsday and The Flash with this new skin pack based on the Blackest Night storyline written by the incomparable Geoff Johns,Missing,Missing,,,,,,
9,[4],75459,Injustice: Gods Among Us - Arkham City Skin Pack,"[9, 12]",Defeat your enemies as the sinfully twisted Joker sly and stealthy Catwoman or everyones favorite caped crusader Batman with the Batman Arkham City Skin Pack based on the legendary series from Rocksteady Studios,Missing,Missing,,,,,,
10,[4],75455,Injustice: Gods Among Us - Zombie Mode,"[9, 12]",Turn every character in the game into the undead with Zombie Mode,Missing,Missing,,,,,,
11,[4],75439,Injustice: Gods Among Us Scorpion,"[9, 12]",Download Scorpion one of Mortal Kombats most klassic characters for your Injustice Gods Among Us DLC collection,Missing,Missing,,,,,,
12,[5],59778,Avatar Warfare!,[12],An Xbox Live Indie Games firstperson shooter featuring Xbox Avatars,Missing,Missing,,,,,,
13,"[9, 31]",57157,"Candy, Please!","[12, 37]",Game for mobile phones 3DS and Xbox 360 Made by Nostatic Software,Missing,Missing,,,,,,
