first_release_date,id,name,platforms,summary,genres,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
1578960000,254294,Dawn of Man + Planetbase,[49],Planetbase Guide a group of space settlers trying to establish a base on a remote planet  Dawn of Man Command a settlement of ancient humans guide them through the ages in their struggle for survival,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1579219200,250228,King K Roller 2,"[6, 49]",Everyones favorite regal reptile returns in a brand new adventure  King K Rool is nothing but a meme character at least thats what his peers think of him This inferiority complex drives his attempt to alter the course of history to be seen than more than just a meme character Luckily after finding a time stone the crocodile is able to embark on this adventure of altering the past  This adventure includes 9 rageinducing levels jam packed with difficult jumps engaging boss battles and captivating cutscenes  This game is for god gamers only It is very difficult and is intentionally rage inducing but it is much more fair than the previous installment of King K Roller which I recommend you do not play,[8],Missing,Missing,nan,nan,nan,nan,nan,nan
1579737600,196812,Volley & Tennis Bundle Blast,[49],Smash that ball and have a real blast enjoying the best sports,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1579824000,165876,Draw a Stickman: Epic & Epic 2,[49],Missing,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1579046400,164780,Sherlock Holmes: Crimes and Punishments Redux,[49],Become the most celebrated detective of all time Sherlock Holmes Use your impressive talents as a detective to solve six thrilling and varied cases,[31],Missing,Missing,nan,nan,nan,nan,nan,nan
1579132800,154535,The Surge 2: Premium Edition,[49],Welcome to Jericho City  Explore the devastated metropolis and fight its numerous ferocious threats in unforgiving combat Slash and tear equipment from foes utilizing The Surge 2s dynamic Limb Targeting System  The Surge 2  Premium Edition contains the full game and all the Season Pass content This includes the storyfocused expansion The Kraken and all the new weapons and armor sets DLCs,"[12, 31]",Missing,Missing,nan,nan,nan,nan,nan,nan
1579132800,141113,Dragon Ball Z: Kakarot - Season Pass,"[6, 48, 49]",Deepen your Dragon Ball Z Kakarot experience by grabbing the Season Pass which includes 2 original episodes and one new story,[12],Missing,Missing,nan,nan,nan,nan,nan,nan
1579824000,139932,Commandos 2 & Praetorians HD Remaster Doube Pack,"[6, 48, 49]",Relive two masterpieces originally developed by the legendary Pyro Studios that defined the realtime tactics genre like nothing before reimagined in full HD and bundled together for the first time ever In Commandos 2  HD Remaster take control of an elite group of commandos venture deep into enemy territory and utilize their combined expertise to complete a series of notoriously demanding missions set in World War II Prepare to face overwhelming odds as you operate covertly to turn the tide of war,"[11, 15, 24]",Missing,Missing,nan,nan,nan,nan,nan,nan
1580169600,137608,Milo's Quest,"[6, 46, 48, 49, 130]",Milos Quest is a retro inspired topdown adventure puzzle game The young puppy Milo is enjoying his time in the park and sees a delicious bone to chew on This bone is cursed and sets free the Evil King Old Skull Now its up to Milo to go on an adventure to save the world by stopping the curse,"[9, 31, 32, 33]",Missing,Missing,0.0,1.11,1.72,30.0,1.0,6.0
1579219200,136271,Dragon Ball Z: Kakarot - Ultimate Edition,"[6, 48, 49]",The Ultimate Edition includes the game a Cooking Item that gives your character permanent KiATK KiDEF and HP Stat boosts Season Pass 2 original episodes and a new story a music compilation pack 11 additional songs from the anime and the Tao Pai Pai Pillar,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
