first_release_date,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
1517356800,[31],254491,Minecraft: Moana Character Pack,"[6, 9, 12, 34, 39, 41, 46, 48, 49, 130, 132, 169, 388]",Minecraft Moana Character Pack is a skin pack for Minecraft featuring characters from Disneys Moana,Missing,Missing,nan,nan,nan,nan,nan,nan
1516752000,"[9, 31, 32]",229134,Without Escape,"[3, 6, 14, 37, 46, 48, 49, 130, 167, 169]",Can you escape the nightmare and find the answers youre looking for  Without Escape is a tribute to firstperson graphic adventures of the early 90s with an interactive story told through prerendered background and fullmotion video Explore the confines of your own home as you flip between a mundane existence and a terrifying otherworld Are you prepared to endure the horrors that await you,Missing,Missing,0.94,0.95,1.14,40.0,18.0,31.0
1516060800,"[9, 25, 31]",168368,LEGO Marvel Super Heroes 2: Champions Character Pack,"[6, 14, 48, 49, 130]",Ms Marvel Nova Miles Morales This generations greatest Super Heroes unite with other young heroes from around the world to form The Champions Download now to play as Ironheart Devil Dinosaur Moon Girl Viv Vision Amadeus Cho Wasp Nadia Pym Hawkeye Kate Bishop and Nova,Missing,Missing,nan,nan,nan,nan,nan,nan
1516060800,Missing,165036,Injustice 2: Enchantress,[49],The alltoo ordinary life of June Moone ended the day she was possessed by the Enchantress a demonic sorceress with aspirations of world domination Today she fights for her very soul struggling to harness the Enchantress magic for good,Missing,Missing,nan,nan,nan,nan,nan,nan
1516924800,[4],144714,Dragon Ball FighterZ: FighterZ Pass,"[6, 48, 49, 130]",The FighterZ Pass is a direct ticket to an even more explosive fighting experience with no less than 8 additional mighty characters So start sharpening your skills on new fighting styles gameplay mechanics and even more team combinations  And those new fighters also come with their respective stamp set of alternative colors and Lobby Avatars  Contains the following fighters  Android 17  Bardock  Broly  Cooler  Goku  Vegeta  Vegito SSGSS  Zamasu Fused,Missing,Missing,nan,nan,nan,nan,nan,nan
1516147200,"[9, 31, 32]",129923,Caves and Castles: Underworld,"[6, 48, 49, 130, 169]",Find adventure beyond your imagination and riches untold as you descend into the caves beneath an ancient castle Enjoy colorful handdrawn art and animation a charming story and hours of matchthree fun as you play Caves and Castes Underworld,Missing,Missing,0.0,2.83,3.23,0.0,0.0,2.0
1516924800,[4],121165,Dragon Ball FighterZ: Collector'z Edition,"[48, 49]",The Collectors Edition of Dragon Ball Fighter Z includes 3 Art Boards Collectorz Box Exclusive Steelbook  7 Goku Statue with exclusive Manga Dimension coloring The Dragon Ball Fighter Z Collectorz Edition is perfect for all super fans of Goku The pack includes a game for Xbox One 3 artboards Collectorz Box exclusive Steelbook  7 Goku Statue with exclusive Manga Dimension coloring You can play the game create your own fan artwork  more with this allinone collectible Featuring a thrilling storyline with interesting characters this game will surely keep you entertained and interested Go ahead  prepare yourself for a funfilled gaming adventure,DRAGON BALL FighterZ is born from what makes the DRAGON BALL series so loved and famous endless spectacular fights with its allpowerful fighters,Missing,nan,nan,nan,nan,nan,nan
1517270400,"[12, 13, 15, 31, 32]",113623,Alvastia Chronicles,"[6, 34, 39, 48, 49, 130]",RPG with over 100 companions Set out on an adventure in a retrostyled worldAfter encountering the man who killed their parents ten years prior Elmia and her brother Alan set out to avenge their deaths as they fight to stem the tide of monsters flooding into the upper world and restore peace to Alvastia,Missing,Missing,7.48,10.92,16.47,51.0,10.0,24.0
1516665600,"[9, 12, 13, 32]",102940,BQM: BlockQuest Maker,"[6, 14, 34, 48, 49, 130]",Create  Play instant death dungeon RPG You can make your own gimmick packed dungeon And you can share it to the world BQM is a simple game maker that gives you both chance to play dungeons designed by other users and to create your original bewildering one,Missing,Missing,nan,nan,nan,nan,nan,nan
1516924800,Missing,85144,Dragon Ball FighterZ: FighterZ Edition,"[6, 48, 49, 130]",The FighterZ Edition includes the game and the FighterZ Pass which adds 8 new mighty characters to the roster,Missing,Missing,nan,nan,nan,nan,nan,nan
