first_release_date,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
1675382400,[9],272431,Ludo Local Multiplayer,[49],Ludo is fun to play a local multiplayer board game that can be played between 2 3 or 4 players It is the most popular and fun game to play with family and friends Ludo is a mind refreshing game with its lucky dice rolls and strategical gameplay This interesting 2D Ludo game has been around us for a long time as the best game to play in our spare time,Missing,Missing,nan,nan,nan,nan,nan,nan
1676505600,[4],252642,Dragon Ball: The Breakers - Season 2,"[6, 48, 49, 130]",Caught in by an unexpected temporal phenomenon seven ordinary citizens find themselves stranded in a Temporal Seam they share their imprisonment with the Raider a menacing enemy from another timeline with an overwhelming power  As a new Raider is reported roaming the Temporal Seams 2 capsules can be seen in the sky landing with a crash A group of Saibamen roams the fields ready to ambush the survivors After some time escaping these green creatures a powerful Saiyan takes the lead in the chase,Missing,Missing,nan,nan,nan,nan,nan,nan
1677542400,"[13, 14]",252417,Dakar Desert Rally: SnowRunner Trucks,"[49, 169]",Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1676505600,"[13, 30]",247695,Pinball FX: My Little Pony Pinball,"[49, 130, 169]",Visit Twilight Sparkle and her friends as they begin preparations for the largest party Equestria has ever seen Play everyponys mane mode to start the Wizard Mode and lock balls into the Tree of Harmony for a spectacular 6ball multiball,Missing,Missing,nan,nan,nan,nan,nan,nan
1676505600,[13],247667,Pinball FX: Indiana Jones - The Pinball Adventure,"[49, 169]",Relive iconic scenes from the movies in Indiana Jones The Pinball Adventure the 1993 Williams classic Escape Castle Brunwald feed your pinballs to the mysterious Idol and brave the Path of Adventure,Missing,Missing,nan,nan,nan,nan,nan,nan
1676505600,[13],247141,Pinball FX: Jurassic World️ Pinball,"[49, 169]",With one pinball table based on Jurassic World and two more inspired by Jurassic Park you know what that means  Life found a way,Missing,Missing,nan,nan,nan,nan,nan,nan
1676505600,[13],247134,Pinball FX: Universal Monsters Pack,"[49, 169]",Two scarily authentic tables based on the Universal MonstersMonster Bash and Creature from the Black Lagoon Play in their perfectly simulated original form or as remastered tables with updated graphics animated toys and a host of new features,Missing,Missing,nan,nan,nan,nan,nan,nan
1675900800,"[12, 15, 31]",246079,Raging Bytes,"[6, 34, 39, 48, 49, 130, 167, 169]",Raging Bytes is a storydriven zombie RPG full of drama and pixels Survive the raging bytes With difficulty levels for all kinds of players dive into this postapocalyptic world and face zombies in turnbased battles,A police officer Ben awakens in hospital after an accident to find the city overrun by zombies What in the world is going on here Can the government be relied on Do any other survivors remain Ben stumbles upon a doctor named Barbra while struggling through zombieinfested streets Together they make their way to Bens police station but only more horror awaits them,Missing,0.0,7.33,0.0,75.0,1.0,1.0
1677542400,"[5, 31]",240059,Destiny 2: Lightfall - Season of Defiance,"[6, 48, 167, 169]",In the aftermath of the attack on the Traveler the Vanguard calls upon its closest allies Guardians must master the righteous powers of the Awoken to stand against the encroaching Shadow Legion and prove themselves as Queensguard,Missing,Missing,nan,nan,nan,nan,nan,nan
1677110400,[35],239412,Catan: Console Edition Deluxe,"[49, 130, 169]",Acquire resources master new strategies and build your settlements across a board that comes to life Challenge friends in your living room or play against smart  dynamic AI to become the winning Catanian then take these skills online with full crossplay compatibility Take your challenge to the next level with the Deluxe edition which includes 5 previous Catan World Championship board layouts,Missing,Missing,nan,nan,nan,nan,nan,nan
1677110400,[15],239411,Blood Bowl 3: Imperial Nobility Edition,"[49, 169]",The Emperor obviously expects his players to look very distinguished Stand out from the rabble with the Imperial Nobility Edition It includes customization Items for a Blitzer Ogre and Thrower,Missing,Missing,nan,nan,nan,nan,nan,nan
