first_release_date,genres,id,name,platforms,rating,summary,main,extra,completionist,review_score,review_count,people_polled
918777600,"[10, 33]",1805,Crazy Taxi,"[6, 8, 9, 12, 21, 23, 34, 39, 52]",73.85521304832068,Hey hey come on over and have some fun with Crrrrrazy Taxi Barrel through traffic packed streets hurdle off parking garages and Crazy Combo your way to Crazy Money in a wild frantic race to scare up the most fares In Crazy Taxi time is money and only the Craziest Cabbies come out victorious,2.8,4.66,6.71,70,254,171
