first_release_date,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
1257292800,[10],248329,Antigrav Racing Championship,[12],Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1257811200,[5],154707,Call of Duty: Modern Warfare 2 - Veteran Edition,"[9, 12]",The Veteran Edition is a GAME exclusive edition that includes all the contents of the Hardened Edition but also a Soap MacTavish ultrapremium ARTFX Statue sculpted by Kotobukiya and the full downloadable game Call of Duty Classic The statue has 3 sets of interchangeable weapons and arms including Dual iceclimbing pickaxes Dual 45 caliber pistols M14 Enhanced Battle Rifle affixes to Soaps back when not in use It costs 19999,Missing,Missing,nan,nan,nan,nan,nan,nan
1257811200,[5],154705,Call of Duty: Modern Warfare 2 - Hardened Edition,"[9, 12]",The Hardened Edition comes with the game disc a different print the MW2 green and black instead of the figure in the desert and the manual along with an art book a steel case and a code to download the original Call of Duty game It costs 6080,Missing,Missing,nan,nan,nan,nan,nan,nan
1257811200,[5],154704,Call of Duty: Modern Warfare 2 - Prestige Edition,"[9, 12]",The Prestige Edition includes all content of the Hardened Edition as well as fullyfunctional night vision goggles imprinted with the Call of Duty Modern Warfare 2 logo and a sculpted head stand of Soap MacTavish It costs 150,Missing,Missing,nan,nan,nan,nan,nan,nan
1259020800,[33],136855,Blast Off,"[9, 12, 38, 46]",Blast Off is an interstellar arcade game featuring gravity fields lost astronauts and bizarre planetary systems Use your rocket ship to rescue astronauts and carry them through the warpgate to safety But be careful The everpresent force of gravity can help you on your journey but can also bring you crashing down,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1258588800,"[9, 32, 33]",91392,Echoes,"[9, 12, 38, 55]",Delve your way into Echoes an exciting action puzzle game in which players collect crystals within many surreal artistic worlds The player controls Charlie a girl who was transported to another realm while dreaming in art classCollect crystals and avoid Echoes the translucent and deadly ghost versions of yourself Fight back with power ups across multiple worlds and game modes,Missing,Missing,1.23,0.0,0.0,70.0,2.0,1.0
1257897600,Missing,67956,Encleverment Experiment,[12],Blitz Arcade developed this Xbox Live Arcade game,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1259020800,[14],52551,Madden NFL Arcade,"[9, 12]",Fiveonfive football is available for the downloadable services,Missing,Missing,0.0,0.0,2.17,55.0,2.0,2.0
1257292800,[5],51639,Square Off,[12],Earth has been under attack for ages so a mad scientist creates a 4player squadron of Square Avengers to save earth from the alienspawning space ships and other threats using various firepower,Missing,Missing,nan,nan,nan,nan,nan,nan
1258416000,"[15, 35]",24339,Chaotic: Shadow Warriors,"[5, 9, 12]",Prepare to prove your mettle in the battle arena In Chaotic Shadow Warriors the intense fighting action of the TV series combines with the gripping strategy of the card game to provide a uniquely exciting turnbased arena combat experience Assume the role of a Chaotic creature and get ready to dominate your opponents in animated bouts bursting with explosive action,Missing,Missing,8.1,8.47,0.0,53.0,4.0,4.0
1257206400,[5],21109,Alien Breed Evolution,"[9, 12]",A remake of the original classic Amiga title Alien Breed Evolution features update graphics gameplay and features,Theodore J Conrad is an engineer on the spaceship Leopold when it drops out of hyperspace and has a collision with a mysterious ghost ship which is populated by numerous hostile alien beings Just before the collision Conrad is visited by the android Mia who asks him why he is against synthetics the name for androids in the game and saves him from a piece of debris from the ghost ship that pierces Conrads room when the collision occurs Mia then sends Conrad to restart the Leopolds engines to avert both ships from crashing into the unnamed planet below,Missing,10.0,13.5,0.0,65.0,4.0,3.0
1258934400,[14],21107,Stoked: Big Air Edition,"[6, 12]",Stoked which has the highest Metacritic score of any advancedgeneration snowboarding game is now faster bigger easier to control and even more gorgeous in Stoked Big Air Edition New features include racing marked trails that make it easy to find great runs lots of park objects to use for tricks two new mountains better visuals and faster and smoother riding,Missing,Missing,0.0,0.0,0.0,50.0,1.0,0.0
1258070400,[7],7051,Lips: Canta en Español,[12],Missing,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1259020800,"[7, 13]",7034,Karaoke Revolution,"[5, 9, 12]",Turn your Xbox into a highend interactive karaoke machine with Karaoke Revolution the latest in Konamis line of music video games Karaoke Revolution features a varied list of tunes from current hits to yesterdays classics With the Xbox Communicator youll not only sing song but get judged on your performanceso make sure youre on key Take your voice to the ultimate concert venue in Showtime mode This version of Karaoke Revolution also features more than 10 Motown classics and additional songs that you can download via Xbox Live,Missing,Missing,0.0,0.0,0.0,70.0,1.0,0.0
1257897600,"[7, 9, 33]",6173,0D Beat Drop,[12],0D Beat Drop is a 2009 rhythmpuzzle video game developed by Cyclone Zero and published by Aksys Games and Arc System Works With elements of Puyo Puyo and Lumines the game has players organizing colored shapes onto a playing field in order to match three pieces and clear them using the games titular Beat Drop which requires the player to listen to the techno soundtrack,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
