first_release_date,genres,id,name,platforms,rating,storyline,summary,main,extra,completionist,review_score,review_count,people_polled
742348800,[4],18626,Street Fighter II Turbo,"[5, 12, 19, 41, 52, 58, 137]",83.36033169999212,Theyre back and theyre badder than ever Faster stronger and with all new moves twelve of the greatest fighters from across the globe are ready to do battle Choose your champion and get ready for the big brawl as they try to earn the right to battle M Bison for the title And just when you think youve mastered it all crank it up a notch and go TURBO,Theyre back and theyre badder than ever Faster stronger and with all new moves twelve of the greatest fighters from across the globe are ready to do battle Choose your champion and get ready for the big brawl as they try to earn the right to battle M Bison for the title And just when you think youve mastered it all crank it up a notch and go TURBO,nan,nan,nan,nan,nan,nan
