,name,title_found,main,extra,completionist,review_score,review_count,people_polled
0,Madden NFL 2002,Madden NFL 2002,2.47,20.0,0.0,68,10,5
1,Golf Navigator Vol.4,Not found on hl2b,0.0,0.0,0.0,0,0,0
2,Golf Navigator Vol.3,Not found on hl2b,0.0,0.0,0.0,0,0,0
3,Simple 1500 Series Vol. 73: The Invaders - Space Invaders 1500,Not found on hl2b,0.0,0.0,0.0,0,0,0
4,DrumMania 3rdMix,Not found on hl2b,0.0,0.0,0.0,0,0,0
5,GuitarFreaks 4thMix & DrumMania 3rdMix,Not found on hl2b,0.0,0.0,0.0,0,0,0
6,Simple 1500 Series Vol. 74: The Horror Mystery - The Sangeki Yakata Cabin Hakushaku no Fukkatsu,Not found on hl2b,0.0,0.0,0.0,0,0,0
7,Memories Off 2nd,Memories Off 2nd,0.0,0.0,27.06,100,1,2
8,World Championship Snooker 2002,Not found on hl2b,0.0,0.0,0.0,0,0,0
9,Harukanaru Toki no Naka de 2,Not found on hl2b,0.0,0.0,0.0,0,0,0
10,Omoide ni Kawaru Kimi: Memories Off,Omoide ni Kawaru-Kimi: Memories Off,0.0,0.0,28.48,70,2,3
11,Momotaro Matsuri: Ishikawa Rokuemon no Maki,Not found on hl2b,0.0,0.0,0.0,0,0,0
12,Densha de GO! Shinkansen: Sanyou Shinkansen-hen,Not found on hl2b,0.0,0.0,0.0,0,0,0
13,Evergreen Avenue,Not found on hl2b,0.0,0.0,0.0,0,0,0
14,Favorite Dear: Enkan no Monogatari,Not found on hl2b,0.0,0.0,0.0,0,0,0
15,Komocchi,Not found on hl2b,0.0,0.0,0.0,0,0,0
16,D.N.A.: Dark Native Apostle,D.N.A.: Dark Native Apostle,0.0,0.0,0.0,0,0,0
17,Portal Runner,Portal Runner,5.85,0.0,0.0,58,4,4
18,Backyard Soccer,Backyard Soccer,5.0,0.0,7.5,60,3,2
19,Card Games,Card Games,0.0,0.0,0.0,0,0,0
20,Saiyuki: Journey West,Saiyuki: Journey West,33.45,38.02,45.0,76,14,12
21,Skydiving Extreme,Skydiving Extreme,0.59,0.0,0.0,0,0,1
22,M&M's Shell Shocked,M&M's: Shell Shocked,1.73,2.26,4.26,47,9,6
23,TinTin: Destination Adventure,Tintin: Destination Adventure,4.45,4.75,0.0,62,5,4
24,International Cricket Captain 2001: Ashes Edition,International Cricket Captain 2001: Ashes Edition,0.0,0.0,0.0,0,0,0
