,name,title_found,main,extra,completionist,review_score,review_count,people_polled
0,Super Mario World: The Second Reality Project 2 - Zycloboo's Challenge,Not found on hl2b,0.0,0.0,0.0,0,0,0
1,Daredemo Kantan! Watanabe Akira no Tsume Shogi,Not found on hl2b,0.0,0.0,0.0,0,0,0
2,DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan,Not found on hl2b,0.0,0.0,0.0,0,0,0
3,Doko Demo Raku Raku! DS Kakeibo,Not found on hl2b,0.0,0.0,0.0,0,0,0
4,Akko ni Omakase! Brain Shock,Not found on hl2b,0.0,0.0,0.0,0,0,0
5,Super Mario World: VIP and Wall Mix 2,Not found on hl2b,0.0,0.0,0.0,0,0,0
6,Blue Mario Bros. 3,Not found on hl2b,0.0,0.0,0.0,0,0,0
7,Toad's Treasure Quest,Not found on hl2b,0.0,0.0,0.0,0,0,0
8,Cinnamoroll: Ohanashi Shiyo!: Kirakira de Kore Cafe,Not found on hl2b,0.0,0.0,0.0,0,0,0
9,The Mysterious Mine Bouncin' Back Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
10,Danmaku Kentei Shiken: Ketsui Hen,Not found on hl2b,0.0,0.0,0.0,0,0,0
11,Simple DS Series Vol. 11: Mou Ichido Kayoeru - The Otona no Shougakkou,Not found on hl2b,0.0,0.0,0.0,0,0,0
12,Simple DS Series Vol. 10: The Doko Demo Kanji Quiz,Not found on hl2b,0.0,0.0,0.0,0,0,0
13,Simple DS Series Vol. 9: Atama ga Yoku Naru - The Me no Training,Not found on hl2b,0.0,0.0,0.0,0,0,0
14,Star Wars: Lethal Alliance,Star Wars: Lethal Alliance,5.5,6.08,8.74,58,14,20
15,YuYu Hakusho: Ankoku Bujutsukai-hen,Not found on hl2b,0.0,0.0,0.0,0,0,0
16,Biker Mice From Mars,Biker Mice from Mars,3.43,5.92,6.86,73,23,24
17,Maths Play: Have Fun with Numbers!,Not found on hl2b,0.0,0.0,0.0,0,0,0
18,Chao Dream Touch! Happy Anniversary,Not found on hl2b,0.0,0.0,0.0,0,0,0
19,DS Dengeki Bunko: Inukami! feat. Animation,Not found on hl2b,0.0,0.0,0.0,0,0,0
20,DS Dengeki Bunko: Allison,Not found on hl2b,0.0,0.0,0.0,0,0,0
21,Pawapuro-kun Pocket 9,Not found on hl2b,0.0,0.0,0.0,0,0,0
22,Super Mario War,Super Mario War,0.5,0.0,0.0,0,0,1
23,Puzzle Series Vol. 7: Crossword 2,Not found on hl2b,0.0,0.0,0.0,0,0,0
24,Winx Club : The Quest For The Codex,Winx Club: Quest for the Codex,0.0,0.0,0.0,0,0,0
25,My Animal Centre in Africa,My Animal Centre in Africa,9.5,0.0,0.0,40,2,1
26,Oshare Princess DS: Oshare ni Koishite!,Not found on hl2b,0.0,0.0,0.0,0,0,0
27,Kirarin Revolution: Naasan to Issho,Not found on hl2b,0.0,0.0,0.0,0,0,0
28,Anpanman to Asobu: AIUEO Kyoushitsu,Not found on hl2b,0.0,0.0,0.0,0,0,0
29,Gintama: Gintoki vs. Hijikata!? The Kabukicho Silver Ball Competition!!,Not found on hl2b,0.0,0.0,0.0,0,0,0
30,Franklin's Great Adventures,Franklin's Great Adventures,0.0,0.0,1.76,58,6,1
31,That's So Raven: Psychic on the Scene,Not found on hl2b,0.0,0.0,0.0,0,0,0
32,Superman Returns: The Videogame,Not found on hl2b,0.0,0.0,0.0,0,0,0
33,Brain Boost: Beta Wave,Brain Boost: Beta Wave,0.0,0.0,0.0,0,0,0
34,Freedom Wings,Freedom Wings,0.0,0.0,17.68,60,1,1
35,Brain Boost: Gamma Wave,Not found on hl2b,0.0,0.0,0.0,0,0,0
36,The Legend of Zelda: Parallel Worlds,The Legend of Zelda: Parallel Worlds,20.0,0.0,0.0,75,2,1
37,Chameleon,Chameleon,10.1,0.0,0.0,70,4,3
38,March of the Penguins,March of the Penguins,0.0,0.0,0.0,0,0,0
39,My Pet Hotel,My Pet Hotel,19.5,0.0,0.0,10,1,1
40,Lionel Trains: On Track,Not found on hl2b,0.0,0.0,0.0,0,0,0
41,Ys Origin,Ys Origin,11.44,22.27,34.81,80,374,593
42,Mega Man Star Force: Leo,Not found on hl2b,0.0,0.0,0.0,0,0,0
43,Puyo Puyo! 15th Anniversary,Puyo Puyo! 15th Anniversary,9.12,0.0,0.0,75,2,2
44,Mystery Dungeon: Shiren the Wanderer,Mystery Dungeon: Shiren the Wanderer,22.89,32.33,0.0,70,7,10
45,Mega Man Star Force: Dragon,Not found on hl2b,0.0,0.0,0.0,0,0,0
46,Mystery Case Files: Ravenhearst,Mystery Case Files: Ravenhearst,6.41,0.0,7.21,69,11,15
47,Dragon Quest Monsters: Joker,Dragon Quest Monsters: Joker,29.51,43.77,69.2,77,63,44
48,Final Fantasy Fables: Chocobo Tales,Final Fantasy Fables: Chocobo Tales,9.49,12.79,22.93,67,41,32
49,Mega Man Star Force: Pegasus,Not found on hl2b,0.0,0.0,0.0,0,0,0
50,SNK vs Capcom Card Fighters DS,SNK vs. Capcom: Card Fighters DS,12.88,0.0,0.0,57,3,3
51,Gunpey DS,Gunpey DS,1.0,0.0,8.0,40,2,2
52,Naruto: Ninja Destiny,Naruto: Ninja Destiny,1.62,6.04,13.5,55,14,11
