,name,title_found,main,extra,completionist,review_score,review_count,people_polled
0,The Legend of Zelda: Petrie's Challenge,Not found on hl2b,0.0,0.0,0.0,0,0,0
1,Rockman 4: Burst Chaser X Air Sliding,Not found on hl2b,0.0,0.0,0.0,0,0,0
2,Scandal in the Spotlight,Scandal In The Spotlight,0.0,0.0,0.0,0,0,0
3,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2.46,4.49,5.9,62,124,87
4,Medarot 8: Kabuto Version,Not found on hl2b,0.0,0.0,0.0,0,0,0
5,Super Mario 64 Shining Stars,Not found on hl2b,0.0,0.0,0.0,0,0,0
6,Fragment's Note,Fragment's Note,0.0,7.71,11.67,0,0,3
7,Outback Pet Rescue 3D,Not found on hl2b,0.0,0.0,0.0,0,0,0
8,Amida's Path,Not found on hl2b,0.0,0.0,0.0,0,0,0
9,Gothic Masquerade,Not found on hl2b,0.0,0.0,0.0,0,0,0
10,Medarot 8: Kuwagata Version,Not found on hl2b,0.0,0.0,0.0,0,0,0
11,Arcade Archives: Moon Cresta,Not found on hl2b,0.0,0.0,0.0,0,0,0
12,BlazBlue: Clone Phantasma,BlazBlue: Clone Phantasma,0.0,0.0,0.0,0,0,0
13,DragonBall Heroes: Ultimate Mission 2,Not found on hl2b,0.0,0.0,0.0,0,0,0
14,Thorium Wars: Attack of the Skyfighter,Thorium Wars: Attack of the Skyfighter,0.0,0.0,0.0,0,0,0
15,Dragon Quest X: All In One Package,Not found on hl2b,0.0,0.0,0.0,0,0,0
16,Kingdom Tales 2,Kingdom Tales 2,5.23,5.5,0.0,0,0,2
17,Motorsport Manager,Motorsport Manager,28.81,113.04,358.29,76,38,25
18,Metro Redux,Metro Redux,17.3,25.07,51.88,82,52,57
19,Senran Kagura 2: Deep Crimson,Senran Kagura 2: Deep Crimson,11.46,18.71,29.8,67,24,30
20,Corpse Party,Corpse Party,10.06,12.51,17.27,76,122,161
21,Metro: Last Light Redux,Metro: Last Light Redux,9.73,13.36,27.22,79,1305,1897
22,Metro 2033 Redux,Metro 2033 Redux,9.04,11.48,23.68,77,1701,2647
23,3D Thunder Blade,Not found on hl2b,0.0,0.0,0.0,0,0,0
24,Azure Striker Gunvolt,Azure Striker Gunvolt,5.31,8.74,32.71,73,159,214
25,The Journey Down: Chapter Two,The Journey Down: Chapter Two - Into the Mist,3.83,3.85,4.2,73,38,71
26,Demon King Box,Demon King Box,4.86,5.22,0.0,58,5,7
27,Shadowgate,Shadowgate,4.72,7.95,16.26,65,25,52
28,Back to Bed,Back to Bed,1.39,2.22,3.66,62,104,235
29,Mighty Gunvolt,Mighty GUNVOLT,0.7,2.31,2.33,64,74,127
30,Caladrius Blaze,Caladrius Blaze,0.82,6.92,49.3,73,24,37
31,Awe,Awe,3.0,0.0,6.73,43,4,6
32,McDroid,McDROID,7.4,0.0,0.0,70,3,1
