,name,title_found,main,extra,completionist,review_score,review_count,people_polled
0,Front Mission Evolved: Wanzer Pack 3,Not found on hl2b,0.0,0.0,0.0,0,0,0
1,Front Mission Evolved: Wanzer Pack 2,Not found on hl2b,0.0,0.0,0.0,0,0,0
2,Front Mission Evolved: Wanzer Weapons Pack 2,Not found on hl2b,0.0,0.0,0.0,0,0,0
3,Front Mission Evolved: Wanzer Weapons Pack 1,Not found on hl2b,0.0,0.0,0.0,0,0,0
4,Ore no Yome: Anata Dake no Hanayome,Ore no Yome: Anata Dake no Hanayome,0.0,0.0,0.0,0,0,0
5,Sketchy Tower Defense,Not found on hl2b,0.0,0.0,0.0,0,0,0
6,Dragon's Lair Trilogy,Dragon's Lair Trilogy,1.65,1.82,4.11,60,11,10
7,Medal of Honor: Tier 1 Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
8,Castlevania: Lords of Shadow - Limited Collector's Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
9,Dead Rising 2: Zombrex Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
10,Halo: Reach Limited Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
11,The X-Factor,The X-Factor,0.0,0.0,0.0,0,0,0
12,Castlevania: Lords of Shadow - Limited Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
13,John Daly's ProStroke Golf,John Daly's ProStroke Golf,0.0,0.0,0.0,0,0,0
14,Get fit with Mel B,Get Fit with Mel B,0.0,0.0,0.0,0,0,0
15,Steam Heroes,Steam Heroes,0.6,0.72,1.13,10,2,5
16,Radirgy Noa Massive,Not found on hl2b,0.0,0.0,0.0,0,0,0
17,Power Gig: Rise of the SixString,Power Gig: Rise of the SixString,0.0,0.0,0.0,80,1,0
18,Backyard Sports: Rookie Rush,Backyard Sports: Rookie Rush,4.0,0.0,5.12,55,2,4
19,Tony Hawk: Shred,Tony Hawk: Shred,0.0,0.0,0.0,30,1,0
20,NBA 2K11,NBA 2K11,37.67,160.99,688.12,81,37,15
21,Grand Theft Auto IV: Complete Edition,Grand Theft Auto IV: The Complete Edition,33.18,53.52,102.63,82,283,354
22,Fallout: New Vegas,Fallout: New Vegas,27.36,59.94,131.6,87,2027,2490
23,Dragon Age: Origins - Ultimate Edition,Dragon Age: Origins - Ultimate Edition,49.54,72.27,106.08,88,642,934
24,Red Dead Redemption: Undead Nightmare,Red Dead Redemption: Undead Nightmare,7.09,8.25,13.41,77,391,411
25,Super Meat Boy,Super Meat Boy,9.55,18.55,43.63,79,986,885
26,Rock Band 3,Rock Band 3,8.98,36.61,134.58,85,94,56
27,Borderlands: Game of the Year Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
28,Enslaved: Odyssey to the West,Enslaved: Odyssey to the West,9.01,10.56,19.35,76,806,1005
29,Def Jam Rapstar,Def Jam Rapstar,4.83,0.0,0.0,70,2,3
30,Monopoly Streets,Monopoly Streets,3.03,7.0,13.0,58,10,6
31,Castlevania: Lords of Shadow,Castlevania: Lords of Shadow,17.98,22.25,39.3,78,310,310
32,Vanquish,Vanquish,6.08,8.01,16.7,77,871,1136
33,Bakugan: Defenders of the Core,Bakugan: Defenders of the Core,10.23,12.25,20.95,64,22,27
34,EA Sports MMA,EA Sports MMA,13.72,22.0,0.0,66,14,7
35,Costume Quest,Costume Quest,5.55,6.49,7.36,73,488,884
36,DJ Hero 2,DJ Hero 2,7.1,11.09,17.31,77,39,22
37,Alan Wake: The Signal,Alan Wake: The Signal,1.43,1.61,1.97,73,285,393
38,Hasbro Family Game Night 3,Hasbro Family Game Night 3,0.0,0.0,20.0,70,4,1
39,Cabela's Dangerous Hunts 2011,Cabela's Dangerous Hunts 2011,4.01,0.0,0.0,45,2,5
40,Naruto Shippuden: Ultimate Ninja Storm 2,Naruto Shippuden: Ultimate Ninja Storm 2,12.85,20.82,36.04,75,355,317
41,WWE SmackDown vs. Raw 2011,WWE SmackDown vs. Raw 2011,21.56,29.14,52.63,72,64,38
42,Left 4 Dead 2: The Sacrifice,Not found on hl2b,0.0,0.0,0.0,0,0,0
43,Explosionade,Explosionade,0.94,0.0,0.0,55,2,2
44,Lucha Libre AAA: Héroes del Ring,Lucha Libre AAA: Héroes del Ring,3.4,0.0,0.0,75,2,1
45,Shaun White Skateboarding,Shaun White Skateboarding,10.33,10.75,0.0,57,17,7
46,Medal of Honor,Medal of Honor,5.03,6.17,8.88,64,578,676
47,Fable III,Fable III,13.29,25.71,46.24,68,536,488
48,Ben 10 Ultimate Alien: Cosmic Destruction,Ben 10 Ultimate Alien: Cosmic Destruction,7.1,8.49,11.27,64,41,26
49,Rock of the Dead,Rock of the Dead,4.0,8.38,17.0,33,3,4
50,WRC: FIA World Rally Championship,WRC: FIA World Rally Championship,21.8,33.56,39.0,68,11,11
51,Kinect Sports,Kinect Sports,5.85,13.22,23.85,66,45,24
52,Star Wars: The Force Unleashed II,Star Wars: The Force Unleashed II,5.21,7.18,11.82,65,552,567
53,Bloody Good Time,Bloody Good Time,2.03,0.0,0.0,66,5,1
54,Saw II: Flesh & Blood,Saw II: Flesh & Blood,7.76,8.15,11.27,65,24,28
55,Arcania: Gothic 4,ArcaniA: Gothic 4,15.6,21.18,34.85,56,116,174
56,CSI: Fatal Conspiracy,CSI: Fatal Conspiracy,8.21,9.22,10.34,53,10,22
57,Dead Space: Ignition,Dead Space: Ignition,1.41,2.58,4.07,41,42,48
58,The UnderGarden,The UnderGarden,5.29,6.34,9.78,61,11,9
59,Faery: Legends of Avalon,Faery: Legends of Avalon,5.6,7.5,9.41,57,27,53
60,Sonic the Hedgehog 4: Episode I,Sonic the Hedgehog 4: Episode 1,2.6,3.54,5.96,52,218,192
