,name,title_found,main,extra,completionist,review_score,review_count,people_polled
0,Yakuza Kiwami 2: Clan Creator Bundle,Not found on hl2b,0.0,0.0,0.0,0,0,0
1,Prison Architect: Escape Mode,Not found on hl2b,0.0,0.0,0.0,0,0,0
2,Saiaku Naru Saiyaku Ningen ni Sasagu,Saiaku Naru Saiyaku Ningen ni Sasagu,0.0,0.0,51.0,80,1,1
3,For Honor: Season 7 - Storm and Fury,Not found on hl2b,0.0,0.0,0.0,0,0,0
4,Death's Gambit: Afterlife,Death's Gambit: Afterlife,14.89,19.96,33.3,75,34,52
5,Grisaia Phantom Trigger 03&04,Not found on hl2b,0.0,0.0,0.0,0,0,0
6,Boku to Nurse no Kenshuu Nisshi: Premium Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
7,Dragon Ball FighterZ: Vegeta,Not found on hl2b,0.0,0.0,0.0,0,0,0
8,Dragon Ball FighterZ: Goku,Not found on hl2b,0.0,0.0,0.0,0,0,0
9,Koroshiya to Strawberry,Not found on hl2b,0.0,0.0,0.0,0,0,0
10,Piofiore: Fated Memories,Piofiore: Fated Memories,30.84,33.07,54.73,80,28,62
11,Railway Empire: The Great Lakes,Not found on hl2b,0.0,0.0,0.0,0,0,0
12,Overcooked! 2: Carnival of Chaos,Not found on hl2b,0.0,0.0,0.0,0,0,0
13,SaGa: Scarlet Grace - Ambitions,Not found on hl2b,0.0,0.0,0.0,0,0,0
14,Card Game Bundle Vol.1,Not found on hl2b,0.0,0.0,0.0,0,0,0
15,Pro Evolution Soccer 2019: Legend Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
16,ACA Neo Geo: Crossed Swords,Not found on hl2b,0.0,0.0,0.0,0,0,0
17,Pro Evolution Soccer 2019: David Beckham Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
18,ACA Neo Geo: Prehistoric Isle 2,Not found on hl2b,0.0,0.0,0.0,0,0,0
19,ACA Neo Geo: Football frenzy,Not found on hl2b,0.0,0.0,0.0,0,0,0
20,Warhammer: Vermintide 2 - Shadows over Bögenhafen,Warhammer: Vermintide 2 - Shadows over Bögenhafen,1.0,0.0,0.0,70,1,1
21,Sword Art Online: Fatal Bullet - Collapse of Balance,Not found on hl2b,0.0,0.0,0.0,0,0,0
22,NBA 2K19: The Prelude,NBA 2K19: The Prelude,2.27,0.0,2.58,72,5,8
23,Arcade Archives: Argus,Not found on hl2b,0.0,0.0,0.0,0,0,0
24,Call of Duty: WWII - Shadow War,Not found on hl2b,0.0,0.0,0.0,0,0,0
25,Cave Digger: Riches,Not found on hl2b,0.0,0.0,0.0,0,0,0
26,Roach's Room ~Horror Experience Series~,Not found on hl2b,0.0,0.0,0.0,0,0,0
27,The Walking Dead: The Final Season - Episode 1: Done Running,The Walking Dead: The Final Season - Episode 1: Done Running,2.5,2.66,2.96,82,35,62
28,The Elder Scrolls Online: Wolfhunter,Not found on hl2b,0.0,0.0,0.0,0,0,0
29,Wonder Blade,Wonder Blade,4.0,0.0,0.0,80,1,1
30,Toy Stunt Bike: Tiptop's Trials,Not found on hl2b,0.0,0.0,0.0,0,0,0
31,Wild Turkey Hunter VR,Not found on hl2b,0.0,0.0,0.0,0,0,0
32,ACA Neo Geo: Metal Slug 4,Not found on hl2b,0.0,0.0,0.0,0,0,0
33,Robbotto,Not found on hl2b,0.0,0.0,0.0,0,0,0
34,Rocket League: Ultimate Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
35,Space Break,Hardspace: Shipbreaker,26.84,33.11,37.98,78,60,113
36,Track Lab,Not found on hl2b,0.0,0.0,0.0,0,0,0
37,Dragonfly Chronicles,Not found on hl2b,0.0,0.0,0.0,0,0,0
38,Punch Line: Cheermancy Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
39,Fall of Light: Darkest Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
40,Fernz Gate,Fernz Gate,16.12,16.7,0.0,50,2,5
41,Viking Days,Viking Days,0.0,0.0,0.0,40,1,0
42,Apocalypse Rider,Not found on hl2b,0.0,0.0,0.0,0,0,0
43,Dedication to the Person who Becomes the Worst Disaster,Not found on hl2b,0.0,0.0,0.0,0,0,0
44,Jake Hunter Detective Story: Prism of Eyes,Jake Hunter Detective Story: Prism of Eyes,0.0,0.0,32.0,80,1,1
45,Mind Labyrinth VR Dreams,Not found on hl2b,0.0,0.0,0.0,0,0,0
46,UnExplored: Unlocked Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
