,name,title_found,main,extra,completionist,review_score,review_count,people_polled
0,Fortnite: Season 1,Not found on hl2b,0.0,0.0,0.0,0,0,0
1,Assassin's Creed Origins: Deluxe Pack,Not found on hl2b,0.0,0.0,0.0,0,0,0
2,Final Fantasy XIV: The Legend Returns,Final Fantasy XIV: The Legend Returns,5.52,16.48,49.18,81,24,25
3,Touhou Genso Wanderer Reloaded: Tojiko Soga,Not found on hl2b,0.0,0.0,0.0,0,0,0
4,WWE 2K18: Cena Nuff Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
5,Dragons Online Ultra,Not found on hl2b,0.0,0.0,0.0,0,0,0
6,Gran Turismo Sport: Limited Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
7,Touhou Genso Wanderer Reloaded: Kasen Ibaraki,Not found on hl2b,0.0,0.0,0.0,0,0,0
8,Marvel vs. Capcom: Infinite - Sigma,Not found on hl2b,0.0,0.0,0.0,0,0,0
9,Marvel vs. Capcom: Infinite - Monster Hunter,Not found on hl2b,0.0,0.0,0.0,0,0,0
10,Marvel vs. Capcom: Infinite - Black Panther,Not found on hl2b,0.0,0.0,0.0,0,0,0
11,Sengo Muramasa DX: Guren no Kettou,Not found on hl2b,0.0,0.0,0.0,0,0,0
12,Gran Turismo Sport: Digital Deluxe Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
13,Gran Turismo Sport: Collector's Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
14,Gran Turismo Sport: Steelbook Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
15,Gran Turismo Sport: Day One Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
16,Uta no Prince-sama: Amazing Aria & Sweet Serenade Love,Not found on hl2b,0.0,0.0,0.0,0,0,0
17,Yuukyuu no Tierblade: Fragments of Memory,Not found on hl2b,0.0,0.0,0.0,0,0,0
18,Wolfenstein: The New Order and The Old Blood Double Pack,Not found on hl2b,0.0,0.0,0.0,0,0,0
19,Shin Megami Tensei: Nocturne - Hardtype,Not found on hl2b,0.0,0.0,0.0,0,0,0
20,Marvel's Guardians of the Galaxy: The Telltale Series - Episode 4: Who Needs You,Not found on hl2b,0.0,0.0,0.0,0,0,0
21,Luna,Luna,1.01,1.08,1.13,73,12,25
22,Cities: Skylines - Content Creator Pack: European Suburbia,Not found on hl2b,0.0,0.0,0.0,0,0,0
23,Cities: Skylines - Green Cities,Not found on hl2b,0.0,0.0,0.0,0,0,0
24,Bomber Crew: Deluxe Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
25,Ark: Survival Evolved - Explorer's Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
26,Agents of Mayhem: Lazarus,Not found on hl2b,0.0,0.0,0.0,0,0,0
27,AnywhereVR,Not found on hl2b,0.0,0.0,0.0,0,0,0
28,Darkest Dungeon: The Shieldbreaker,Not found on hl2b,0.0,0.0,0.0,0,0,0
29,Yoshiwara Higanbana: Kuon no Chigiri,Not found on hl2b,0.0,0.0,0.0,0,0,0
30,Fishing Master,Fishing Master World Tour,0.0,0.0,100.0,100,1,1
31,ACA Neo Geo: Robo Army,Robo Army,1.03,0.0,2.63,68,6,11
32,ACA Neo Geo: Metal Slug X,Not found on hl2b,0.0,0.0,0.0,0,0,0
33,ACA Neo Geo: Mutation Nation,Not found on hl2b,0.0,0.0,0.0,0,0,0
34,WWE 2K18: Deluxe Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
35,Date A Live: Rio Reincarnation HD - Limited Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
36,ACA Neo Geo: Real Bout Fatal Fury,Not found on hl2b,0.0,0.0,0.0,0,0,0
37,Little Adventure on the Prairie,Little Adventure on the Prairie,0.55,0.0,1.0,17,16,27
38,Life Is Strange: Before the Storm - Episode 2: Brave New World,Life Is Strange: Before the Storm - Episode 2: Brave New World,3.14,3.56,3.79,79,74,116
39,Yahari Game Demo Ore no Seishun Love-come wa Machigatteiru. & Zoku Omatome Set,Not found on hl2b,0.0,0.0,0.0,0,0,0
40,Taiko no Tatsujin: Drum Session,Taiko no Tatsujin: Drum Session!,1.71,23.81,400.0,80,12,8
41,Dead by Daylight: A Nightmare on Elm Street,Not found on hl2b,0.0,0.0,0.0,0,0,0
42,Arcade Archives: Elevator Action,Not found on hl2b,0.0,0.0,0.0,0,0,0
43,Hellanoid : Archer vs Dragons,Not found on hl2b,0.0,0.0,0.0,0,0,0
44,South Park: The Fractured But Whole - Relics of Zaron,Not found on hl2b,0.0,0.0,0.0,0,0,0
45,Professional Farmer: American Dream,Professional Farmer: American Dream,0.0,0.0,0.0,0,0,0
46,Batman: The Enemy Within - Episode 2: The Pact,Batman: The Enemy Within - Episode 2: The Pact,1.68,1.74,1.79,73,38,48
47,Where Are My Friends?,Where Are My Friends?,0.0,0.0,0.0,0,0,0
48,Wraith,Wraith,0.0,0.0,0.0,0,0,0
49,The Surge: Fire & Ice Weapon Pack,Not found on hl2b,0.0,0.0,0.0,0,0,0
50,Rapala Fishing: Pro Series,Not found on hl2b,0.0,0.0,0.0,0,0,0
51,Tear: Owari to Hajimari no Shizuku,Not found on hl2b,0.0,0.0,0.0,0,0,0
52,Middle-earth: Shadow of War - Forthog Orcslayer,Not found on hl2b,0.0,0.0,0.0,0,0,0
53,Fort Defense: North Menace,Fort Defense: North Menace,3.0,0.0,0.0,90,1,1
54,Son of Scoregasm,Son of Scoregasm,0.0,0.0,0.0,0,0,0
55,Glo,Glo,0.0,0.0,0.0,0,0,0
56,Amaekata wa Kanojo Nari ni,Amaekata wa Kanojo Nari ni.,0.0,0.0,0.0,0,0,0
57,Let's Sing 2018,Not found on hl2b,0.0,0.0,0.0,0,0,0
58,Itadaki Street: Dragon Quest & Final Fantasy 30th Anniversary,Not found on hl2b,0.0,0.0,0.0,0,0,0
59,South Park: The Fractured but Whole - Gold Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
60,Middle-earth: Shadow of War - Silver Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
61,SingStar: Celebration,SingStar: Celebration,0.0,0.0,0.0,0,0,0
62,Wolfenstein II: The New Colossus Digital Deluxe Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
63,ELEX: Collector's Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
64,Kowloon's Gate VR: Suzaku,Not found on hl2b,0.0,0.0,0.0,0,0,0
65,Assassin's Creed: Origins - Dawn of the Creed Legendary Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
66,Assassin's Creed: Origins - Dawn of the Creed Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
67,Assassin's Creed: Origins - God's Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
68,Wolfenstein II: The New Colossus Collector's Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
69,Middle-earth: Shadow of War - Mithril Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
70,No Heroes Allowed! VR,No Heroes Allowed! VR,5.75,0.0,7.75,75,2,3
71,Kyoei Toshi,City Shrouded in Shadow,7.81,0.0,13.0,83,4,5
72,A Haunting: Witching Hour,Not found on hl2b,0.0,0.0,0.0,0,0,0
73,South Park: The Fractured but Whole - Collector's Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
74,South Park: The Fractured but Whole - Remote Control Coon Mobile Bundle,Not found on hl2b,0.0,0.0,0.0,0,0,0
75,South Park: The Fractured But Whole - SteelBook Gold Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
76,South Park: The Fractured But Whole - Amazon Steel Book Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
77,Warhammer Quest 2: The End Times,Warhammer Quest 2,0.0,34.02,0.0,60,1,2
78,Warframe: Plains of Eidolon,Not found on hl2b,0.0,0.0,0.0,0,0,0
79,Assassin's Creed: Origins - Deluxe Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
80,Wulverblade,Wulverblade,3.8,6.74,0.0,70,14,19
81,Hotline Miami Collection,Hotline Miami Collection,11.5,13.44,31.12,81,18,23
82,A Hat in Time,A Hat in Time,9.39,14.63,17.99,82,964,1300
83,Slayaway Camp: Butcher's Cut,Not found on hl2b,0.0,0.0,0.0,0,0,0
84,Assassin's Creed: Origins - Gold Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
85,The Evil Within 2,The Evil Within 2,13.36,18.44,27.73,80,736,1142
86,Assassin's Creed Origins,Assassin's Creed Origins,30.03,52.36,84.34,80,2460,5073
87,Wolfenstein II: The New Colossus,Wolfenstein II: The New Colossus,10.71,17.07,32.84,78,1465,2269
88,South Park: The Fractured But Whole,South Park: The Fractured But Whole,17.83,22.34,27.37,79,999,1839
89,Middle-earth: Shadow of War,Middle-Earth: Shadow of War,20.56,36.12,55.45,76,1025,1541
90,The Invisible Hours,The Invisible Hours,3.04,5.5,7.07,77,35,66
91,Merge Mega Bundle,Not found on hl2b,0.0,0.0,0.0,0,0,0
92,Earth Atlantis,Earth Atlantis,3.29,0.0,0.0,50,8,7
93,Middle-earth: Shadow of War - Gold Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
94,Jydge,JYDGE,6.41,7.9,14.11,73,19,27
95,Heliborne,Heliborne,0.0,60.0,0.0,0,0,1
96,Let Them Come,Let Them Come,2.13,2.75,4.9,71,17,24
97,Steven Universe: Save the Light,Steven Universe: Save The Light,11.83,18.25,23.79,81,11,30
98,Mutant Football League,Mutant Football League,9.62,10.0,36.3,65,10,7
99,Battle Chasers: Nightwar,Battle Chasers: Nightwar,29.17,42.77,69.49,75,164,249
100,Dungeons 3,Dungeons 3,26.03,35.82,53.02,72,51,93
101,Bomber Crew,Bomber Crew,15.3,18.13,28.36,61,51,61
102,The Jackbox Party Pack 4,The Jackbox Party Pack 4,3.92,4.0,10.96,71,45,7
103,MudRunner,MudRunner,18.89,23.03,49.61,67,49,61
104,Gran Turismo Sport,Gran Turismo Sport,24.94,72.6,286.32,80,142,105
105,Knowledge is Power,Knowledge is Power,1.45,4.5,7.59,59,28,18
106,Raiden V: Director's Cut,Raiden V: Director's Cut,1.46,4.46,13.57,63,33,39
107,Hidden Agenda,Hidden Agenda,2.12,4.46,12.48,64,91,119
108,The Mummy: Demastered,Not found on hl2b,0.0,0.0,0.0,0,0,0
109,Super Ping Pong Trick Shot,Not found on hl2b,0.0,0.0,0.0,0,0,0
110,Simulacra,Simulacra,4.04,5.55,8.0,67,124,219
111,Elex,ELEX,27.42,49.88,85.39,72,197,332
112,Yomawari: Midnight Shadows,Yomawari: Midnight Shadows,7.49,8.15,11.67,74,22,31
113,Rogue Trooper: Redux,Rogue Trooper,5.54,7.44,9.95,71,38,52
114,Date A Live: Rio Reincarnation,DATE A LIVE: Rio Reincarnation,15.09,36.02,51.8,72,11,26
115,Steam Prison,Steam Prison,23.15,37.47,45.24,75,14,23
116,Oure,Oure,3.58,0.0,18.93,60,1,2
117,8-bit Adventure Anthology: Volume I,8-bit Adventure Anthology: Volume I,0.0,1.0,2.52,70,1,4
118,Blackberry Honey,Blackberry Honey,6.86,6.56,7.91,84,5,15
119,Gun Club VR,Gun Club VR,0.0,9.17,0.0,57,3,2
120,Modern Tales: Age of Invention,Modern Tales: Age of Invention,3.33,3.42,3.35,61,11,27
121,Shikhondo: Soul Eater,Shikhondo: Soul Eater,0.63,0.98,0.99,62,17,20
122,Clash Force,Clash Force,1.05,0.0,1.13,70,6,10
123,Metropolis: Lux Obscura,Metropolis: Lux Obscura,1.6,3.11,4.06,61,18,42
124,Mad Age and This Guy,Not found on hl2b,0.0,0.0,0.0,0,0,0
125,No Heroes Here,No Heroes Here,7.17,0.0,0.0,60,3,2
126,Omega Strike,Omega Strike,5.53,5.82,6.89,69,16,33
127,Stifled,Stifled,3.0,3.5,6.0,0,0,4
128,Nightmare Boy,Nightmare Boy,0.0,11.0,0.0,50,1,1
129,Think of the Children,Think of the Children!,3.37,6.1,0.0,63,7,4
130,Just Dance 2018,Just Dance 2018,12.77,20.0,0.0,74,8,6
131,Road Redemption,Road Redemption,6.06,9.74,37.0,68,58,66
132,AER: Memories of Old,AER: Memories of Old,3.05,3.87,4.39,66,360,699
133,WWE 2K18,WWE 2K18,25.0,50.35,55.0,57,32,16
134,Lost Sphear,Lost Sphear,25.27,36.84,57.55,67,67,89
135,Squareboy vs Bullies: Arena Edition,Squareboy vs Bullies: Arena Edition,1.64,0.0,1.9,57,7,8
136,Rainbow Snake,Rainbow Snake,0.0,0.0,0.64,30,1,2
137,Deer Hunter Reloaded,Not found on hl2b,0.0,0.0,0.0,0,0,0
138,Megaton Rainfall,Megaton Rainfall,3.38,3.67,4.0,71,10,8
139,Debris,Debris,2.84,3.83,0.0,63,3,4
140,Freaky Awesome,Freaky Awesome,0.0,0.0,0.0,0,0,0
141,Skyworld,Skyworld,9.29,0.0,0.0,0,0,1
142,FIFA 18: ICON Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
143,FIFA 18: Ronaldo Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
144,Legends of Talia: Arcadia,Legends of Talia: Arcadia,0.58,1.3,1.58,35,13,18
145,Numantia,Numantia,0.0,0.0,0.0,0,0,0
146,FoxyLand,FoxyLand,0.79,1.04,0.91,53,20,34
147,Genetic Disaster,Genetic Disaster,0.0,0.0,0.0,0,0,0
148,Holy Potatoes! What the Hell?!,Holy Potatoes! What the Hell?!,10.0,0.0,0.0,0,0,1
149,Gold Rush: The Game,Gold Rush: The Game,17.05,31.22,0.0,40,3,3
150,Rugby 18,RUGBY 18,0.0,0.0,0.0,40,1,0
151,Welcome to Hanwell,Welcome to Hanwell,4.03,6.84,0.0,63,3,8
152,Road Rage,Road Rage,6.42,8.96,16.64,32,3,6
153,Real Farm,Real Farm,0.0,0.0,0.0,0,0,0
154,Bubsy: The Woolies Strike Back,Bubsy: The Woolies Strike Back,1.3,2.52,5.64,42,37,35
