,name,title_found,main,extra,completionist,review_score,review_count,people_polled
0,Warthog Launch,Not found on hl2b,0.0,0.0,0.0,0,0,0
1,Grand Theft Auto: Double Pack,Grand Theft Auto: Double Pack,0.0,0.0,0.0,0,0,0
2,Wrath Unleashed,Wrath Unleashed,0.0,0.0,0.0,0,0,0
3,Steel Battalion: Line of Contact,Steel Battalion: Line of Contact,0.0,0.0,0.0,0,0,0
4,Silent Scope Complete,Silent Scope Complete,2.0,0.0,0.0,30,1,1
5,Psyvariar 2: The Will to Fabricate,Psyvariar 2,0.32,0.0,0.0,50,1,2
6,MX Unleashed,MX Unleashed,4.06,19.75,0.0,69,13,4
7,Carve,Carve,0.0,0.0,0.0,0,0,0
8,Alias,Alias,19.24,0.0,0.0,69,9,6
9,Samurai Warriors,Samurai Warriors,16.24,32.48,64.92,71,28,14
10,James Bond 007: Everything or Nothing,James Bond 007: Everything or Nothing,9.65,12.79,19.6,73,72,48
11,Feeding Frenzy,Feeding Frenzy,1.95,3.61,11.3,63,65,50
12,Pitfall: The Lost Expedition,Pitfall: The Lost Expedition,8.95,11.54,13.52,71,18,22
13,Bad Boys: Miami Takedown,Bad Boys: Miami Takedown,3.61,4.04,11.62,48,20,17
14,Freestyle Street Soccer,Freestyle Street Soccer,2.0,5.0,0.0,60,6,2
