,name,title_found,main,extra,completionist,review_score,review_count,people_polled
0,Over G Fighters,Over G Fighters,19.0,0.0,0.0,55,2,1
1,Rugby Challenge 2006,Rugby Challenge 2006,0.0,0.0,0.0,0,0,0
2,Rugby 06,Rugby 06,4.0,0.0,25.0,60,2,2
3,Arena Football,Arena Football,7.87,0.0,0.0,67,3,1
4,Mad Tracks,Mad Tracks,2.93,0.0,14.77,65,8,9
5,Muv-Luv Alternative,Muv-Luv Alternative,47.49,52.05,60.24,88,65,84
6,Full Auto,Full Auto,5.85,0.0,0.0,67,9,5
7,Marble Blast Ultra,Marble Blast Ultra,4.11,0.0,11.1,76,14,3
8,Black,Black,5.87,8.24,22.29,74,245,205
9,Samurai Warriors 2,Samurai Warriors 2,30.9,45.16,65.16,78,30,17
10,FIFA Street 2,FIFA Street 2,19.6,21.93,30.13,74,68,22
11,TOCA Race Driver 3,TOCA Race Driver 3,35.63,38.5,0.0,71,16,12
12,Marc Ecko's Getting Up: Contents Under Pressure,Marc Ecko's Getting Up: Contents Under Pressure,11.86,13.43,14.75,73,40,36
13,Feeding Frenzy 2: Shipwreck Showdown,Feeding Frenzy 2: Shipwreck Showdown,2.51,2.64,3.42,67,43,58
14,Fight Night Round 3,Fight Night Round 3,10.66,12.15,12.99,69,58,35
15,Sonic Riders,Sonic Riders,5.48,12.92,17.63,72,147,87
16,Final Fight: Streetwise,Final Fight: Streetwise,7.58,8.81,10.88,61,14,10
