,name,title_found,main,extra,completionist,review_score,review_count,people_polled
0,Road Adventures USA,Not found on hl2b,0.0,0.0,0.0,0,0,0
1,Lost Highway,Not found on hl2b,0.0,0.0,0.0,0,0,0
2,Fruit Loops,Not found on hl2b,0.0,0.0,0.0,0,0,0
3,Memento Mori,Memento Mori,8.03,9.04,10.14,76,9,17
4,Lighthouse,No One Lives Under the Lighthouse,2.13,3.27,6.22,71,44,68
5,The Fiery Descent,Not found on hl2b,0.0,0.0,0.0,0,0,0
6,Enemy Star,Not found on hl2b,0.0,0.0,0.0,0,0,0
7,K.S.-n-Kickin,Not found on hl2b,0.0,0.0,0.0,0,0,0
8,Candy Crisis,Not found on hl2b,0.0,0.0,0.0,0,0,0
9,Kaiten Puyoman Kuu Carbuncle,Not found on hl2b,0.0,0.0,0.0,0,0,0
10,Speed Demons,Speed Demons,0.0,0.0,0.0,40,1,0
11,Tails Quest 2: A Tale of Love,Not found on hl2b,0.0,0.0,0.0,0,0,0
12,Jazz Jackrabbit 2: The Secret Files Shareware Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
13,Mayu,Tamayura Mirai,8.18,0.0,0.0,65,2,1
14,The Legend of Heroes V: Umi no Oriuta,Not found on hl2b,0.0,0.0,0.0,0,0,0
15,Disney Hot Shots: Disney's Terk & Tantor Power Lunch,Not found on hl2b,0.0,0.0,0.0,0,0,0
16,Disney Hot Shots: Disney's Tarzan Jungle Tumble,Not found on hl2b,0.0,0.0,0.0,0,0,0
17,Mr. Tiny Adventures,Not found on hl2b,0.0,0.0,0.0,0,0,0
18,Pikari Walk,Not found on hl2b,0.0,0.0,0.0,0,0,0
19,The Inquisition: Legacy,Not found on hl2b,0.0,0.0,0.0,0,0,0
20,Imagynasium,Not found on hl2b,0.0,0.0,0.0,0,0,0
21,Ritter Rost: Die eiserne Burg,Not found on hl2b,0.0,0.0,0.0,0,0,0
22,Autobahn Raser II,Not found on hl2b,0.0,0.0,0.0,0,0,0
23,Guess Who?,Guess Who?,0.0,0.0,0.05,10,1,1
24,Mini Golf,Mini Golf,0.0,0.0,0.0,0,0,0
25,Mulk & Swank: Great Adventure in Magic World,Not found on hl2b,0.0,0.0,0.0,0,0,0
26,Colt's Wild West Shootout,Not found on hl2b,0.0,0.0,0.0,0,0,0
27,Clue Jr. SpyGlass Mysteries,Not found on hl2b,0.0,0.0,0.0,0,0,0
28,Nickelodeon Brain Bender Puzzles & Activities,Not found on hl2b,0.0,0.0,0.0,0,0,0
29,Bingo Master,Not found on hl2b,0.0,0.0,0.0,0,0,0
30,Arcade Legends 3D,Not found on hl2b,0.0,0.0,0.0,0,0,0
31,3D Hunting: Extreme,Not found on hl2b,0.0,0.0,0.0,0,0,0
32,3D Helicopter Coyote Hunter,Not found on hl2b,0.0,0.0,0.0,0,0,0
33,3D Galaxy Fighters,Not found on hl2b,0.0,0.0,0.0,0,0,0
34,3D Dragon Castle,Not found on hl2b,0.0,0.0,0.0,0,0,0
35,3D Brick Bustin Madness,Not found on hl2b,0.0,0.0,0.0,0,0,0
36,Hugo XL,Not found on hl2b,0.0,0.0,0.0,0,0,0
37,Josephine and Friends,Not found on hl2b,0.0,0.0,0.0,0,0,0
38,Final Fantasy VIII,Final Fantasy VIII,39.87,53.75,78.93,80,1180,1323
39,Gransland,Not found on hl2b,0.0,0.0,0.0,0,0,0
40,Sonic & Garfield Pack,Not found on hl2b,0.0,0.0,0.0,0,0,0
41,Barbie as Sleeping Beauty,Not found on hl2b,0.0,0.0,0.0,0,0,0
42,Digital Makeover,Not found on hl2b,0.0,0.0,0.0,0,0,0
43,Totally Tattoos,Not found on hl2b,0.0,0.0,0.0,0,0,0
44,Detective Barbie 2: The Vacation Mystery,Detective Barbie 2: The Vacation Mystery,3.0,0.0,0.0,0,0,1
45,Rayman Maternelle,Not found on hl2b,0.0,0.0,0.0,0,0,0
46,Rayman CP,Not found on hl2b,0.0,0.0,0.0,0,0,0
