,name,title_found,main,extra,completionist,review_score,review_count,people_polled
0,Ninja Chop!!,Not found on hl2b,0.0,0.0,0.0,0,0,0
1,Angry Brainless Bovines,Not found on hl2b,0.0,0.0,0.0,0,0,0
2,Costume Quest: Grubbins on Ice,Costume Quest: Grubbins on Ice,1.78,2.01,2.17,71,106,195
3,Asteroids Do Concern Me,Not found on hl2b,0.0,0.0,0.0,0,0,0
4,Mars,Mars,0.0,0.0,0.0,0,0,0
5,Pinball FX 2: Marvel Pinball,Not found on hl2b,0.0,0.0,0.0,0,0,0
6,ZP2KX: Zombies and Pterodactyls 20XX,Not found on hl2b,0.0,0.0,0.0,0,0,0
7,Vorpal,Not found on hl2b,0.0,0.0,0.0,0,0,0
8,Star Wars: The Force Unleashed II - Character Pack,Not found on hl2b,0.0,0.0,0.0,0,0,0
9,Star Wars: The Force Unleashed II - The Battle of Endor,Not found on hl2b,0.0,0.0,0.0,0,0,0
10,Bomberman Live: Battlefest,Bomberman Live: Battlefest,0.0,0.0,0.0,0,0,0
11,The Path of Go,The Path of Go,0.0,0.0,0.0,70,1,0
12,Mafia II: Digital Deluxe Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
13,Mafia II: Collector's Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
14,Creed Arena,Not found on hl2b,0.0,0.0,0.0,0,0,0
15,Treasure Treasure: Fortress Forage - Extra Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
16,Call of Duty: Black Ops - Hardened Edition,Not found on hl2b,0.0,0.0,0.0,0,0,0
17,EA Sports Active 2.0,Not found on hl2b,0.0,0.0,0.0,0,0,0
18,Red Dead Redemption: Undead Nightmare Collection,Not found on hl2b,0.0,0.0,0.0,0,0,0
19,Labyrinth Cross Blood,Not found on hl2b,0.0,0.0,0.0,0,0,0
20,Raskulls,Raskulls,1.54,3.01,3.08,66,12,8
21,A World of Keflings,A World of Keflings,7.35,10.4,13.85,69,27,34
22,Super Street Fighter IV: Arcade Edition,Super Street Fighter IV: Arcade Edition,2.63,18.99,116.0,85,65,43
23,Doritos Crash Course,Doritos Crash Course,1.74,3.0,9.82,59,93,46
24,The Biggest Loser: Ultimate Workout,The Biggest Loser: Ultimate Workout,0.0,0.0,0.0,0,0,0
25,BlazBlue: Continuum Shift II,Blazblue: Continuum Shift II,0.82,21.42,0.0,80,9,7
26,Dungeon Defenders,Dungeon Defenders,14.62,60.55,459.29,72,187,136
27,Fallout: New Vegas - Dead Money,Fallout: New Vegas - Dead Money,5.53,6.7,8.1,70,143,144
28,Adrenalin Misfits,Adrenalin Misfits,0.0,0.0,0.0,0,0,0
29,Minute to Win It,Minute to Win It,0.0,0.0,0.0,0,0,0
30,Back to the Future: The Game - Episode 1: It's About Time,Back to the Future: The Game - Episode 1: It's About Time,2.61,2.82,3.17,69,154,302
31,Back to the Future: The Game,Back to the Future: The Game,12.17,13.35,13.61,70,242,283
32,Cthulhu Saves the World,Cthulhu Saves The World,7.7,10.41,12.16,73,157,254
33,Dynasty Warriors: Gundam 3,Dynasty Warriors: Gundam 3,35.88,58.52,100.95,76,21,19
34,B.U.T.T.O.N.,B.U.T.T.O.N.,0.0,0.0,0.0,0,0,0
35,A.R.E.S.: Extinction Agenda,A.R.E.S.: Extinction Agenda,2.29,3.46,9.39,57,53,113
36,Battlefield: Bad Company 2 Vietnam,Not found on hl2b,0.0,0.0,0.0,0,0,0
37,Harms Way,Harms Way,1.81,1.89,2.82,46,50,34
